"","age","sex","sex_age_cat","age_cat","age_cat_2","pyld_rate","population_number","deaths_rate_adaod","mx","deaths_rate_brsc","deaths_rate_carc","deaths_rate_copd","deaths_rate_cram","deaths_rate_cyri","deaths_rate_dmt2","deaths_rate_dprd","deaths_rate_hanc","deaths_rate_hyhd","deaths_rate_ishd","deaths_rate_lvrc","deaths_rate_lwri","deaths_rate_mltm","deaths_rate_mtri","deaths_rate_mvri","deaths_rate_nvhd","deaths_rate_otri","deaths_rate_pdri","deaths_rate_pr'd","deaths_rate_rdin","deaths_rate_rhhd","deaths_rate_stmc","deaths_rate_strk","deaths_rate_tbalc","deaths_rate_utrc","ylds_rate_adaod","ylds_rate_allc","ylds_rate_brsc","ylds_rate_carc","ylds_rate_copd","ylds_rate_cram","ylds_rate_cyri","ylds_rate_dmt2","ylds_rate_dprd","ylds_rate_hanc","ylds_rate_hyhd","ylds_rate_ishd","ylds_rate_lvrc","ylds_rate_lwri","ylds_rate_mltm","ylds_rate_mtri","ylds_rate_mvri","ylds_rate_nvhd","ylds_rate_otri","ylds_rate_pdri","ylds_rate_pr'd","ylds_rate_rdin","ylds_rate_rhhd","ylds_rate_stmc","ylds_rate_strk","ylds_rate_tbalc","ylds_rate_utrc","dw_adj_adaod","dw_adj_allc","dw_adj_brsc","dw_adj_carc","dw_adj_copd","dw_adj_cram","dw_adj_cyri","dw_adj_dmt2","dw_adj_dprd","dw_adj_hanc","dw_adj_hyhd","dw_adj_ishd","dw_adj_lvrc","dw_adj_lwri","dw_adj_mltm","dw_adj_mtri","dw_adj_mvri","dw_adj_nvhd","dw_adj_otri","dw_adj_pdri","dw_adj_pr'd","dw_adj_rdin","dw_adj_rhhd","dw_adj_stmc","dw_adj_strk","dw_adj_tbalc","dw_adj_utrc","incidence_dprd","case_fatality_strk","remission_strk","incidence_strk","case_fatality_tbalc","remission_tbalc","incidence_tbalc","case_fatality_carc","remission_carc","incidence_carc","case_fatality_adaod","remission_adaod","incidence_adaod","case_fatality_dmt2","remission_dmt2","incidence_dmt2","case_fatality_pr'd","remission_pr'd","incidence_pr'd","case_fatality_nvhd","remission_nvhd","incidence_nvhd","incidence_ishd","case_fatality_ishd","remission_ishd","incidence_brsc","case_fatality_brsc","remission_brsc","incidence_copd","case_fatality_copd","remission_copd","case_fatality_stmc","remission_stmc","incidence_stmc","case_fatality_lvrc","remission_lvrc","incidence_lvrc","case_fatality_cram","remission_cram","incidence_cram","case_fatality_mltm","remission_mltm","incidence_mltm","case_fatality_utrc","remission_utrc","incidence_utrc","case_fatality_hanc","remission_hanc","incidence_hanc","case_fatality_rhhd","remission_rhhd","incidence_rhhd","area"
"1",0,"female","female_0",0,NA,0.026326447423291,0,0,0.00205348860422009,0,0,0.000000461362779149742,0.0000106629480919128,0.000000103036888116144,0,0,0,0,0,0.000000932250424014647,0.0000663664860942422,0,0.000000212416570249904,0.00000223893576372561,0,0.000000209550550036915,0.00000200769634758503,0,0.00000468202177572612,0.000000201176615811555,0,0.00000206761924021768,0,0,0,0.026349250445172,0,0,0.0000183624603733626,0.0000105845521074056,0.0000036434447856325,0,0.000000381169115079977,0,0,0,0.000000264857117674859,0.0000867912520465791,0,0.00000094126715117046,0.00000331813876596737,0,0.000000472064347394082,0.00000105973215650838,0,0.00000941099847913085,0.000000685569010089983,0,0.0000292873143490254,0,0,0,0.0415025819783385,0,0,0.0703120624056196,0,0.0565923332130533,0,0,0,0,0,0.0984141749478312,0.0640299589777756,0,0.0643565688010815,0.0928696996085038,0,0.0616534743405399,0.0768758785899865,0,0.0692876094612171,0.0586345137492093,0,0.773236304088916,0,0,0.0000058834355744922,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"2",1,"female","female_1",0,NA,0.0275443222062829,0,0,0.00125225352835252,0,0,0.000000416465177539151,0.00000725975915814526,0.000000124530793391955,0,0,0,0,0,0.000000883065517381676,0.0000417922174256512,0,0.000000194209929871768,0.00000213311994293801,0,0.000000192332316036816,0.00000200531773222527,0,0.00000461038697161946,0.000000182156197838843,0,0.00000171371509158147,0,0,0,0.0276408373659613,0,0,0.0000228950105585254,0.0000111340132260666,0.00000469435357701615,0,0.00000100397457467534,0,0,0,0.000000302860548145273,0.0000701372995710217,0,0.0000011822573174474,0.00000419852089678059,0,0.000000597493095417645,0.00000141918063784105,0,0.0000120787058413931,0.000000811484238513001,0,0.0000364260845053514,0,0,0,0.0424073514480394,0,0,0.0703121288080336,0,0.0561864510906364,0,0,0,0,0,0.102262676591407,0.0642571529038501,0,0.0633122796801008,0.0913042189885,0,0.0608274795115677,0.0753016044223938,0,0.0683657491204549,0.0587724661237158,0,0.659160264696917,0,0,0.0000144228564545369,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"3",2,"female","female_2",2,"0 to 4",0.028818536493166,40141.648078085,0,0.000763646263265684,0,0,0.00000037593679408287,0.00000494273277708695,0.000000150508412922458,0,0,0,0,0,0.000000836475573409142,0.0000263173408770309,0,0.000000177563816308789,0.00000203230515349324,0,0.000000176528860389864,0.00000200294193492663,0,0.00000453984817804099,0.000000164934081812892,0,0.00000142038696390004,0,0,0,0.0289957352631833,0,0,0.0000285463656730551,0.0000117119977548688,0.00000604838464766766,0,0.00000264440351202915,0,0,0,0.000000346316959227266,0.0000566789932754417,0,0.00000148494756554486,0.00000531248961059171,0,0.00000075624859416408,0.00000190054974783339,0,0.0000155026201658017,0.000000960525723396677,0,0.0000453049267877017,0,0,0,0.0433318451795641,0,0,0.0703121952105103,0,0.05578347996849,0,0,0,0,0,0.106261674491324,0.0644851529694391,0,0.0622849358343036,0.0897651272723252,0,0.0600125508465836,0.0737595684444675,0,0.0674561539811404,0.0589107430657239,0,0.56191393531019,0,0,0.0000353566866968082,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"4",3,"female","female_3",0,NA,0.0300525982275182,0,0,0.000443334801110762,0,0,0.000000333407638317255,0.00000322638558781498,0.000000181888369198046,0,0,0,0,0,0.000000783911536923376,0.0000158580368647796,0,0.000000157828953041081,0.00000190769273744631,0,0.00000015820674962067,0.00000197182294248867,0,0.00000440464527058333,0.000000147111454597247,0,0.00000113940709336572,0,0,0,0.0302987585381407,0,0,0.0000359428309328824,0.0000124153313660062,0.00000786720391373213,0,0.00000725153659548385,0,0,0,0.000000398194034789777,0.000045494734004066,0,0.00000187683882574621,0.00000676444947758104,0,0.000000963524038604164,0.00000256747535427558,0,0.0000200530691769906,0.00000114808412132898,0,0.0000568877663457126,0,0,0,0.0440959855142391,0,0,0.0703194273573949,0,0.0553572569682599,0,0,0,0,0,0.110732341832988,0.0647058944878797,0,0.0611919459653129,0.0881788886734392,0,0.0591674652982936,0.07220128881257,0,0.0665024580917516,0.0590762817076876,0,0.471529620079903,0,0,0.0000899147126608514,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"5",4,"female","female_4",0,NA,0.031236502441244,0,0,0.000245025364204452,0,0,0.000000290509827924955,0.00000201915484712756,0.000000219790650133348,0,0,0,0,0,0.000000726832443670172,0.00000914360942934744,0,0.000000136385451767907,0.00000176430554790722,0,0.000000138445910758105,0.00000191329467296109,0,0.00000421062151753936,0.00000012925644299704,0,0.000000884617129124637,0,0,0,0.0315372136433161,0,0,0.0000457009485501609,0.0000132627547126393,0.0000103304398008892,0,0.0000207028277046698,0,0,0,0.000000460368578888001,0.0000362715444103795,0,0.00000238703942309429,0.00000866761096457116,0,0.00000123573916868687,0.00000349879745298169,0,0.0000261425315997721,0.00000138571596408497,0,0.0000721162005165485,0,0,0,0.0446906592076957,0,0,0.0703338274599165,0,0.0549083605830787,0,0,0,0,0,0.115720591231947,0.0649192974806169,0,0.0600373729401608,0.0865489405784646,0,0.0582938117984728,0.0706291497571669,0,0.0655068841834492,0.0592693098934883,0,0.389500974575016,0,0,0.000237207754812077,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"6",5,"female","female_5",0,NA,0.0325205317924457,0,0,0.000138793922480736,0,0,0.00000025537820314639,0.00000129053822628234,0.000000265603279031731,0,0,0,0,0,0.000000677524220786941,0.00000538958713123798,0,0.000000119529426185841,0.00000164386534660944,0,0.000000122606173981894,0.00000186998711399212,0,0.00000405507268923032,0.000000114425573314497,0,0.000000698119353559363,0,0,0,0.032890306247732,0,0,0.0000578245696043159,0.0000141135126309432,0.0000135007692864207,0,0.0000579269468885682,0,0,0,0.000000530788655207083,0.0000290160310889367,0,0.00000302645226335662,0.0000110713369524265,0,0.00000157963929487165,0.0000047472115057727,0,0.0000339483686248939,0.00000166439664005284,0,0.0000909864121540934,0,0,0,0.0453859624760994,0,0,0.0703446460802582,0,0.0544759626886257,0,0,0,0,0,0.120761260665643,0.0651374645841421,0,0.0589441908177777,0.0849843209770417,0,0.057452990382782,0.0691141201659614,0,0.0645534750367849,0.0594494109004398,0,0.324285792323146,0,0,0.000614408965434915,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"7",6,"female","female_6",0,NA,0.0340810004642434,0,0,0.0000867462288164485,0,0,0.000000232572135343311,0.000000897353749129534,0.000000321023915682494,0,0,0,0,0,0.000000645220911459272,0.00000346953821403936,0,0.000000110836624454663,0.00000157785449033076,0,0.000000113881421441004,0.0000018813369428991,0,0.00000402271962583903,0.000000104389000050295,0,0.000000588160212154796,0,0,0,0.034569807292499,0,0,0.0000717458270225224,0.0000147890514624123,0.0000173126448825757,0,0.000149532982724147,0,0,0,0.000000605281945900454,0.0000235276275955836,0,0.00000378943585439007,0.000013964826638383,0,0.00000199276678442996,0.00000632976239289613,0,0.000043401834725982,0.00000196050449230327,0,0.000112626147455494,0,0,0,0.0464702131529947,0,0,0.0703411282616442,0,0.0540980283947836,0,0,0,0,0,0.125304876544647,0.0653726631694008,0,0.0580267161349482,0.0835863827610614,0,0.0567029427223838,0.0677212083237755,0,0.063721510788326,0.0595756938379528,0,0.278629123141331,0,0,0.00147879632457581,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"8",7,"female","female_7",7,"5 to 9",0.0361302596183222,41672.0999901659,0,0.0000644009191339953,0,0,0.000000225317815005027,0.000000723088946297929,0.00000038813327994159,0,0,0,0,0,0.000000637903445131457,0.0000026060032974654,0,0.000000113440900752211,0.00000159535423851918,0,0.000000114982831375507,0.00000199110510263439,0,0.00000420301635322288,0.000000100378957136854,0,0.000000555580456215253,0,0,0,0.0368339909614918,0,0,0.0000860202514145658,0.0000150843714548641,0.0000214761993831552,0,0.000335237643146871,0,0,0,0.000000677062931497359,0.0000195338371769277,0,0.00000464201627401621,0.0000172308605200608,0,0.00000245653540075146,0.00000818628885870012,0,0.0000539919004366838,0.00000223179117178951,0,0.000134837329828572,0,0,0,0.0482655600094666,0,0,0.0703125272238346,0,0.053811563857363,0,0,0,0,0,0.128728335521399,0.0656373458593783,0,0.0573929266271838,0.0824501929698692,0,0.0560987799294212,0.0665103225744514,0,0.0630865201656298,0.059607023078179,0,0.252966911438732,0,0,0.00313020625687454,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"9",8,"female","female_8",0,NA,0.0388967444371847,0,0,0.0000599560291922147,0,0,0.000000236415799766745,0.000000710935482418722,0.000000476793179658183,0,0,0,0,0,0.000000667620825466005,0.00000240611492939192,0,0.000000131800167748249,0.00000170269214256618,0,0.000000130330093166058,0.00000230026670928924,0,0.00000469600675644873,0.000000103781197665873,0,0.000000614081252216576,0,0,0,0.0399693730695424,0,0,0.0000988635518213624,0.0000147647304366871,0.0000256310497625445,0,0.00064103074521429,0,0,0,0.000000748008011161019,0.0000166169630017966,0,0.00000554159051310919,0.0000207298462183033,0,0.00000295148929558126,0.0000102386762043322,0,0.0000650907268743815,0.00000243267391808484,0,0.000155210312421402,0,0,0,0.0510282795414728,0,0,0.0702424764785394,0,0.0536374648134653,0,0,0,0,0,0.131064211681696,0.0659270174548756,0,0.0570986186587437,0.0816138061707265,0,0.0556606047670725,0.0654945095710408,0,0.0626779352465579,0.0594588793088613,0,0.241378805670311,0,0,0.00574582346622726,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
"10",9,"female","female_9",0,NA,0.0423847006346728,0,0,0.0000666365677479417,0,0,0.000000263952117952715,0.000000817679865072351,0.000000595038375789064,0,0,0,0,0,0.000000731790341996168,0.00000261310416588169,0,0.000000168994023865477,0.0000018899478460198,0,0.0000001619324305941,0.00000285912406432466,0,0.000005528258252598,0.000000113645531034012,0,0.000000768663859929104,0,0,0,0.0439987576379077,0,0,0.000109990361523212,0.0000139760137513812,0.0000297103467256381,0,0.00108846018178886,0,0,0,0.000000820690281286658,0.0000143858762882716,0,0.00000648745905219836,0.0000244700850047179,0,0.00000347918335117255,0.0000124923204467755,0,0.0000766426749978675,0.0000025638621549578,0,0.000173424728733116,0,0,0,0.0546916758370101,0,0,0.0701382472091079,0,0.0535493595666671,0,0,0,0,0,0.132628299192154,0.0662337409144599,0,0.0570618514036066,0.0810012206993379,0,0.0553461893014576,0.0646226353371954,0,0.0624386512740619,0.0591595735361554,0,0.235490739560078,0,0,0.009488231109179,0.000179211282568546,0,0.000102250918099821,0.315688424108154,0.0262687086201099,0.0000334260171103666,0.0027173825609584,0.096731835662294,0.0000651182795068138,0.000369104112874114,0,0.0000654847336946001,0.000026560727500201,0,0.00143149955200045,0.00227642500741742,0,0.00000433150414436141,0.000275592942920297,0,0.0000782496056394554,0.0000613936590790841,0.000104268411591776,0,0.000449256490752775,0.0244145957229477,0.180073908609104,0.000506057514248972,0.0000833457924365414,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"sheffield"
