"","age","sex","sex_age_cat","age_cat","age_cat_2","pyld_rate","population_number","deaths_rate_adaod","mx","deaths_rate_bldc","deaths_rate_brsc","deaths_rate_carc","deaths_rate_chml","deaths_rate_copd","deaths_rate_crdd","deaths_rate_cyri","deaths_rate_dmt2","deaths_rate_espc","deaths_rate_iscs","deaths_rate_ishd","deaths_rate_kdnc","deaths_rate_lvrc","deaths_rate_lwri","deaths_rate_mlsm","deaths_rate_mltm","deaths_rate_mtri","deaths_rate_mvri","deaths_rate_otri","deaths_rate_pdri","deaths_rate_pr'd","deaths_rate_prsc","deaths_rate_stmc","deaths_rate_strk","deaths_rate_tbalc","deaths_rate_utrc","ylds_rate_adaod","ylds_rate_allc","ylds_rate_bldc","ylds_rate_brsc","ylds_rate_carc","ylds_rate_chml","ylds_rate_copd","ylds_rate_crdd","ylds_rate_cyri","ylds_rate_dmt2","ylds_rate_espc","ylds_rate_iscs","ylds_rate_ishd","ylds_rate_kdnc","ylds_rate_lvrc","ylds_rate_lwri","ylds_rate_mlsm","ylds_rate_mltm","ylds_rate_mtri","ylds_rate_mvri","ylds_rate_otri","ylds_rate_pdri","ylds_rate_pr'd","ylds_rate_prsc","ylds_rate_stmc","ylds_rate_strk","ylds_rate_tbalc","ylds_rate_utrc","dw_adj_adaod","dw_adj_allc","dw_adj_bldc","dw_adj_brsc","dw_adj_carc","dw_adj_chml","dw_adj_copd","dw_adj_crdd","dw_adj_cyri","dw_adj_dmt2","dw_adj_espc","dw_adj_iscs","dw_adj_ishd","dw_adj_kdnc","dw_adj_lvrc","dw_adj_lwri","dw_adj_mlsm","dw_adj_mltm","dw_adj_mtri","dw_adj_mvri","dw_adj_otri","dw_adj_pdri","dw_adj_pr'd","dw_adj_prsc","dw_adj_stmc","dw_adj_strk","dw_adj_tbalc","dw_adj_utrc","med"
"1",0,"female","female_0",0,NA,0.0252066084711727,0,0,0.00217186871397846,0,0,0,0,0.00000151196362944986,0.0000211533480472953,0.000000120537080273947,0,0,0.00000145090687080076,0,0.00000279599357383347,0,0.0000800769789863052,0,0,0.000000220121783204602,0.00000295757680802419,0.000000126117277944448,0.00000285069701208153,0,0,0,0.00000314627119068636,0,0,0,0.0252929657933373,0,0,0,0,0.0000185880505897716,0.0000637185827791218,0.00000272780622091767,0,0,0.000017927088263147,0,0.0000132640965984493,0,0.0000624697939873569,0,0,0.00000306346722772383,0.00000921434950201151,0.00000252228897133017,0.00000508230384892781,0,0,0,0.0000234175453020697,0,0,0,0.0417588725930973,0,0,0,0,0.0764849533915774,0.139163377124665,0.0657913475320944,0,0,0.147017157723123,0,0.0482565044034904,0,0.0643968256126469,0,0,0.0707911786037975,0.0902824809158725,0.0639452377692203,0.0742785455163584,0,0,0,0,0,0,0
"2",1,"female","female_1",0,NA,0.0268424460844045,0,0,0.00126898884795469,0,0,0,0,0.00000125143978775155,0.0000148800832637771,0.000000132073096715398,0,0,0.000000948115997594793,0,0.00000244956545808609,0,0.0000482462105431816,0,0,0.000000201043604399829,0.00000268199221705707,0.000000123398470096623,0.00000262962720191561,0,0,0,0.0000024616003281007,0,0,0,0.0270157899599177,0,0,0,0,0.0000232603215703543,0.000071143924031537,0.00000388861306138279,0,0,0.0000217092652050058,0,0.0000115353196245234,0,0.0000547738197766762,0,0,0.00000389470344703451,0.0000118781568960408,0.00000323786148899646,0.00000670580949823433,0,0,0,0.0000286123781631235,0,0,0,0.0428836438673412,0,0,0,0,0.0762165766630417,0.159776063136596,0.0651607822834209,0,0,0.146932990352267,0,0.0488743408692293,0,0.0646452122203592,0,0,0.0695946455044791,0.0888862424335395,0.0634704925468433,0.0728286226240289,0,0,0,0,0,0,0
"3",2,"female","female_2",2,"0 to 4",0.0285844449330886,72154.8677452871,0,0.000741450293873218,0,0,0,0,0.00000103580635926904,0.0000104672261545495,0.000000144713169062592,0,0,0.000000619560057909886,0,0.00000214606034491763,0,0.0000290682398517443,0,0,0.000000183618950753756,0.00000243208637315493,0.000000120738273695493,0.00000242570122035008,0,0,0,0.0000019259230397058,0,0,0,0.0288559638724,0,0,0,0,0.0000291070092016,0.0000794345653316,0.00000554339653059,0,0,0.0000262893889305,0,0.0000100318629205,0,0.0000480259520871,0,0,0.0000049514859513,0.0000153120533594,0.00000415644168495,0.00000884793242657,0,0,0,0.0000349596071488,0,0,0,0.0440387107492202,0,0,0,0,0.0759491416369615,0.183441871553323,0.0645362605731114,0,0,0.146848871167257,0,0.0495000876032961,0,0.0648945568862723,0,0,0.0684183365557683,0.0875115970873251,0.0629992719501308,0.0714070023375068,0,0,0,0,0,0,0
"4",3,"female","female_3",0,NA,0.0304371057390142,0,0,0.000412707774634089,0,0,0,0,0.000000837734508204087,0.00000709510817996945,0.000000157390365954334,0,0,0.000000389563552737827,0,0.00000187322189942468,0,0.0000167682238220371,0,0,0.000000164964307623343,0.00000217279185783586,0.000000116941595414958,0.00000219726322274789,0,0,0,0.00000145799504935482,0,0,0,0.0308004717615752,0,0,0,0,0.0000366965654551168,0.000088506901646651,0.00000801341592747312,0,0,0.0000321098223874502,0,0.00000871239492004591,0,0.0000420644734599255,0,0,0.00000633915273702266,0.0000199104316073096,0.00000537964275634697,0.0000117960186776376,0,0,0,0.0000430947090742069,0,0,0,0.0450856383456529,0,0,0,0,0.0756549024767326,0.216471902586553,0.0639114965657134,0,0,0.1467262156038,0,0.0500492492551521,0,0.0651416203544702,0,0,0.0671918024916206,0.086103107273869,0.0624695527145127,0.0699607443300233,0,0,0,0,0,0,0
"5",4,"female","female_4",0,NA,0.0324073006909815,0,0,0.000218846513048128,0,0,0,0,0.00000066205406395561,0.00000463433691047845,0.00000016991222763459,0,0,0.000000235692733360059,0,0.00000162903696583084,0,0.00000926121975526598,0,0,0.000000145783282079815,0.00000191238313672008,0.000000112119701482349,0.00000195446781674157,0,0,0,0.00000106799422226338,0,0,0,0.0328536041397876,0,0,0,0,0.0000466121593551367,0.0000984103232723303,0.000011746810107164,0,0,0.0000395564546179105,0,0.00000755609700115243,0,0.0000368036972743521,0,0,0.00000817262156119528,0.000026115045056499,0.00000702026491775089,0.0000158903028602872,0,0,0,0.0000535952356629028,0,0,0,0.0460153320985664,0,0,0,0,0.0753341783229749,0.262555367298215,0.0632866137670415,0,0,0.146565120314895,0,0.0505191125697273,0,0.0653863692953193,0,0,0.0659184776237697,0.0846631048554755,0.061882872683908,0.0684924900363003,0,0,0,0,0,0,0
"6",5,"female","female_5",0,NA,0.0345063804622021,0,0,0.000118896323619074,0,0,0,0,0.000000529298785113006,0.00000308365370739725,0.0000001841123509161,0,0,0.000000145370934969154,0,0.000001419304057036,0,0.00000522748646152289,0,0,0.000000129898110686268,0.00000169579308884859,0.00000010804394126388,0.00000175438187518874,0,0,0,0.000000795305325366219,0,0,0,0.0350555461085882,0,0,0,0,0.0000589861488205346,0.00010953583568118,0.0000170998361690848,0,0,0.000048521676003927,0,0.0000065577596050161,0,0.0000322180449471634,0,0,0.0000104996375658657,0.0000341051098159984,0.00000912366657772869,0.0000212949862237773,0,0,0,0.0000663599431797257,0,0,0,0.0470366672933828,0,0,0,0,0.0750285664622442,0.314110254648298,0.0626708939311558,0,0,0.146423450560607,0,0.051036465010731,0,0.0656336714650986,0,0,0.0647030119550158,0.0832738189859483,0.0613321139287708,0.067080151059408,0,0,0,0,0,0,0
"7",6,"female","female_6",0,NA,0.036747188938959,0,0,0.0000711745083749923,0,0,0,0,0.000000443189948969786,0.0000022097404389069,0.0000002024829306846,0,0,0.0000000968418408666859,0,0.00000124575063274729,0,0.00000321878555793268,0,0,0.000000119621005916345,0.00000154929998756203,0.00000010625299291416,0.00000163311371689576,0,0,0,0.000000632568281302187,0,0,0,0.037456113927256,0,0,0,0,0.0000735375111477469,0.000122427781731835,0.000024207107707517,0,0,0.0000585073110519405,0,0.00000570696810067233,0,0.000028264016523517,0,0,0.0000133020387926451,0.000043774621186604,0.000011664031164014,0.0000279522270029621,0,0,0,0.0000807227933130399,0,0,0,0.0483781328790264,0,0,0,0,0.0747790069263653,0.35572199475691,0.0620732602754069,0,0,0.146358863259795,0,0.0517335602318731,0,0.0658884687465137,0,0,0.0636425589488718,0.0820122012128074,0.0609069698710749,0.0657953619237513,0,0,0,0,0,0,0
"8",7,"female","female_7",7,"5 to 9",0.0391442640585083,75999.7585613481,0,0.0000504897502599709,0,0,0,0,0.000000402366342114171,0.00000180286346912794,0.000000228547524163698,0,0,0.0000000738232392766787,0,0.00000110765964030958,0,0.00000230779044867227,0,0,0.000000116695389778666,0.00000149137342600722,0.000000108273180877815,0.00000162014140847705,0,0,0,0.00000056460649032124,0,0,0,0.0401166960351,0,0,0,0,0.0000893114060536999,0.000137837714259,0.0000326348800811,0,0,0.0000684632211352,0,0.00000499046911169,0,0.0000248880434943,0,0,0.0000164452822757,0.0000545073810574,0.0000144890135517,0.000035383005907,0,0,0,0.0000951983629618,0,0,0,0.0502978214131706,0,0,0,0,0.0746259767970264,0.365958851260269,0.061502297104108,0,0,0.146428997064948,0,0.0527510657110261,0,0.0661557809261369,0,0,0.0628283900478012,0.0809507584952935,0.060695129251792,0.0647044766322335,0,0,0,0,0,0,0
"9",8,"female","female_8",0,NA,0.0416389826955266,0,0,0.0000442670015379432,0,0,0,0,0.000000406007443160589,0.00000172587870954916,0.000000268549716284288,0,0,0.000000066033189371883,0,0.000000998030332344109,0,0.00000200953303902105,0,0,0.000000120230853520552,0.00000150180081512833,0.000000114771889188074,0.00000175177753962366,0,0,0,0.000000585612892515315,0,0,0,0.0430359312405689,0,0,0,0,0.000104735013155775,0.000155779058724582,0.0000416440412694196,0,0,0.0000772721213217267,0,0.00000436566893659955,0,0.0000217748881390618,0,0,0.0000197529214030044,0.0000654958415141946,0.0000174119689766718,0.0000429905116716055,0,0,0,0.00010815972350004,0,0,0,0.0529476688816079,0,0,0,0,0.0746052613208932,0.329932093037856,0.0609369270162709,0,0,0.146668386510218,0,0.0543176136900292,0,0.0664475164503548,0,0,0.0623052295105336,0.0801287002178903,0.0606379372767301,0.0638138614084685,0,0,0,0,0,0,0
"10",9,"female","female_9",0,NA,0.04422684634052,0,0,0.0000456974007091939,0,0,0,0,0.000000444924347301756,0.00000186803379389437,0.000000326068876006331,0,0,0.0000000666873614545744,0,0.000000907899464063698,0,0.00000203470373309738,0,0,0.00000012868839711626,0.00000155858672540799,0.000000125277749032483,0.00000202719804348216,0,0,0,0.000000682963405619759,0,0,0,0.0462109319542854,0,0,0,0,0.000119484009975334,0.000176359526876203,0.0000510053776712186,0,0,0.0000848454783602203,0,0.00000381537941856198,0,0.0000189088851517319,0,0,0.0000232125433871833,0.0000766055954959258,0.0000204100556591391,0.0000506585962025861,0,0,0,0.000119439855179911,0,0,0,0.0562604009876973,0,0,0,0,0.0746893618737171,0.267919265166574,0.0603712093677253,0,0,0.147039194954752,0,0.0563854752152545,0,0.0667606649304179,0,0,0.0620012487799084,0.0794881057626741,0.0606090499146454,0.0630684681415555,0,0,0,0,0,0,0
