"","age","sex","sex_age_cat","age_cat","age_cat_2","pyld_rate","population_number","deaths_rate_adaod","mx","deaths_rate_brsc","deaths_rate_carc","deaths_rate_copd","deaths_rate_cram","deaths_rate_cyri","deaths_rate_dmt2","deaths_rate_dprd","deaths_rate_hanc","deaths_rate_hyhd","deaths_rate_ishd","deaths_rate_lvrc","deaths_rate_lwri","deaths_rate_mltm","deaths_rate_mtri","deaths_rate_mvri","deaths_rate_nvhd","deaths_rate_otri","deaths_rate_pdri","deaths_rate_pr'd","deaths_rate_rdin","deaths_rate_rhhd","deaths_rate_stmc","deaths_rate_strk","deaths_rate_tbalc","deaths_rate_utrc","ylds_rate_adaod","ylds_rate_allc","ylds_rate_brsc","ylds_rate_carc","ylds_rate_copd","ylds_rate_cram","ylds_rate_cyri","ylds_rate_dmt2","ylds_rate_dprd","ylds_rate_hanc","ylds_rate_hyhd","ylds_rate_ishd","ylds_rate_lvrc","ylds_rate_lwri","ylds_rate_mltm","ylds_rate_mtri","ylds_rate_mvri","ylds_rate_nvhd","ylds_rate_otri","ylds_rate_pdri","ylds_rate_pr'd","ylds_rate_rdin","ylds_rate_rhhd","ylds_rate_stmc","ylds_rate_strk","ylds_rate_tbalc","ylds_rate_utrc","dw_adj_adaod","dw_adj_allc","dw_adj_brsc","dw_adj_carc","dw_adj_copd","dw_adj_cram","dw_adj_cyri","dw_adj_dmt2","dw_adj_dprd","dw_adj_hanc","dw_adj_hyhd","dw_adj_ishd","dw_adj_lvrc","dw_adj_lwri","dw_adj_mltm","dw_adj_mtri","dw_adj_mvri","dw_adj_nvhd","dw_adj_otri","dw_adj_pdri","dw_adj_pr'd","dw_adj_rdin","dw_adj_rhhd","dw_adj_stmc","dw_adj_strk","dw_adj_tbalc","dw_adj_utrc","incidence_dprd","case_fatality_stmc","remission_stmc","incidence_stmc","case_fatality_lvrc","remission_lvrc","incidence_lvrc","case_fatality_cram","remission_cram","incidence_cram","case_fatality_mltm","remission_mltm","incidence_mltm","case_fatality_utrc","remission_utrc","incidence_utrc","case_fatality_hanc","remission_hanc","incidence_hanc","case_fatality_rhhd","remission_rhhd","incidence_rhhd","area"
"40",39,"female","female_39",0,NA,0.137689028065817,0,0,0.000875116566989449,0.000124243031484839,0.0000279878450464327,0.00000691019572050543,0.00000821274285168142,0.000000477197233688093,0.00000533734543337487,0,0.00000551847843724829,0.00000270444615942662,0.000035816728874257,0.00000591667529494545,0.0000213673962436716,0.00000191462259832593,0.000000732965530166312,0.00000746567732679599,0.00000226441127503702,0.000000338389501672999,0.00000346320845063913,0.000000174802676845066,0.000012476754351036,0.00000197387157965313,0.000010846840056899,0.0000402590551096417,0.0000253708060161473,0.00000323603987032223,0,0.156725621840755,0.000534116026455365,0.0000626547676372685,0.000758921733071628,0.0000102398013757976,0.000137540679994709,0.00326847179667288,0.0125228440987529,0.0000231779569140844,0.00000560906584956606,0.0000599769338291995,0.00000300295450607247,0.0000147496489131221,0.00000314175120184578,0.0000556758623534948,0.000179410683142683,0.00000611947318654261,0.0000224077259627158,0.0000839914897985411,0.0000165832692853286,0.000479022442670627,0.00000688690111971681,0.00000478877958144807,0.000751459963257512,0.00000951033665449535,0.0000275006194199231,0,0.18223241172064,0.0946103967875246,0.106945388089759,0.0708385845920366,0,0.05402782924116,0.0678376737627262,0.205241335378223,0.0857827503241792,0.107629661783206,0.0146619559917603,0.133351556820136,0.0722635953912578,0.164232127840067,0.0588365401879954,0.0706971692825908,0.00158475589318578,0.053241202435805,0.0568943840027322,0.195339820766735,0.0604277256647919,0.0690950780765957,0.152344076002394,0.160581628994725,0.179580823306536,0.0737500471004913,0.0806963439045717,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"41",40,"female","female_40",0,NA,0.139773598193091,0,0,0.000958833326274444,0.000138654135510394,0.0000316809806421917,0.00000821022223692708,0.00000875022187530337,0.000000482730009898763,0.00000574920173000447,0,0.0000063417195979794,0.00000315354375440139,0.0000409506009789083,0.00000667822891988175,0.0000234634179901354,0.00000225998497358168,0.000000741432128064317,0.00000770848801695881,0.00000249911107685335,0.000000339266798996757,0.0000036688394764772,0.000000270126398063898,0.0000129385021062916,0.00000230624757412112,0.0000122565303093187,0.0000444037010163864,0.0000298356346310602,0.00000375135184407884,0,0.159307895056606,0.000600521639310869,0.000069758908371268,0.000807720585858809,0.00000981938355737027,0.000141287018252235,0.00351274956703902,0.0125785766537343,0.0000253386730732435,0.00000601218731846217,0.000067331312239374,0.00000343694758628086,0.0000155364887205355,0.00000365401992172015,0.0000572556197026839,0.000184030841276312,0.00000702276766606709,0.0000230831434873306,0.0000859954775777691,0.0000191731760159708,0.000491646715450517,0.00000726852440539316,0.00000533445489635167,0.000788919516835009,0.0000109307312649453,0.0000298751744765422,0,0.185637779211815,0.0939718704518478,0.106839116397904,0.0706981036853594,0,0.0542687844070143,0.0686429562462951,0.205691900549602,0.0876347123503655,0.108032453270984,0.0155487541742683,0.133574373565246,0.072389302030464,0.164636736533911,0.0589001175727062,0.0706965204620498,0.00168413888237665,0.0533378478200061,0.0569951781307152,0.196064851088589,0.0605475852501034,0.0683506835393342,0.15397077298117,0.161169927340823,0.183572863123863,0.0737609946100972,0.0809974661627375,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"42",41,"female","female_41",0,NA,0.141675238067205,0,0,0.00104856951070364,0.000153766579143314,0.0000358013873093556,0.00000976794239375467,0.00000930487024392322,0.000000491160973903918,0.00000629615112930776,0,0.0000072773492452905,0.00000365521956446291,0.0000466282868804629,0.00000753371009588877,0.0000256752725308259,0.00000265815320881254,0.000000749931149584328,0.00000795379244195176,0.00000275534949283394,0.000000340864671936587,0.00000387354704554699,0.000000407908054945815,0.0000134065194226601,0.00000267055067039458,0.0000137620477918147,0.0000487875202973381,0.0000350955913739896,0.00000435532808587751,0,0.161727680911116,0.00066989865934366,0.0000773377301509315,0.000869520402261477,0.00000971641578024642,0.000145159488351986,0.00377098251157935,0.0126071870926515,0.0000277311291474607,0.00000659716708581537,0.0000758632066021805,0.0000039005523320559,0.000016403886837415,0.00000425193192573982,0.0000588214175813392,0.000188595513136213,0.00000802892885797022,0.0000237605626800506,0.0000880611083844172,0.000022102691596414,0.000504393677817332,0.00000774355435894317,0.00000591511639217316,0.000827856916141196,0.0000126293669482214,0.0000327137641118615,0,0.18883469892558,0.0933263641426681,0.10676382228069,0.0705469730586637,0,0.0545065607170556,0.0694415336736395,0.206042442566483,0.08950157730479,0.108267469004361,0.0165258523844621,0.134030781598054,0.0724691141356799,0.164958385896113,0.0589589241161338,0.0706953136035896,0.00179205496235097,0.0534156050665717,0.0570791155169839,0.196385338433902,0.0606562194431115,0.0679468289301886,0.155470039461283,0.161455383755587,0.186689016359003,0.0737688775979078,0.0811072493699673,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"43",42,"female","female_42",42,"40 to 44",0.143225158937395,89308.1740340116,0,0.00114542910907281,0.000169784602981299,0.0000404104110317207,0.0000116157701978758,0.00000989975104115256,0.000000504870992463684,0.00000710310065718707,0,0.00000832590986593187,0.00000419433295153001,0.0000530546236712625,0.00000845012804937301,0.0000280031393674432,0.00000313118910727933,0.000000759460271036645,0.00000816993505604391,0.00000301911802957944,0.000000344188254868172,0.00000406567120082952,0.000000581779484883759,0.0000138441257752419,0.00000303166126052183,0.0000153061182438308,0.0000534790053248161,0.0000413405021061453,0.0000050797710325469,0,0.163824776431662,0.000737933046019846,0.0000854281991734518,0.000950899266154614,0.0000100308620048819,0.000149176849833232,0.00404536113871548,0.0126044220957664,0.0000303683481281326,0.00000750357884780588,0.0000858287156876236,0.00000432788972141141,0.0000173449165886289,0.00000499683251064165,0.0000603458013947702,0.000193008767115823,0.00000914599251164639,0.000024435456862706,0.0000901999972745595,0.000025449471390584,0.000517166872481091,0.00000835328661927168,0.00000650078026344887,0.00086757230695285,0.0000147652732122194,0.0000365533084863014,0,0.19159752306686,0.0926609993824579,0.106629136499729,0.0704100705882192,0,0.054728497144494,0.0702294506105798,0.206248884748996,0.0912702604870003,0.108204881442957,0.0175500343895854,0.134868699531343,0.072478286461211,0.165502384083033,0.0590101379414415,0.0706928395465204,0.00191101936172324,0.0534596272296459,0.0571265774944426,0.195996270256761,0.0607383093627707,0.0680850451560824,0.156919516926864,0.160964235261291,0.187981529302818,0.0737820651058819,0.081041066992493,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"44",43,"female","female_43",0,NA,0.144305575751669,0,0,0.00124872005531719,0.000186439385285105,0.0000455661942194558,0.0000137502330389504,0.0000105600617917045,0.00000052727498062885,0.00000841433772451361,0,0.00000948820816247773,0.00000473861597854658,0.0000601914668403345,0.00000937998178814876,0.0000303891768558833,0.00000368951003995914,0.000000773257864969419,0.00000837595314215657,0.00000328009010574658,0.000000356486427344108,0.00000424814714353911,0.000000776554384839466,0.0000142846652946648,0.00000335460226843485,0.0000168065407571246,0.0000583932730321386,0.0000486820010434847,0.00000595092889675914,0,0.165475144351506,0.000802014292549513,0.0000938451384669758,0.00106473250981249,0.0000110031880482717,0.000153387871098606,0.00433844013020903,0.0125595131607059,0.0000332639038722752,0.00000901406477908659,0.0000977737806439975,0.00000464241394375585,0.0000184008771703227,0.00000593985953214027,0.0000617872354560091,0.000197121021605137,0.000010364026564314,0.000025107621316622,0.0000924293131892706,0.0000292536451930438,0.000529841163421862,0.00000917195364595798,0.00000706539484685025,0.000907285666330176,0.0000175410072287677,0.0000417787294434466,0,0.193758973375967,0.0919726485737167,0.106496286570538,0.070287375913861,0,0.0549430284539819,0.0710155165974714,0.206276328307943,0.093000739256137,0.107753255575768,0.0186730202838542,0.136983027957447,0.0723758694273535,0.166183942650837,0.0590521219932548,0.0706584364587823,0.00204374147252118,0.0534593144257556,0.0571436470181955,0.194428843292574,0.060790499470678,0.0690353235888848,0.158244164825374,0.15934432184983,0.186509013623902,0.0738885743052222,0.0807275795102633,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"45",44,"female","female_44",0,NA,0.145013902687608,0,0,0.00135787932453083,0.000203339040839919,0.0000513099507893452,0.0000162223515707734,0.0000112753152528336,0.000000557842408829551,0.0000103747540275286,0,0.0000107817231362861,0.0000052850870903208,0.0000679367353660436,0.0000103402217940488,0.0000328092168385131,0.00000433400800601887,0.000000790857484998436,0.00000859273997173918,0.00000354562515325426,0.00000038098792126707,0.00000442624276340948,0.000000992322853925251,0.000014753139423884,0.00000364443755949887,0.0000182576980275997,0.0000634473118229212,0.0000572669651942076,0.00000698804006083544,0,0.166767586769941,0.000862735923497782,0.00010248062006071,0.00121714789572941,0.0000127309118928973,0.00015779274109168,0.00465003695486063,0.0124755935429581,0.000036455275784554,0.0000113425884841751,0.000112114876728067,0.00000485978714416263,0.0000195977609488371,0.00000709761707579648,0.0000631546400931703,0.00020096853597724,0.0000116816642209353,0.0000257782715645878,0.0000947465332624137,0.000033530907078163,0.000542455837548696,0.0000102294651764938,0.00000761603414386381,0.000947361347625665,0.00002108248017313,0.0000484469884356648,0,0.195442479373333,0.0912704853533237,0.106425311175002,0.0701623300906099,0,0.0551585316515276,0.071801857062257,0.206153724864885,0.09476722983588,0.107002238888271,0.0199458629491243,0.140716928238259,0.0721786588198121,0.166798965712038,0.0590867305068561,0.0705739728526193,0.00219068015986913,0.0534245012947554,0.0571522739603493,0.191908850967119,0.0608228963493194,0.0706877809172589,0.159385268450407,0.156935847614904,0.182918009370474,0.0741115185787351,0.0801590019267976,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"46",45,"female","female_45",0,NA,0.145504383522363,0,0,0.00147483348191204,0.000220650011447927,0.0000576864659813882,0.0000191923737616402,0.0000120130329130671,0.000000592800772628085,0.0000129384038653685,0,0.0000122332277060076,0.0000058675698806568,0.0000765336648070643,0.0000113993625026808,0.0000353312077421494,0.00000508463072071377,0.000000807465161276325,0.00000878643938734816,0.00000382662759510549,0.000000412336007559416,0.00000458921507521042,0.00000123077035733746,0.0000151915572046095,0.00000392108064646036,0.0000197206375282201,0.0000687629757249509,0.0000674664094403556,0.00000822744985829202,0,0.167861662152147,0.000919728067745841,0.000111562240229187,0.00140384865832384,0.000015116611950651,0.000162333558282814,0.00497804209742265,0.012369369079577,0.0000399981524189638,0.0000145348330467597,0.00012887049819191,0.00000504911498138663,0.0000208959468823203,0.0000085051949209032,0.0000644982111737452,0.000204740842389382,0.0000131283051525084,0.0000264445419883246,0.0000971330124439532,0.0000383527948442672,0.00055516583097874,0.0000114983059532121,0.0000081692671806759,0.000988849706828165,0.0000254744382418038,0.0000567906682252459,0,0.196858658605677,0.0905602466998168,0.106324664856449,0.0700348548427548,0,0.0553619556106428,0.0725739053169198,0.205932942262063,0.096465717037716,0.106093778058801,0.0213023620421053,0.145376994056624,0.0719484088257192,0.167478100485596,0.0591163788020353,0.07045755275404,0.00235106146871319,0.0533709998126372,0.0571566144994591,0.189161904042984,0.0608403429658425,0.0726690263000162,0.160450251928189,0.154295436043235,0.178620761170122,0.0743615703592413,0.0794465716076426,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"47",46,"female","female_46",0,NA,0.145935046158659,0,0,0.00160212733939677,0.000238640164293981,0.0000647386898811413,0.0000229099498611584,0.0000127315145912045,0.000000627384980538545,0.0000158594363183697,0,0.0000138784286748337,0.00000653827749517159,0.0000863373012105238,0.0000126557481244782,0.0000380476445015212,0.00000596849592088038,0.000000817896070848259,0.00000892031116402312,0.00000413781322175896,0.000000443520557766561,0.00000472506969239475,0.00000150217058103002,0.0000155352137158464,0.00000421428096893889,0.0000212841324082413,0.0000745087446472669,0.0000798037531235413,0.00000971456969451803,0,0.168922578220468,0.000972930775021674,0.000121412752719352,0.00161453920856862,0.0000179224207604196,0.000166945130977952,0.00531952641967114,0.0122571972360872,0.000043961155012577,0.0000184408690451721,0.000147873920503977,0.00000529488848823508,0.0000222428983320429,0.0000101969807930683,0.0000658729464148907,0.000208643211675646,0.0000147465208001205,0.0000271033670856428,0.0000995680133083328,0.0000438084057930589,0.000568141712494266,0.0000129243256927363,0.00000874861628503725,0.00103299377781925,0.0000307513992940192,0.0000670504077464992,0,0.198226500467312,0.0898475048107359,0.106103200426231,0.0699048728060586,0,0.0555400626832103,0.0733164866984531,0.205665829542553,0.0979849070755207,0.10516645140205,0.0226555372821655,0.15019675148703,0.0717462464526502,0.168354203660701,0.0591434888258109,0.0703272260035666,0.00252360180919439,0.0533145941261538,0.0571608279686903,0.186878628968424,0.0608477016855918,0.0745701479570117,0.1615497907044,0.151948478077981,0.1749335327651,0.0745483915411248,0.0786990355081015,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"48",47,"female","female_47",47,"45 to 49",0.14646619068173,94614.9713881506,0.00000691843543896718,0.00174304986250099,0.000257688983115796,0.0000725062857208698,0.0000277632035262113,0.0000133798917847458,0.000000655681378766946,0.0000185676981118504,0,0.0000157646136098984,0.00000737328209650872,0.000097850394992014,0.0000142490308356669,0.0000410794593322356,0.00000702252418403378,0.000000816804831770393,0.00000895643030586822,0.00000449854265075669,0.000000465317385080374,0.00000482107372318679,0.00000182917366574978,0.0000157153076246727,0.00000456394412145232,0.0000230676763825179,0.0000809079311843933,0.0000950201985390183,0.0000115064032768984,0.000090602043274856,0.170120048941887,0.00102258764762258,0.000132467415154613,0.00182980804522145,0.0000206433132275733,0.000171554550170697,0.00567064551896668,0.012154902262339,0.0000484289581766377,0.0000225212907879532,0.000168684769064847,0.00000569981601409056,0.000023571133665912,0.0000122026699037193,0.000067338685160479,0.000212896957922823,0.0000165957411023655,0.0000277514896053058,0.000102028571468492,0.0000500090854029656,0.000581570254327797,0.0000144137927791917,0.00000938507972992071,0.00108125389255892,0.0000368522585786915,0.0000794430179296072,0.152106737528099,0.199771603557394,0.0891376638658085,0.105670813505407,0.0697723075573571,0,0.0556794732021526,0.0740138637381201,0.205404035492273,0.0992076362698536,0.104354323645418,0.023896134232019,0.154307371334369,0.0716326496618435,0.16956337616021,0.0591704876145982,0.0702009297100181,0.00270638363623093,0.0532710086515606,0.0571690752500581,0.185718780887634,0.0608498442561797,0.0759398964461199,0.162797670885988,0.150390005324421,0.173071952546912,0.0745808548274502,0.0780214377503761,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"49",48,"female","female_48",0,NA,0.147053126735283,0,0.00000856052792170037,0.00189896613543056,0.000277387132421749,0.0000810094316245294,0.0000345178208285828,0.0000138603318617221,0.000000675177677967708,0.0000204783428944156,0,0.0000179744504874103,0.0000084604379909383,0.000111767424855674,0.000016381881287368,0.00004442910680263,0.00000831793047066414,0.000000798499219662085,0.0000088412498885529,0.00000492245247918475,0.000000472543624274153,0.00000484623429289173,0.00000221610266742982,0.0000156346062024299,0.00000498798843684041,0.0000250927781514362,0.0000881502296119198,0.000114670978167431,0.0000137307794254494,0.000116823028735192,0.171417988867663,0.00106298080059031,0.000144984743101369,0.00204349351426135,0.0000230780747853852,0.00017615914248099,0.00603198743525488,0.0120622629747632,0.0000535887534962373,0.0000264267395295828,0.000191198528550499,0.00000635673854076317,0.0000248622321462468,0.0000146233462882354,0.0000689192242426129,0.000217680561849051,0.0000186565723659288,0.0000283916540682396,0.000104497331744281,0.0000570854902990326,0.000595640928729557,0.0000159445482792403,0.0000100715963029938,0.0011342334451135,0.0000439393832811901,0.0000953083646843485,0.150216702680991,0.201441356411477,0.0884182218047136,0.104913441097957,0.0696355941053948,0,0.055758872827037,0.0746584427433867,0.205132736824196,0.0999798494941629,0.103558619284106,0.024971288641484,0.157515663071434,0.0716254289713675,0.171104378664374,0.0591994020757385,0.070072035175331,0.00290150213233113,0.0532397102289857,0.0571933847091335,0.185442926430217,0.0608409862382515,0.0767343726329033,0.164268163762734,0.14965819320348,0.172605754335478,0.0743740883776476,0.0774125827738419,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0212090549440389,0.0223481545352557,0.000000055114043378716,0.0903225401343613,0,0.00000502807855870277,0.000587786751950431,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"50",49,"female","female_49",0,NA,0.14758836142849,0,0.00000996239355278173,0.00206979938918039,0.000297310809696453,0.000090304125733252,0.0000438496265435261,0.0000141823661838583,0.000000688926609482291,0.0000216866213517764,0,0.0000205522265247743,0.00000982344220098721,0.000128383663952098,0.0000191425902218635,0.0000480517318879962,0.00000990618210595134,0.000000767306116130202,0.00000860296456493269,0.00000540866361520447,0.00000047035371707677,0.00000480607678387912,0.00000264691835420719,0.0000153372323582582,0.00000546983719588277,0.0000273058327130037,0.0000962108876432796,0.000140023091423801,0.0000165050766289606,0.000142413814345969,0.172703120796003,0.00109190906004071,0.000158886370071425,0.00226655856580712,0.000025503219359278,0.00018080204825362,0.00640523157611078,0.0119687893135316,0.0000595392256152733,0.0000303590077366025,0.000215932834826307,0.00000726269949402137,0.0000261504770460889,0.0000175762855418162,0.000070579773607294,0.000222874370548394,0.0000209168223061915,0.0000290239037317327,0.000106988478056071,0.0000651287951316979,0.000610257433868207,0.000017586290129864,0.000010788478814326,0.0011914673684915,0.0000523431696598379,0.000116060257917711,0.14775340947799,0.203084860119268,0.0876860544383673,0.103897612600176,0.0694948184263775,0,0.0557867731816704,0.0752586750919574,0.20481775099379,0.100363488114105,0.102691426284568,0.0259233394127346,0.160364382561691,0.071684020647336,0.172895588380825,0.0592286129968993,0.0699286950827046,0.00311191843465674,0.0532102098915344,0.0572356011945535,0.185312059429257,0.0608178836533862,0.0772335034698582,0.165890187847302,0.14940424170615,0.172301018714365,0.0739899715679061,0.076802667018583,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0216087993899166,0.0223481545352557,0.000000176108405323462,0.0903225401377589,0,0.00000792134002313248,0.000589269548701123,0.0809143869390844,0.00000537577807962007,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"51",50,"female","female_50",0,NA,0.148140460875354,0,0.0000111997802129018,0.00225755882048949,0.000318039373057898,0.000100496765940311,0.0000560234201746201,0.0000144634778476673,0.000000698888388853003,0.0000225135820342023,0,0.0000234782056829765,0.0000114488083018478,0.000147601427364665,0.0000225014270168249,0.0000520381329782098,0.0000117858265313602,0.000000732597663271179,0.00000832500483874823,0.0000059580408837484,0.000000464163712997454,0.00000474366127058279,0.00000312966800408384,0.000014965853942566,0.00000600459129146876,0.0000297473122124944,0.000105006834049137,0.000171227006803697,0.0000198556375832222,0.000167411319189,0.1740342170516,0.0011160108733065,0.000174179030736461,0.00249697005248418,0.0000278978236746885,0.000185472521973777,0.00678689000769036,0.0118744971545484,0.0000662072065362176,0.0000342395827541529,0.000243170569615692,0.00000838381080112071,0.0000274367582228297,0.0000210851554609478,0.0000722943156866109,0.000228250393261861,0.0000234928272325801,0.0000296403588658893,0.000109526335064774,0.0000742009288725183,0.000625172566149503,0.0000193492211384804,0.0000115583156814783,0.00125297803175858,0.0000620947386928314,0.000141539160174086,0.145184356799998,0.204787527901346,0.0869600454004504,0.102802161798489,0.0693523674647105,0,0.0557946329479455,0.0758227948844211,0.204481413696567,0.100568578305204,0.101896500937933,0.0267761176523254,0.163028935849454,0.071781173125247,0.174957345725939,0.0592550772065537,0.0697808685052691,0.00333599435534605,0.0531832565654875,0.0572846010493404,0.185228570485558,0.0607892201496899,0.0774513407598717,0.16755933251143,0.149532959449329,0.172135775976942,0.0735566893190628,0.0761910593968273,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0222888314034379,0.0223481545352557,0.000000536225143832286,0.0903225401433118,0,0.00001230826022922,0.000597840594674133,0.0738258101820693,0.0000140232830863633,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
"52",51,"female","female_51",0,NA,0.148779044552874,0,0.0000124925223759354,0.00246459657606852,0.00034033667269052,0.000111719625715222,0.0000708576890619696,0.0000148333992553056,0.00000070725006615044,0.0000233909678600971,0,0.0000266959574388619,0.0000132852431163281,0.000169044883329218,0.0000263333312049714,0.0000565038662747504,0.000013917788551134,0.000000702473333681685,0.0000080829312639391,0.00000656944030983195,0.000000459362577429464,0.00000470093561111594,0.00000367836119843825,0.00001465375505422,0.00000658337874000545,0.0000324675496174765,0.000114400421645285,0.000207533984427768,0.0000237504176021473,0.000193554118672113,0.175471886558454,0.00114276261976106,0.000190828734406352,0.00273236796332503,0.0000302503333617972,0.000190158937091688,0.00717271278437843,0.0117794029112413,0.0000734499425709382,0.0000380162676324576,0.00027327143798594,0.00000964392855909276,0.0000287232440544878,0.0000251233082755353,0.0000740341216435442,0.00023355786848404,0.0000265520266091641,0.0000302325904125686,0.000112137576021915,0.0000843437943269089,0.000640113696901871,0.0000212460968021407,0.0000124100119922476,0.00131875167462103,0.0000731157309034569,0.000170558593919129,0.142948196368465,0.206637680145228,0.0862584632258898,0.101799362086108,0.0692106090787883,0,0.0558139906365415,0.0763593770029095,0.204145928717085,0.100809062273791,0.101313315224576,0.0275601085280052,0.1656988850172,0.0718895885123344,0.177311822246817,0.0592757463526535,0.0696384344164576,0.00357136480019971,0.0531595979571235,0.0573292296477951,0.185095162913228,0.0607636673761605,0.0774053774469907,0.169167026546158,0.149952311641117,0.172088513347764,0.0731999524148008,0.075577151774722,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0229045461014664,0.0223481545352557,0.00000149072572682409,0.0903225401523824,0,0.0000184206583763415,0.000607817074497949,0.0679973822488868,0.0000321864305953289,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,"westmidlands"
