"","age","sex","sex_age_cat","age_cat","age_cat_2","pyld_rate","population_number","deaths_rate_adaod","mx","deaths_rate_brsc","deaths_rate_carc","deaths_rate_copd","deaths_rate_cram","deaths_rate_cyri","deaths_rate_dmt2","deaths_rate_dprd","deaths_rate_hanc","deaths_rate_hyhd","deaths_rate_ishd","deaths_rate_lvrc","deaths_rate_lwri","deaths_rate_mltm","deaths_rate_mtri","deaths_rate_mvri","deaths_rate_nvhd","deaths_rate_otri","deaths_rate_pdri","deaths_rate_pr'd","deaths_rate_rdin","deaths_rate_rhhd","deaths_rate_stmc","deaths_rate_strk","deaths_rate_tbalc","deaths_rate_utrc","ylds_rate_adaod","ylds_rate_allc","ylds_rate_brsc","ylds_rate_carc","ylds_rate_copd","ylds_rate_cram","ylds_rate_cyri","ylds_rate_dmt2","ylds_rate_dprd","ylds_rate_hanc","ylds_rate_hyhd","ylds_rate_ishd","ylds_rate_lvrc","ylds_rate_lwri","ylds_rate_mltm","ylds_rate_mtri","ylds_rate_mvri","ylds_rate_nvhd","ylds_rate_otri","ylds_rate_pdri","ylds_rate_pr'd","ylds_rate_rdin","ylds_rate_rhhd","ylds_rate_stmc","ylds_rate_strk","ylds_rate_tbalc","ylds_rate_utrc","dw_adj_adaod","dw_adj_allc","dw_adj_brsc","dw_adj_carc","dw_adj_copd","dw_adj_cram","dw_adj_cyri","dw_adj_dmt2","dw_adj_dprd","dw_adj_hanc","dw_adj_hyhd","dw_adj_ishd","dw_adj_lvrc","dw_adj_lwri","dw_adj_mltm","dw_adj_mtri","dw_adj_mvri","dw_adj_nvhd","dw_adj_otri","dw_adj_pdri","dw_adj_pr'd","dw_adj_rdin","dw_adj_rhhd","dw_adj_stmc","dw_adj_strk","dw_adj_tbalc","dw_adj_utrc","incidence_dprd","case_fatality_strk","remission_strk","incidence_strk","case_fatality_tbalc","remission_tbalc","incidence_tbalc","case_fatality_carc","remission_carc","incidence_carc","case_fatality_adaod","remission_adaod","incidence_adaod","case_fatality_dmt2","remission_dmt2","incidence_dmt2","case_fatality_pr'd","remission_pr'd","incidence_pr'd","case_fatality_nvhd","remission_nvhd","incidence_nvhd","incidence_ishd","case_fatality_ishd","remission_ishd","incidence_brsc","case_fatality_brsc","remission_brsc","incidence_copd","case_fatality_copd","remission_copd","case_fatality_stmc","remission_stmc","incidence_stmc","case_fatality_lvrc","remission_lvrc","incidence_lvrc","case_fatality_cram","remission_cram","incidence_cram","case_fatality_mltm","remission_mltm","incidence_mltm","case_fatality_utrc","remission_utrc","incidence_utrc","case_fatality_hanc","remission_hanc","incidence_hanc","case_fatality_rhhd","remission_rhhd","incidence_rhhd","remission_dprd","case_fatality_dprd","area"
"1",0,"female","female_0",0,NA,0.026067201165515,0,0,0.00248550128367097,0,0,0.000000466018736821372,0.0000113312367725664,0.000000114015923429466,0,0,0,0,0,0.00000136023476652886,0.0000711942597769719,0,0.000000221826263851696,0.00000259672003692412,0,0.000000228430022555891,0.00000243432210548274,0,0.00000549120090115599,0.000000202963948007388,0,0.00000226921670337614,0,0,0,0.0260903416936054,0,0,0.0000185094440452262,0.0000108247870693528,0.00000369860869057125,0,0.000000380773056383851,0,0,0,0.000000398006707261917,0.0000858002905104993,0,0.000000993752843901375,0.00000331893699929857,0,0.000000481090504759808,0.00000106219291252659,0,0.00000953197218480152,0.000000682469730808001,0,0.0000289493790290245,0,0,0,0.0411242063418811,0,0,0.0707294290956275,0,0.0565584455453273,0,0,0,0,0,0.0984182623268254,0.0641850751458641,0,0.0641243977623864,0.0926819848214277,0,0.0617370941976368,0.0767949206044211,0,0.069080928805523,0.0583678123255766,0,0.746320115122518,0,0,0.00000586886480335957,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"2",1,"female","female_1",0,NA,0.0272645264405618,0,0,0.00149486984919434,0,0,0.000000437918341336873,0.00000776815744655306,0.000000135011086329279,0,0,0,0,0,0.000001236637644833,0.0000451282385716251,0,0.000000208909981165821,0.00000245397883873373,0,0.000000212417230948191,0.00000248181253910721,0,0.00000544715308232948,0.000000184556539697932,0,0.00000192852492783144,0,0,0,0.0273609652726712,0,0,0.0000230194971109292,0.0000113638359099966,0.00000474441960991657,0,0.00000100218759248577,0,0,0,0.000000435822170853998,0.000069268319085157,0,0.0000012424517350211,0.00000418886708254619,0,0.000000605612452566474,0.00000141565468568065,0,0.0000121845329063012,0.000000808470425192938,0,0.0000360606183836359,0,0,0,0.0420103516260449,0,0,0.0705438851086607,0,0.0561129443099678,0,0,0,0,0,0.101431165754027,0.0644129609713999,0,0.0630728102591712,0.0911250477777259,0,0.0608822039454521,0.0752105752147429,0,0.0681479122046122,0.0585039162657074,0,0.639673467770042,0,0,0.0000143892160380404,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"3",2,"female","female_2",2,"0 to 4",0.0285168475628867,73084.8974184789,0,0.000899068481964274,0,0,0.000000411512367479648,0.00000532547958582374,0.000000159872348383764,0,0,0,0,0,0.00000112427112013951,0.0000286056477440368,0,0.000000196745775152585,0.00000231908409659986,0,0.000000197526925308852,0.00000253022944884624,0,0.0000054034585942913,0.000000167818554377127,0,0.0000016389833512744,0,0,0,0.0286934693858686,0,0,0.0000286284799232933,0.0000119297281103054,0.00000608594185493148,0,0.00000263773907763034,0,0,0,0.000000477230562054064,0.0000559217224130025,0,0.00000155339058733818,0.00000528681545896995,0,0.000000762364750654754,0.00000188673654799915,0,0.0000155752491998935,0.000000957733946145566,0,0.0000449186905496826,0,0,0,0.0429155915878814,0,0,0.0703588278578593,0,0.055670952211905,0,0,0,0,0,0.104536303964154,0.0646416558939004,0,0.0620384679280824,0.0895942652554526,0,0.0600391515899611,0.0736589162357549,0,0.0672274970552544,0.0586403375773788,0,0.54826626949721,0,0,0.0000352793163800391,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"4",3,"female","female_3",0,NA,0.0297252931976198,0,0,0.000516371946470495,0,0,0.000000382811062551927,0.00000352142554223747,0.000000189745846104249,0,0,0,0,0,0.00000101068964578345,0.0000174389746313305,0,0.000000181574278784194,0.00000216578862531416,0,0.000000180234243375261,0.00000256276676675682,0,0.00000531131702566275,0.000000151088649589418,0,0.0000013602928298355,0,0,0,0.0299704380820654,0,0,0.0000359442559951225,0.0000126179506689938,0.0000078797548947833,0,0.00000722697402384366,0,0,0,0.000000524826120226292,0.0000448358546151474,0,0.00000195387439615019,0.00000671371941017334,0,0.000000965787318620361,0.00000253629092804684,0,0.000020062259202595,0.00000114581716197328,0,0.0000565012921030009,0,0,0,0.0436573131755969,0,0,0.0701604136875548,0,0.0551824891943024,0,0,0,0,0,0.107976319150352,0.0648563241925731,0,0.0609357559964871,0.0880091377778733,0,0.059163072673064,0.0720895109859396,0,0.0662583832483377,0.0588018826785163,0,0.465015886880199,0,0,0.0000897356054517339,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"5",4,"female","female_4",0,NA,0.0308796136124839,0,0,0.000283212868302327,0,0,0.000000352531475127609,0.00000224593600093734,0.000000225718003331027,0,0,0,0,0,0.000000898426902418576,0.0000102248244728841,0,0.000000164212392119497,0.00000199880085143752,0,0.0000001613699838285,0.00000257879314334693,0,0.00000517321789046102,0.000000134680596284208,0,0.00000110255143125972,0,0,0,0.0311789510174965,0,0,0.000045560602696562,0.0000134462069784098,0.000010297642770997,0,0.0000206121361616833,0,0,0,0.000000579656752019819,0.0000357000962839053,0,0.00000247244958484037,0.00000857834850675011,0,0.00000123126311393013,0.00000343890951593034,0,0.0000260401441904395,0.00000138444422208593,0,0.0000717673725241459,0,0,0,0.044226443665434,0,0,0.0699487584315759,0,0.0546488426573367,0,0,0,0,0,0.111777797983357,0.0650568209171619,0,0.05976894636836,0.0863734826383109,0,0.0582557622999408,0.0705048795163142,0,0.0652430464777306,0.0589887573228007,0,0.390289731272239,0,0,0.00023679418984356,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"6",5,"female","female_5",0,NA,0.0321334258214694,0,0,0.000158954595082711,0,0,0.000000326291230272207,0.00000145853448840416,0.000000268202377061001,0,0,0,0,0,0.000000803135077570947,0.00000611304930751899,0,0.000000150022425883696,0.00000185564988830423,0,0.000000145854885755227,0.00000260342341875402,0,0.00000506180303971353,0.000000120652842467481,0,0.00000090429684371615,0,0,0,0.0325012989335954,0,0,0.0000574758028227183,0.0000142752727635344,0.000013395003563474,0,0.0000576193808650618,0,0,0,0.000000638840181489844,0.0000285242222352008,0,0.00000311925465959778,0.0000109271889654277,0,0.00000156474978237789,0.00000464275206886023,0,0.0000336703456730155,0.0000016645266553167,0,0.0000907145657910651,0,0,0,0.0448968090661507,0,0,0.0697446208373951,0,0.0541448467246441,0,0,0,0,0,0.115584541404208,0.0652654022696494,0,0.0586655123497232,0.0848067734457271,0,0.0573840321323265,0.0689788738554637,0,0.0642728971777743,0.0591637427476457,0,0.32929483843995,0,0,0.000613474453611492,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"7",6,"female","female_6",0,NA,0.0336666609802073,0,0,0.0000978300419595607,0,0,0.000000308169208361118,0.00000101811741772058,0.00000031722619739946,0,0,0,0,0,0.000000734273917312602,0.00000395119464522039,0,0.000000142725333180026,0.00000176406580202844,0,0.000000136921081255888,0.00000266291078071807,0,0.00000504421297580248,0.000000110257319799038,0,0.000000777689095340828,0,0,0,0.0341525531581657,0,0,0.0000711415179369742,0.0000149301325434842,0.0000171028087102356,0,0.00014863821277904,0,0,0,0.000000698034713629677,0.000023107884641522,0,0.00000388816386457838,0.000013748974064365,0,0.00000196353013594649,0.00000616115998898025,0,0.0000428760073479202,0.00000196212489663086,0,0.000112448134840964,0,0,0,0.045960284239747,0,0,0.0695685220757381,0,0.0537426650214809,0,0,0,0,0,0.118990599183717,0.065504615914413,0,0.0577438347380428,0.0834200466200245,0,0.0566107938809861,0.0675790907321417,0,0.0634340603837018,0.0592891930805661,0,0.283724329165141,0,0,0.00147672186843881,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"8",7,"female","female_7",7,"5 to 9",0.035695978441999,75337.2347907283,0,0.0000707521638486625,0,0,0.000000301530797126694,0.00000080642177981649,0.000000372214226085416,0,0,0,0,0,0.000000698254936344019,0.00000292731059690391,0,0.000000145759389930197,0.00000174801405058844,0,0.000000137343814784617,0.00000278685622760191,0,0.00000519018770899059,0.000000104326024828685,0,0.000000726642788774322,0,0,0,0.0363949647206067,0,0,0.0000851746927790786,0.0000152110258604234,0.0000211373885784704,0,0.000333154659632507,0,0,0,0.00000075131643953968,0.0000191782948868132,0,0.00000474554811514116,0.0000169309765323569,0,0.00000240992131838521,0.00000793379399711044,0,0.000053157628541464,0.00000223433659131644,0,0.000134709019421781,0,0,0,0.0477429267509754,0,0,0.0694407980735855,0,0.0535126689347354,0,0,0,0,0,0.12154742453629,0.0657973678616161,0,0.0571156963554699,0.0823175485308482,0,0.0559957997621106,0.0663677962401851,0,0.0628085659940317,0.0593272306713289,0,0.253604806478798,0,0,0.00312561369381268,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"9",8,"female","female_8",0,NA,0.0384538272879435,0,0,0.000062830594810159,0,0,0.000000306805584826634,0.000000752075287838133,0.000000435855317935565,0,0,0,0,0,0.000000701703880220532,0.00000258683532100721,0,0.00000016178524473022,0.0000017925057148928,0,0.00000015057479411968,0.00000301622912395565,0,0.00000552548074087479,0.000000103002080272519,0,0.000000755304695199619,0,0,0,0.0395192335186879,0,0,0.0000978788822230019,0.0000148874291919925,0.0000251470830905936,0,0.00063729848252278,0,0,0,0.00000079883076293917,0.0000163222664730889,0,0.00000565002627029089,0.0000203398156938858,0,0.00000288554419357108,0.00000988179583944437,0,0.0000639029029835273,0.00000243481574960207,0,0.000154983838376817,0,0,0,0.0505051832305019,0,0,0.0693672966152189,0,0.0534153912510163,0,0,0,0,0,0.123307999837285,0.0661627153072373,0,0.0568424741990471,0.0815538027110689,0,0.055561431816621,0.0653566521890638,0,0.0624324862795193,0.0591966522381424,0,0.238014649102072,0,0,0.00573499230278868,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
"10",9,"female","female_9",0,NA,0.041945170634522,0,0,0.0000654254998430654,0,0,0.000000321362967341774,0.00000079655204688419,0.000000510519328549668,0,0,0,0,0,0.000000736878459795621,0.00000262237087273266,0,0.000000191254145586947,0.0000018798169303613,0,0.000000177041173654964,0.00000335400847841644,0,0.00000603090626115095,0.00000010506275076333,0,0.000000852939525804715,0,0,0,0.04354950133478,0,0,0.00010899012623309,0.0000141026251820214,0.0000290680901268725,0,0.00108308689473059,0,0,0,0.000000842637831728387,0.0000141472043945396,0,0.00000660163711803039,0.0000239848371173431,0,0.00000339205472874243,0.0000120077388144615,0,0.0000750581783923462,0.00000256430016332953,0,0.000172925422012023,0,0,0,0.0541809426112334,0,0,0.0693341665041182,0,0.0533573901656512,0,0,0,0,0,0.12451302420315,0.0665866172016905,0,0.056839515915208,0.0810458726015412,0,0.0552618182537982,0.0644926002120571,0,0.0622439684109745,0.0589234269123341,0,0.232101673165752,0,0,0.00946352491563675,0.000243509697785259,0,0.000104900316890284,0.282348841193931,0.0259011622512724,0.0000331663630195191,0.00657692376705543,0.0966331207100444,0.0000612085221406797,0.000329131713554224,0,0.0000615164755121107,0.0000207907483654485,0,0.00137501973287026,0.00166572954948933,0,0.00000408912545416365,0.000135417025962977,0,0.0000844052351833606,0.0000518143653507035,0.000145798095099733,0,0.00037920110374801,0.0359419825129488,0.181028020994767,0.000351488677144099,0.0000998236098687846,0,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"leeds"
