"","age","sex","sex_age_cat","age_cat","age_cat_2","pyld_rate","population_number","deaths_rate_adaod","mx","deaths_rate_brsc","deaths_rate_carc","deaths_rate_copd","deaths_rate_cram","deaths_rate_cyri","deaths_rate_dmt2","deaths_rate_dprd","deaths_rate_hanc","deaths_rate_hyhd","deaths_rate_ishd","deaths_rate_lvrc","deaths_rate_lwri","deaths_rate_mltm","deaths_rate_mtri","deaths_rate_mvri","deaths_rate_nvhd","deaths_rate_otri","deaths_rate_pdri","deaths_rate_pr'd","deaths_rate_rdin","deaths_rate_rhhd","deaths_rate_stmc","deaths_rate_strk","deaths_rate_tbalc","deaths_rate_utrc","ylds_rate_adaod","ylds_rate_allc","ylds_rate_brsc","ylds_rate_carc","ylds_rate_copd","ylds_rate_cram","ylds_rate_cyri","ylds_rate_dmt2","ylds_rate_dprd","ylds_rate_hanc","ylds_rate_hyhd","ylds_rate_ishd","ylds_rate_lvrc","ylds_rate_lwri","ylds_rate_mltm","ylds_rate_mtri","ylds_rate_mvri","ylds_rate_nvhd","ylds_rate_otri","ylds_rate_pdri","ylds_rate_pr'd","ylds_rate_rdin","ylds_rate_rhhd","ylds_rate_stmc","ylds_rate_strk","ylds_rate_tbalc","ylds_rate_utrc","dw_adj_adaod","dw_adj_allc","dw_adj_brsc","dw_adj_carc","dw_adj_copd","dw_adj_cram","dw_adj_cyri","dw_adj_dmt2","dw_adj_dprd","dw_adj_hanc","dw_adj_hyhd","dw_adj_ishd","dw_adj_lvrc","dw_adj_lwri","dw_adj_mltm","dw_adj_mtri","dw_adj_mvri","dw_adj_nvhd","dw_adj_otri","dw_adj_pdri","dw_adj_pr'd","dw_adj_rdin","dw_adj_rhhd","dw_adj_stmc","dw_adj_strk","dw_adj_tbalc","dw_adj_utrc","incidence_dprd","case_fatality_stmc","remission_stmc","incidence_stmc","case_fatality_lvrc","remission_lvrc","incidence_lvrc","case_fatality_cram","remission_cram","incidence_cram","case_fatality_mltm","remission_mltm","incidence_mltm","case_fatality_utrc","remission_utrc","incidence_utrc","case_fatality_hanc","remission_hanc","incidence_hanc","case_fatality_rhhd","remission_rhhd","incidence_rhhd","remission_dprd","case_fatality_dprd","area"
"1",0,"female","female_0",0,NA,0.02707294358641,0,0,0.00245906477456506,0,0,0.000000760556238820354,0.0000148910715631755,0.000000142044545375205,0,0,0,0,0,0.00000105145772643436,0.0000811819601667814,0,0.000000235661148946636,0.00000268612158544623,0,0.000000235346464907339,0.00000305142698761082,0,0.00000626450980339545,0.000000258523016040037,0,0.00000268426187930442,0,0,0,0.0270978275708401,0,0,0.0000185356444496548,0.0000117309732236836,0.00000363622838676802,0,0.000000379265268773373,0,0,0,0.00000046520696783754,0.000088243743703224,0,0.00000098578065379336,0.00000333835730401476,0,0.000000472036862044978,0.00000106069755911622,0,0.00000947081150360724,0.000000678466395007743,0,0.0000297547771972366,0,0,0,0.0414475723700189,0,0,0.0705084714504946,0,0.0564195306326545,0,0,0,0,0,0.083597475535064,0.0640236025698599,0,0.0640929463387933,0.0926209749748683,0,0.061617245558823,0.0766822684536831,0,0.0691140852172836,0.0580677216728907,0,0.761630739940253,0,0,0.00000586641945073688,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"2",1,"female","female_1",0,NA,0.0283025578299796,0,0,0.00149196979044888,0,0,0.000000686876998950906,0.0000100573347171436,0.000000164012415175825,0,0,0,0,0,0.000000993424413140601,0.000050851182454977,0,0.000000211858254646848,0.0000025340144532327,0,0.000000211998247490651,0.00000300597388985392,0,0.00000609111634401114,0.000000228955522153855,0,0.00000223391164966042,0,0,0,0.0284014220893488,0,0,0.0000230860080729721,0.0000122948328366807,0.00000466483571774382,0,0.000000999987137749555,0,0,0,0.000000498992159968247,0.0000709438299783719,0,0.00000123161345372889,0.00000420886538259041,0,0.000000594524549752084,0.00000141164916209237,0,0.0000120992058006161,0.000000804025168329968,0,0.0000369944819445667,0,0,0,0.042385085008671,0,0,0.0704100707353811,0,0.0559940039471599,0,0,0,0,0,0.0887345345306454,0.0642808095210834,0,0.0630362367971508,0.0910618632288116,0,0.0607835872553501,0.075088879700824,0,0.0681798122257118,0.0581851467822248,0,0.651200569937738,0,0,0.0000143822371985611,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"3",2,"female","female_2",2,"0 to 4",0.0295880193877936,89404.8407527445,0,0.000905211557920755,0,0,0.000000620335469760368,0.00000679265969433639,0.000000189377721339117,0,0,0,0,0,0.000000938594143932383,0.0000318524306601734,0,0.000000190459565620519,0.00000239052069868441,0,0.00000019096635658752,0.00000296119784716145,0,0.00000592252218939302,0.000000202769687309488,0,0.00000185911862660051,0,0,0,0.0297677285970102,0,0,0.0000287534523114602,0.0000128857948611408,0.000005984412957317,0,0.00000263660914403969,0,0,0,0.000000535230967986553,0.0000570355109697851,0,0.00000153875174316819,0.00000530636663351289,0,0.000000748796267153049,0.00000187871965925564,0,0.0000154570472604068,0.000000952820178073309,0,0.0000459956962633206,0,0,0,0.0433438034718715,0,0,0.070311807347039,0,0.0555716866637648,0,0,0,0,0,0.0941872654404225,0.0645390497696083,0,0.0619969493763372,0.0895289963958251,0,0.0599612080371503,0.0735286001369461,0,0.0672581685848727,0.0583028093497525,0,0.556781862980609,0,0,0.0000352597949349994,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"4",3,"female","female_3",0,NA,0.0308288577526428,0,0,0.000526825344508921,0,0,0.000000555130466359225,0.00000443473194935701,0.000000219115996315739,0,0,0,0,0,0.000000880868206273845,0.0000186857110506328,0,0.00000016844533956167,0.00000223609344071738,0,0.000000169820114846002,0.00000290393266104439,0,0.00000572315086195589,0.000000177898368988375,0,0.00000151516270759988,0,0,0,0.0310774751715666,0,0,0.0000361607035676922,0.0000136050188434454,0.00000774733286571524,0,0.00000723859110932564,0,0,0,0.000000575820239781191,0.0000455171641986207,0,0.00000193382285740029,0.00000672977438882803,0,0.000000948947120036052,0.00000252098478927695,0,0.0000198934387415969,0.00000114029317946968,0,0.0000577330690036267,0,0,0,0.0441367376522086,0,0,0.0702107718007956,0,0.05509760839197,0,0,0,0,0,0.100496013301203,0.0647810885279494,0,0.060887726494087,0.0879417834656184,0,0.0591042111976125,0.0719456381583195,0,0.0662626583198031,0.0584421450571284,0,0.471019152891344,0,0,0.0000896737584527079,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"5",4,"female","female_4",0,NA,0.0320147639659582,0,0,0.000294109963760481,0,0,0.000000492248407017917,0.00000279875869573024,0.000000254045973292767,0,0,0,0,0,0.000000821171962595683,0.0000102660223540231,0,0.000000146559515525645,0.00000207396491532693,0,0.000000149083326458624,0.00000283493139222772,0,0.00000549645133838993,0.000000154617243895022,0,0.00000120926784344648,0,0,0,0.0323176801514372,0,0,0.0000459186879370041,0.0000144705964292626,0.000010121114492061,0,0.0000206928012939541,0,0,0,0.000000621342127498252,0.0000360582139563961,0,0.00000244466197910387,0.0000085856818276028,0,0.00000121005418161152,0.00000341076274646062,0,0.0000257932960122453,0.00000137811794045456,0,0.0000731575733582219,0,0,0,0.0447540858794143,0,0,0.0701069764469111,0,0.0545731512807724,0,0,0,0,0,0.107786063652325,0.0650067360107632,0,0.0597129589464101,0.0863040527939194,0,0.0582144075683541,0.0703428789482192,0,0.065196946057988,0.0586033080699685,0,0.394253206095184,0,0,0.00023658282756617,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"6",5,"female","female_5",0,NA,0.0333017847288608,0,0,0.000167644597025106,0,0,0.000000438493512128853,0.0000017965042758694,0.000000294241570596765,0,0,0,0,0,0.000000768090244235439,0.00000582816742108179,0,0.000000128564077017885,0.00000193177194120297,0,0.000000131724081986722,0.00000277383176406447,0,0.0000052950520411524,0.000000135016042974243,0,0.000000975281992461048,0,0,0,0.0336734348632872,0,0,0.0000580282144318968,0.0000153346561024458,0.0000131622983056547,0,0.0000579703675737018,0,0,0,0.000000669461464913261,0.0000286703931718381,0,0.00000308137069733284,0.0000109210289534083,0,0.00000153824456695068,0.00000459564291454136,0,0.0000333193864798748,0.00000165738768211868,0,0.0000922635877443355,0,0,0,0.0454763423365343,0,0,0.0700047848715362,0,0.0540806321642552,0,0,0,0,0,0.115304915965099,0.0652418485195771,0,0.058602713842681,0.084735408519257,0,0.0573601840532815,0.0688021578703364,0,0.0641901456152947,0.0587541377326978,0,0.331757164649578,0,0,0.000612822829875047,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"7",6,"female","female_6",0,NA,0.0348724171935265,0,0,0.000103852359460311,0,0,0.000000397832636949272,0.00000123409879014356,0.000000339398310111901,0,0,0,0,0,0.000000728132170063408,0.00000377233956194539,0,0.000000116527285660231,0.00000183013137021546,0,0.000000119422438253618,0.00000273869639703031,0,0.000005164409680983,0.000000120137550069304,0,0.000000820192481725215,0,0,0,0.035362732871238,0,0,0.0000719246072105182,0.0000160126404084696,0.0000168090898986546,0,0.000149788654092641,0,0,0,0.000000717008004424292,0.0000231347482348028,0,0.00000383849591728245,0.000013728094491458,0,0.00000193142138740388,0.00000609108922709583,0,0.0000424091764880426,0.00000195448917509535,0,0.000114168681620055,0,0,0,0.0466036424586626,0,0,0.0699085354346105,0,0.0536995018398974,0,0,0,0,0,0.122072761679359,0.065512664694197,0,0.0576777183603383,0.0833469913078475,0,0.0566060147981978,0.0673983063269422,0,0.063363667618109,0.0588621533236207,0,0.285166843722826,0,0,0.00147510231129757,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"8",7,"female","female_7",7,"5 to 9",0.0369459582702353,91063.2912882798,0,0.0000744218385662596,0,0,0.000000372704654490576,0.000000954607020570514,0.000000388677768354972,0,0,0,0,0,0.000000706631346648058,0.00000307149769064713,0,0.000000111838101587649,0.00000178611580112682,0,0.000000113260850920706,0.00000274712568883137,0,0.00000514701821082151,0.000000110474634952942,0,0.00000074218581208499,0,0,0,0.0376507605648094,0,0,0.000086177871034732,0.0000162949914693816,0.0000207944557858574,0,0.000335971511910368,0,0,0,0.000000759939098767886,0.0000191557370492118,0,0.00000468424094409687,0.0000169027879738803,0,0.00000237319301224696,0.00000784400760619442,0,0.000052598685322276,0.00000222698584230787,0,0.000136652768406172,0,0,0,0.0484726561706188,0,0,0.06982254360845,0,0.0535074004322859,0,0,0,0,0,0.126908219540199,0.0658458963469168,0,0.0570519547718065,0.0822431310490796,0,0.0560132288405764,0.0662002550293604,0,0.0628334955089912,0.0588947009009841,0,0.254411429928637,0,0,0.00312281644557129,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"9",8,"female","female_8",0,NA,0.0397617483852611,0,0,0.0000635294715262328,0,0,0.000000357962903447084,0.000000852821033883343,0.000000442157372519288,0,0,0,0,0,0.000000705316154408462,0.00000292453777294458,0,0.000000112608776339027,0.00000178290042811224,0,0.000000112271277712866,0.00000278499651437458,0,0.00000517840703477733,0.000000104808003296434,0,0.000000728735524623551,0,0,0,0.0408343320618524,0,0,0.0000990105967514909,0.0000159385120847701,0.0000247877092656164,0,0.000642299285734009,0,0,0,0.00000079471190303744,0.0000162999226958095,0,0.00000557873848030835,0.0000203235258817848,0,0.00000284676647353602,0.00000978661434709087,0,0.000063322320282778,0.00000242914408724875,0,0.000157277454792844,0,0,0,0.0513706932764923,0,0,0.069732814963773,0,0.0534492082676426,0,0,0,0,0,0.129377037476002,0.0662649620322648,0,0.056785828857768,0.0814755547662446,0,0.0556085547676026,0.0652281210727277,0,0.0625557027884191,0.0587774053590102,0,0.23845335082449,0,0,0.00573343918201813,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
"10",9,"female","female_9",0,NA,0.0433240446670791,0,0,0.0000619679914231631,0,0,0.000000349253553215458,0.000000850590108624008,0.000000500684585480989,0,0,0,0,0,0.000000719238783421688,0.00000283136584621126,0,0.000000117023693025906,0.00000180150874906801,0,0.000000114831264048271,0.00000284065939499511,0,0.00000522710013432915,0.000000101622860141257,0,0.000000760324044727323,0,0,0,0.0449360969067551,0,0,0.000110138960424439,0.00001509535102032,0.0000287313587392283,0,0.00108978499927989,0,0,0,0.000000822460350587489,0.0000141489419714748,0,0.0000065223697082179,0.0000240050948710455,0,0.00000335442313192386,0.0000119275544423407,0,0.0000745451317792488,0.00000256156280603047,0,0.000175718828774459,0,0,0,0.0552376173641318,0,0,0.0696364786884701,0,0.053414124319342,0,0,0,0,0,0.130010448302637,0.066753713101935,0,0.0567931278828208,0.0809612802633506,0,0.0553451521912334,0.0644231713446717,0,0.0623894002677171,0.0585326295236321,0,0.232317882394814,0,0,0.00947023280736242,0.133697427023416,0.0298309437790303,0.00000720310319779604,0.0208780100413755,0.0223481545352557,0.000000055114043378716,0.0903225401322829,0,0.00000502807855870277,0.000584689235487824,0.0890046429559455,0.00000194567013970368,0.00649223398061828,0.157450044348596,0.000197782110723285,0.0000271507438409392,0.0000183309613127318,0.00000325257840110801,0.00222772233269134,0,0.00000810459753010904,0,0,"greatermanchester"
