age,sex,age_cat,sex_age_cat,population_number,area,sex_age_area_cat,dw_adj_espc,dw_adj_adaod,dw_adj_prd,dw_adj_acml,dw_adj_chml,dw_adj_kdnc,dw_adj_bldc,dw_adj_mltm,dw_adj_crdd,dw_adj_ishd,dw_adj_strk,dw_adj_iscs,dw_adj_brsc,dw_adj_utrc,dw_adj_prsc,dw_adj_carc,dw_adj_mlsm,dw_adj_copd,dw_adj_dmt2,dw_adj_stmc,dw_adj_lvrc,dw_adj_tbalc,deaths_rate_espc,ylds (years lived with disability)_rate_espc,deaths_rate_adaod,ylds (years lived with disability)_rate_adaod,deaths_rate_prd,ylds (years lived with disability)_rate_prd,deaths_rate_lri,ylds_rate_lri,deaths_rate_pedestrian,ylds_rate_pedestrian,deaths_rate_acml,ylds (years lived with disability)_rate_acml,deaths_rate_chml,ylds (years lived with disability)_rate_chml,deaths_rate_kdnc,ylds (years lived with disability)_rate_kdnc,deaths_rate_bldc,ylds (years lived with disability)_rate_bldc,deaths_rate_mltm,ylds (years lived with disability)_rate_mltm,deaths_rate_crdd,ylds (years lived with disability)_rate_crdd,deaths_rate_ishd,ylds (years lived with disability)_rate_ishd,deaths_rate_strk,ylds (years lived with disability)_rate_strk,deaths_rate_iscs,ylds (years lived with disability)_rate_iscs,deaths_rate_hyhd,ylds (years lived with disability)_rate_hyhd,deaths_rate_brsc,ylds (years lived with disability)_rate_brsc,deaths_rate_utrc,ylds (years lived with disability)_rate_utrc,deaths_rate_prsc,ylds (years lived with disability)_rate_prsc,deaths_rate_carc,ylds (years lived with disability)_rate_carc,deaths_rate_mlsm,ylds (years lived with disability)_rate_mlsm,mx,pyld_rate,deaths_rate_copd,ylds (years lived with disability)_rate_copd,deaths_rate_dmt2,ylds (years lived with disability)_rate_dmt2,deaths_rate_cyclist,ylds_rate_cyclist,deaths_rate_motorcyclist,ylds_rate_motorcyclist,deaths_rate_motor,ylds_rate_motor,deaths_rate_other,ylds_rate_other,deaths_rate_stmc,ylds (years lived with disability)_rate_stmc,deaths_rate_lvrc,ylds (years lived with disability)_rate_lvrc,deaths_rate_tbalc,ylds (years lived with disability)_rate_tbalc,deaths_rate_mjdd,ylds (years lived with disability)_rate_mjdd,model,incidence_adaod,case_fatality_adaod,prevalence_adaod,incidence_brsc,case_fatality_brsc,prevalence_brsc,incidence_carc,case_fatality_carc,prevalence_carc,incidence_copd,case_fatality_copd,prevalence_copd,incidence_crdd,case_fatality_crdd,prevalence_crdd,incidence_dmt2,case_fatality_dmt2,prevalence_dmt2,incidence_iscs,case_fatality_iscs,prevalence_iscs,incidence_ishd,case_fatality_ishd,prevalence_ishd,incidence_lvrc,case_fatality_lvrc,prevalence_lvrc,incidence_stmc,case_fatality_stmc,prevalence_stmc,incidence_strk,case_fatality_strk,prevalence_strk,incidence_tbalc,case_fatality_tbalc,prevalence_tbalc,incidence_utrc,case_fatality_utrc,prevalence_utrc,lower95_incidence_adaod,lower95_case_fatality_adaod,lower95_prevalence_adaod,lower95_incidence_brsc,lower95_case_fatality_brsc,lower95_prevalence_brsc,lower95_incidence_carc,lower95_case_fatality_carc,lower95_prevalence_carc,lower95_incidence_copd,lower95_case_fatality_copd,lower95_prevalence_copd,lower95_incidence_crdd,lower95_case_fatality_crdd,lower95_prevalence_crdd,lower95_incidence_dmt2,lower95_case_fatality_dmt2,lower95_prevalence_dmt2,lower95_incidence_iscs,lower95_case_fatality_iscs,lower95_prevalence_iscs,lower95_incidence_ishd,lower95_case_fatality_ishd,lower95_prevalence_ishd,lower95_incidence_lvrc,lower95_case_fatality_lvrc,lower95_prevalence_lvrc,lower95_incidence_stmc,lower95_case_fatality_stmc,lower95_prevalence_stmc,lower95_incidence_strk,lower95_case_fatality_strk,lower95_prevalence_strk,lower95_incidence_tbalc,lower95_case_fatality_tbalc,lower95_prevalence_tbalc,lower95_incidence_utrc,lower95_case_fatality_utrc,lower95_prevalence_utrc,upper95_incidence_adaod,upper95_case_fatality_adaod,upper95_prevalence_adaod,upper95_incidence_brsc,upper95_case_fatality_brsc,upper95_prevalence_brsc,upper95_incidence_carc,upper95_case_fatality_carc,upper95_prevalence_carc,upper95_incidence_copd,upper95_case_fatality_copd,upper95_prevalence_copd,upper95_incidence_crdd,upper95_case_fatality_crdd,upper95_prevalence_crdd,upper95_incidence_dmt2,upper95_case_fatality_dmt2,upper95_prevalence_dmt2,upper95_incidence_iscs,upper95_case_fatality_iscs,upper95_prevalence_iscs,upper95_incidence_ishd,upper95_case_fatality_ishd,upper95_prevalence_ishd,upper95_incidence_lvrc,upper95_case_fatality_lvrc,upper95_prevalence_lvrc,upper95_incidence_stmc,upper95_case_fatality_stmc,upper95_prevalence_stmc,upper95_incidence_strk,upper95_case_fatality_strk,upper95_prevalence_strk,upper95_incidence_tbalc,upper95_case_fatality_tbalc,upper95_prevalence_tbalc,upper95_incidence_utrc,upper95_case_fatality_utrc,upper95_prevalence_utrc
0,male,0,male_0,0,westmidlands,male_0_westmidlands,1,1,1,1,1,1,1,1,1,0,13.064874261654493,1,0,0,1,0,1,0.06403361723419224,0,1,1,0,1,1,1,1,1,1,1.5810312996182235e-4,0,4.573065104026126e-6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3.6202652045061122e-6,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0.005363210823110415,0,1.0943477935036503e-6,0,0,0,2.0787164046000005e-7,0,7.049097629227049e-7,0,3.2484301172881686e-6,0,1.049592829669863e-7,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,male,0,male_1,0,westmidlands,male_1_westmidlands,1,1,1,1,1,1,1,1,1,0,7.29213656695105,1,0,0,1,0,1,0.06354966879743758,0,1,1,0,1,1,1,1,1,1,9.288424417176287e-5,0,4.548178979704653e-6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2.9601717662314246e-6,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0.003029271365633862,0,8.631644345430187e-7,0,0,0,2.574632105459961e-7,0,6.610273301606762e-7,0,2.958230849697398e-6,0,1.0356488086631401e-7,0,1,1,1,1,0,0,1,1,smoothed,2.7831644698630925e-5,0.0025774812044066847,0,3.289549522435114e-5,222.7631893646645,0,2.078694344307722e-5,0.027226129826796473,0,1.2766948151233918e-4,6.451514446946603e-4,0,3.4865638158840815e-4,0.006711304498319984,0,3.5684602727004515e-5,1.1301527702980058e-4,0,1.1245613822101429e-4,0.0016399427827864523,0,2.3156681628543766e-5,0.023745042917873355,0,4.1568209928435217e-5,5.431772157141687,0,2.349958296146715e-5,0.014172280772719755,0,1.4241617493985655e-4,0.0073594882943568574,0,1.9040192608236808e-5,0.4652876219040126,0,3.5146787565141905e-5,1057884.8656058921,0,1.1491033183125025e-6,8.264475289177969e-4,0,7.822751886705783e-7,20.24698172178447,0,8.471142182047459e-7,0.016667059289791845,0,3.0157432668779994e-5,3.814754201166855e-4,0,1.6541514130806426e-4,0.005734765897248116,0,1.4131656097692143e-6,5.148168899113296e-5,0,2.7664906011776987e-5,7.267996119919552e-4,0,8.257182048132135e-7,0.0189524737306041,0,6.163483827796675e-7,2.396438862162153,0,9.183392155380405e-7,0.006569815556797525,0,4.2671588429218876e-5,0.004996582755848931,0,6.747637038822916e-7,0.24448652357618306,0,1.5261318597810973e-6,154.71047722560434,0,1.5220537828998875e-4,0.00615960700088878,0,1.826075559959365e-4,33833.86697708569,0,1.1013638393943186e-4,0.042086452505125896,0,3.465963763641657e-4,9.995564129687993e-4,0,6.294246136959815e-4,0.00782466252585385,0,1.8089337707289762e-4,2.0720690664228215e-4,0,3.0796104399036445e-4,0.0031844646102550563,0,1.2134877533573415e-4,0.02965939833951939,0,1.4453231890445824e-4,12.128786686407667,0,1.228095941595028e-4,0.0316051111432734,0,3.4249958218680524e-4,0.010703002377127268,0,1.026498206013055e-4,1.3952349708937706,0,1.7670122057878362e-4,6414724412.683674,0
2,male,2,male_2,100092.42572351448,westmidlands,male_2_westmidlands,1,1,1,1,1,1,1,1,1,0,4.070093186211094,1,0,0,1,0,1,0.06306937790963224,0,1,1,0,1,1,1,1,1,1,5.456870346237265e-5,0,4.523428282972705e-6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2.4204350760510358e-6,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0.00171100583387608,0,6.808190645449353e-7,0,0,0,3.18885753910271e-7,0,6.198766908939319e-7,0,2.6939566018452465e-6,0,1.0218900363703373e-7,0,1,1,1,1,0,0,1,1,smoothed,2.8337497264958177e-5,0.0025774812044066847,2.7782592365073022e-5,3.4366143152631e-5,222.7631893646645,1.1757982010873547e-7,2.0790133823262465e-5,0.027226129826796473,2.0478630405663458e-5,1.2712770927301453e-4,6.451514446946603e-4,1.2761685337854507e-4,3.515046209371745e-4,0.006711304498319984,3.4749528404370345e-4,3.494247381147066e-5,1.1301527702980058e-4,3.568169790822089e-5,1.1613205972067314e-4,0.0016399427827864523,1.1233931114766371e-4,2.314893046127468e-5,0.023745042917873355,2.287501000151266e-5,2.526464102245988e-5,5.431772157141687,6.864457810908027e-6,2.2195797211791007e-5,0.014172280772719755,2.3296296226509483e-5,1.4305927730395214e-4,0.0073594882943568574,1.4182335833686852e-4,1.9330119546739993e-5,0.4652876219040126,1.4537290437144129e-5,3.370258616576859e-5,1057884.8656058921,2.771230230088165e-11,1.0610731222259537e-6,8.264475289177969e-4,1.1471926189836934e-6,1.2409862418703871e-6,20.24698172178447,4.2827457049259536e-10,7.398364893787364e-7,0.016667059289791845,8.313079389033441e-7,3.073402745704023e-5,3.814754201166855e-4,3.0149178159748715e-5,1.6801720158844978e-4,0.005734765897248116,1.6479198151117509e-4,1.2171915853874649e-6,5.148168899113296e-5,1.4130329775419206e-6,2.698448398849843e-5,7.267996119919552e-4,2.7647089596352335e-5,7.768437939717949e-7,0.0189524737306041,8.147946227269225e-7,9.627387379339675e-7,2.396438862162153,1.4915205187959957e-7,8.351965944310223e-7,0.006569815556797525,9.103223677134498e-7,4.417562838916582e-5,0.004996582755848931,4.250918947100188e-5,8.315969623648137e-7,0.24448652357618306,4.980005869013115e-7,1.273346482365379e-6,154.71047722560434,2.7436564972441503e-15,1.5541754243891988e-4,0.00615960700088878,1.5167560255438918e-4,1.8608689684922446e-4,33833.86697708569,2.896743568658477e-6,1.0956377279720205e-4,0.042086452505125896,1.0874901863562593e-4,3.398493428475037e-4,9.995564129687993e-4,3.464209604034101e-4,6.285332377585875e-4,0.00782466252585385,6.27211566148473e-4,1.9085596620940857e-4,2.0720690664228215e-4,1.8086908556290936e-4,3.099315191175129e-4,0.0031844646102550563,3.0757034875542966e-4,1.2384487309414303e-4,0.02965939833951939,1.198410164432261e-4,1.4136300876038693e-4,12.128786686407667,3.29152521097641e-5,1.1883624483957979e-4,0.0316051111432734,1.2196908390978947e-4,3.3921374395484916e-4,0.010703002377127268,3.413577618609665e-4,1.0465217924600968e-4,1.3952349708937706,7.836570911182332e-5,1.8341674971823483e-4,6414724412.683674,2.354314266416324e-7
3,male,0,male_3,0,westmidlands,male_3_westmidlands,1,1,1,1,1,1,1,1,1,0,2.1664389936346558,1,0,0,1,0,1,0.06258498905051227,0,1,1,0,1,1,1,1,1,1,2.960951638791336e-5,0,4.459981352693953e-6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.928355827062739e-6,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,9.186793014334362e-4,0,5.258761512713438e-7,0,0,0,3.9470355328476224e-7,0,5.680064147748936e-7,0,2.4021437800507706e-6,0,9.957722087452095e-8,0,1,1,1,1,0,0,1,1,smoothed,2.800123258777082e-5,0.0025774812044066847,6.756717682004443e-5,3.5622771939373865e-5,222.7631893646645,1.2100662529315578e-7,2.114571506861281e-5,0.027226129826796473,4.9106206061345315e-5,1.272997577765437e-4,6.451514446946603e-4,2.6856312091934977e-4,3.520214877949824e-4,0.006711304498319984,7.090337313755521e-4,3.486392258910911e-5,1.1301527702980058e-4,8.472068819217424e-5,1.1853154215546777e-4,0.0016399427827864523,2.3707218423833402e-4,2.37505588289998e-5,0.023745042917873355,5.433752292968899e-5,2.554007395246165e-5,5.431772157141687,4.611428925464117e-6,2.277122237128629e-5,0.014172280772719755,5.345844087571677e-5,1.4533142369940662e-4,0.0073594882943568574,2.9598443627926825e-4,1.9311655805340597e-5,0.4652876219040126,2.8189336396285625e-5,3.4999347982365425e-5,1057884.8656058921,2.6660051300896976e-11,8.468048981875421e-7,8.264475289177969e-4,9.61144873379968e-6,1.4548318693296342e-6,20.24698172178447,4.518173926391005e-10,7.665774402406235e-7,0.016667059289791845,6.723788810192342e-6,2.8979568590409973e-5,3.814754201166855e-4,1.0638834772313548e-4,1.600292272809769e-4,0.005734765897248116,4.318548663502384e-4,1.2540151911168244e-6,5.148168899113296e-5,1.211509971571707e-5,2.7163400405353585e-5,7.267996119919552e-4,9.74094617974192e-5,9.030937130086377e-7,0.0189524737306041,7.639598319076071e-6,1.7040781414421765e-6,2.396438862162153,2.7356419319272455e-7,7.580863952343359e-7,0.006569815556797525,8.113637674484827e-6,4.475575152357123e-5,0.004996582755848931,1.37601812361468e-4,7.514374694275533e-7,0.24448652357618306,3.924445095791175e-6,1.196155840123361e-6,154.71047722560434,2.1132375088248324e-15,1.5001233292875072e-4,0.00615960700088878,2.3308225363691278e-4,1.8601559414090695e-4,33833.86697708569,2.9848336054787545e-6,1.1059586500831605e-4,0.042086452505125896,1.6022215743594542e-4,3.414604849912714e-4,9.995564129687993e-4,5.512925442310082e-4,6.450442188864422e-4,0.00782466252585385,0.0010842721721686902,1.836865667004915e-4,2.0720690664228215e-4,2.850108154279023e-4,3.120759628975364e-4,0.0031844646102550563,4.945879327207277e-4,1.244502490704365e-4,0.02965939833951939,1.7890269805007178e-4,1.409096424927998e-4,12.128786686407667,3.262541730070812e-5,1.1876676882936993e-4,0.0316051111432734,1.8365635684107826e-4,3.460769346242541e-4,0.010703002377127268,5.549914391883182e-4,1.0199619691959402e-4,1.3952349708937706,1.005077863153907e-4,1.842256346421292e-4,6414724412.683674,2.7461736738959014e-7
4,male,0,male_4,0,westmidlands,male_4_westmidlands,1,1,1,1,1,1,1,1,1,0,1.0997174776531238,1,0,0,1,0,1,0.06209665284232269,0,1,1,0,1,1,1,1,1,1,1.4839015492532475e-5,0,4.359468540467221e-6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.4969183829956286e-6,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,4.6889489360832945e-4,0,3.977854003002025e-7,0,0,0,4.882282843759757e-7,0,5.085846159527777e-7,0,2.0972841351205586e-6,0,9.582526293962864e-8,0,1,1,1,1,0,0,1,1,smoothed,2.8033033704173195e-5,0.0025774812044066847,1.066064976490141e-4,3.6473219516450964e-5,222.7631893646645,1.288426105865035e-7,2.0737464147417496e-5,0.027226129826796473,7.66926572710077e-5,1.2963580482978283e-4,6.451514446946603e-4,4.121691894796314e-4,3.5579988481366094e-4,0.006711304498319984,0.001066403110666541,3.433478619690273e-5,1.1301527702980058e-4,1.3284556592174066e-4,1.122236370702353e-4,0.0016399427827864523,3.674548406168771e-4,2.2994898342576208e-5,0.023745042917873355,8.578923522134682e-5,4.685030913882848e-5,5.431772157141687,4.703762056527132e-6,2.2982046357372423e-5,0.014172280772719755,8.517681207063826e-5,1.4575136832326434e-4,0.0073594882943568574,4.4909062323128697e-4,1.9143111365354983e-5,0.4652876219040126,3.671109744135022e-5,3.586848363305647e-5,1057884.8656058921,2.5985568653156694e-11,1.0455014465271282e-6,8.264475289177969e-4,2.5067957970890767e-5,1.4423335773052466e-6,20.24698172178447,5.065874198440302e-10,8.837959205425985e-7,0.016667059289791845,1.7906096903198174e-5,3.005686948213186e-5,3.814754201166855e-4,1.990893713667772e-4,1.6810832517979957e-4,0.005734765897248116,7.162248574129028e-4,1.4048219706148241e-6,5.148168899113296e-5,3.165177833275534e-5,2.6688925228710334e-5,7.267996119919552e-4,1.7856334280339748e-4,8.185765674986987e-7,0.0189524737306041,2.0143406905898963e-5,1.0567025363450171e-6,2.396438862162153,4.099979098532584e-7,8.852840590236932e-7,0.006569815556797525,1.947784859030022e-5,4.3571370123362325e-5,0.004996582755848931,2.4427633893229144e-4,5.505421025490727e-7,0.24448652357618306,6.8064114515458e-6,1.3998778868284022e-6,154.71047722560434,2.2680438578811813e-15,1.4859534016515094e-4,0.00615960700088878,3.1102039874344024e-4,1.7715605780254675e-4,33833.86697708569,3.4907083932299395e-6,1.0851423776347017e-4,0.042086452505125896,2.0573100173291816e-4,3.439736237407952e-4,9.995564129687993e-4,7.426949051344453e-4,6.452838381498635e-4,0.00782466252585385,0.001511391486556106,1.7611016646130402e-4,2.0720690664228215e-4,3.579928382102623e-4,3.0817270406761216e-4,0.0031844646102550563,6.702914441390912e-4,1.221736393039945e-4,0.02965939833951939,2.311233642549959e-4,1.7934952594627585e-4,12.128786686407667,3.242458102279403e-5,1.2353499948536135e-4,0.0316051111432734,2.3632446033157068e-4,3.463594017536088e-4,0.010703002377127268,7.634457503148281e-4,9.997013274566996e-5,1.3952349708937706,1.1119227523886904e-4,1.848652221691411e-4,6414724412.683674,3.0410046393112173e-7
5,male,0,male_5,0,westmidlands,male_5_westmidlands,1,1,1,1,1,1,1,1,1,0,0.5716359249716754,1,0,0,1,0,1,0.061615930766475,0,1,1,0,1,1,1,1,1,1,7.738126315707005e-6,0,4.279730949265539e-6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.1772005700395769e-6,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,2.4546383188166573e-4,0,3.04058679348561e-7,0,0,0,6.041111403876763e-7,0,4.6067238131209513e-7,0,1.850506478498602e-6,0,9.279358359364934e-8,0,1,1,1,1,0,0,1,1,smoothed,2.7883658227230876e-5,0.0025774812044066847,1.4730888505709193e-4,3.380635731553351e-5,222.7631893646645,1.3432099114673615e-7,2.0590911216306658e-5,0.027226129826796473,1.0304814707010106e-4,1.2964254472030848e-4,6.451514446946603e-4,5.53527102985835e-4,3.5628365622509053e-4,0.006711304498319984,0.0014277797760001683,3.497849779593169e-5,1.1301527702980058e-4,1.822743328278807e-4,1.1330324558891251e-4,0.0016399427827864523,4.946384330125004e-4,2.3264702127302736e-5,0.023745042917873355,1.1628348617125645e-4,3.4587177152730385e-5,5.431772157141687,8.51274842954016e-6,2.2937356907255355e-5,0.014172280772719755,1.1489480508011285e-4,1.4419459761808075e-4,0.0073594882943568574,6.060792424812328e-4,1.891571328970314e-5,0.4652876219040126,4.206436415937168e-5,3.365805228839637e-5,1057884.8656058921,2.6674456521483355e-11,1.18947452029316e-6,8.264475289177969e-4,4.453861869347038e-5,7.512288028678782e-7,20.24698172178447,4.920321083533379e-10,7.84067069678408e-7,0.016667059289791845,3.107382513432804e-5,3.059743681955241e-5,3.814754201166855e-4,2.970341560385042e-4,1.696144877037766e-4,0.005734765897248116,0.0010148820655141025,1.3916854909260768e-6,5.148168899113296e-5,5.6181301739962155e-5,2.691944012408349e-5,7.267996119919552e-4,2.664947975077072e-4,8.667667028286379e-7,0.0189524737306041,3.4416967116755844e-5,1.2347393889884027e-6,2.396438862162153,3.3039387525296524e-7,9.118855911344682e-7,0.006569815556797525,3.459060483645881e-5,4.080999271120789e-5,0.004996582755848931,3.5756608194489073e-4,7.34610456650054e-7,0.24448652357618306,7.764377111137169e-6,1.4926891910297552e-6,154.71047722560434,2.7116130578364166e-15,1.537634908249135e-4,0.00615960700088878,3.7001366170915344e-4,1.773146353014888e-4,33833.86697708569,2.920236191381929e-6,1.0902144481291138e-4,0.042086452505125896,2.5157304793442515e-4,3.4516661769616586e-4,9.995564129687993e-4,9.380450538943989e-4,6.413561812762862e-4,0.00782466252585385,0.0019259626022868946,1.7686047251747056e-4,2.0720690664228215e-4,4.395770814049478e-4,3.125555139053231e-4,0.0031844646102550563,8.375207293766612e-4,1.2439499496106886e-4,0.02965939833951939,2.7723538543288957e-4,1.3884048278862022e-4,12.128786686407667,3.3268997167614886e-5,1.2682727336288144e-4,0.0316051111432734,2.883776548406729e-4,3.5715356321259416e-4,0.010703002377127268,9.591723040469421e-4,1.0231549742520011e-4,1.3952349708937706,1.2200773895331844e-4,1.7861393977794488e-4,6414724412.683674,2.51726127861757e-7
6,male,0,male_6,0,westmidlands,male_6_westmidlands,1,1,1,1,1,1,1,1,1,0,0.32671780125004185,1,0,0,1,0,1,0.06115402978098492,0,1,1,0,1,1,1,1,1,1,4.730361713383183e-6,0,4.274930358919673e-6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9.751431722362022e-7,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1.422005430720696e-4,0,2.4234763038232693e-7,0,0,0,7.484775718000828e-7,0,4.370157043987657e-7,0,1.7030374896855537e-6,0,9.213560903348779e-8,0,1,1,1,1,0,0,1,1,smoothed,2.668500268630406e-5,0.0025774812044066847,1.87734228396273e-4,3.101481171453573e-5,222.7631893646645,1.1723609737025157e-7,2.0319966311614326e-5,0.027226129826796473,1.3014922878926366e-4,1.665249918014386e-4,6.451514446946603e-4,6.996302416503728e-4,2.222155994294024e-4,0.006711304498319984,0.0017859691078657082,3.290364518918468e-5,1.1301527702980058e-4,2.324043499497992e-4,6.715142366165442e-5,0.0016399427827864523,6.239592736350546e-4,2.1907178199564522e-5,0.023745042917873355,1.4525760057634802e-4,2.818447513646544e-5,5.431772157141687,6.171027909510452e-6,2.326242224408334e-5,0.014172280772719755,1.475614489081931e-4,6.443774529608804e-5,0.0073594882943568574,7.578079305878326e-4,1.834094876373085e-5,0.4652876219040126,4.5948977446698885e-5,3.1974045461427865e-5,1057884.8656058921,2.7013280971764092e-11,9.651115570259709e-7,8.264475289177969e-4,6.574070484236083e-5,1.1653541677497001e-6,20.24698172178447,4.4887610309081356e-10,7.968520756405128e-7,0.016667059289791845,4.515796808360979e-5,4.9821266095344485e-5,3.814754201166855e-4,4.0482843524840474e-4,8.705677810200624e-5,0.005734765897248116,0.0013176754966171857,1.2541362314439992e-6,5.148168899113296e-5,8.154762351265947e-5,1.0728197123785351e-5,7.267996119919552e-4,3.636442570195767e-4,8.515303910434468e-7,0.0189524737306041,5.069767084971638e-5,1.7733428322383502e-6,2.396438862162153,3.299705403320728e-7,9.396861982866346e-7,0.006569815556797525,5.126677791528687e-5,9.044309749728095e-6,0.004996582755848931,4.717212430147267e-4,6.015657402427088e-7,0.24448652357618306,9.292168316967694e-6,1.049264860877239e-6,154.71047722560434,2.456122177873219e-15,1.4113835063894438e-4,0.00615960700088878,4.2843487198140624e-4,1.7429189421337135e-4,33833.86697708569,2.9797797054632713e-6,1.0953687044694379e-4,0.042086452505125896,2.886784152373946e-4,3.9474159316580943e-4,9.995564129687993e-4,0.0011091331364447828,4.62960912076648e-4,0.00782466252585385,0.0023476201001115054,1.7550479362204486e-4,2.0720690664228215e-4,5.14080037690206e-4,2.2969715146773523e-4,0.0031844646102550563,0.0010035596806146076,1.1834282052994035e-4,0.02965939833951939,3.181515618750484e-4,1.3304080001738194e-4,12.128786686407667,3.245855467063752e-5,1.1729817229715646e-4,0.0316051111432734,3.415193068655459e-4,2.141648358150627e-4,0.010703002377127268,0.0011483537953915508,9.934056082369233e-5,1.3952349708937706,1.251985473189131e-4,1.7157583475864763e-4,6414724412.683674,2.667548555696254e-7
7,male,7,male_7,105835.23939890758,westmidlands,male_7_westmidlands,1,1,1,1,1,1,1,1,1,0,0.22047134340356736,1,0,0,1,0,1,0.060721826487687335,0,1,1,0,1,1,1,1,1,1,3.8190166678673005e-6,0,4.401680558689526e-6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,8.846593406352494e-7,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,9.835989207581458e-5,0,2.0783685562792015e-7,0,0,0,9.294687732653436e-7,0,4.4950523818312756e-7,0,1.687264862525207e-6,0,9.557899037460421e-8,0,1,1,1,1,0,0,1,1,smoothed,2.6743416491044887e-5,0.0025774812044066847,2.2545781645995063e-4,3.10021450408824e-5,222.7631893646645,1.1469988263935509e-7,2.0950455002810373e-5,0.027226129826796473,1.557066460336159e-4,1.6751707397043758e-4,6.451514446946603e-4,8.770136572803671e-4,2.2646222505752565e-4,0.006711304498319984,0.0020083893862705504,3.3214850288303496e-5,1.1301527702980058e-4,2.801274442512914e-4,7.154762686062238e-5,0.0016399427827864523,7.024190665013946e-4,2.3549146343460097e-5,0.023745042917873355,1.7420807837877208e-4,1.9268450546197693e-5,5.431772157141687,4.302705824270596e-6,2.223108519039895e-5,0.014172280772719755,1.7775555221272762e-4,6.396230725619963e-5,0.0073594882943568574,8.286085734471667e-4,1.8522093774547863e-5,0.4652876219040126,4.6812560340656347e-5,3.279092986705857e-5,1057884.8656058921,2.3427474222300068e-11,1.1115460221842629e-6,8.264475289177969e-4,8.720283120151045e-5,1.0589902781453816e-6,20.24698172178447,3.7387131841114146e-10,7.248893902778989e-7,0.016667059289791845,6.034281544733939e-5,4.936127452757276e-5,3.814754201166855e-4,5.379678004692836e-4,8.856391830453158e-5,0.005734765897248116,0.0015104943097063593,1.3455178717677312e-6,5.148168899113296e-5,1.1034602271974368e-4,1.007259423602157e-5,7.267996119919552e-4,4.302917797199624e-4,9.243840596303739e-7,0.0189524737306041,6.636050187436488e-5,1.406964468424956e-6,2.396438862162153,4.0156807628236296e-7,9.154716172061075e-7,0.006569815556797525,6.840940956147397e-5,7.348058165355849e-6,0.004996582755848931,5.28449626348644e-4,7.170790350951924e-7,0.24448652357618306,9.19241656254424e-6,1.5034097382273763e-6,154.71047722560434,2.238874461497495e-15,1.4193249538991783e-4,0.00615960700088878,4.8163138598822017e-4,1.6978513221377589e-4,33833.86697708569,2.836012527740379e-6,1.1204998492157938e-4,0.042086452505125896,3.254192926384621e-4,3.973662726716329e-4,9.995564129687993e-4,0.0013350455028276198,4.605924109472093e-4,0.00782466252585385,0.002609625688497523,1.7906283690223e-4,2.0720690664228215e-4,5.802856151041938e-4,2.2850506803092293e-4,0.0031844646102550563,0.0011072604524124004,1.1776708250991963e-4,0.02965939833951939,3.5570237474204973e-4,1.3560579814814457e-4,12.128786686407667,3.0210981219273005e-5,1.2496680153790556e-4,0.0316051111432734,3.868576326480441e-4,2.109863379751632e-4,0.010703002377127268,0.0012320116675729935,9.54496911483632e-5,1.3952349708937706,1.317490159797618e-4,1.6986217754377082e-4,6414724412.683674,2.628778924203277e-7
