lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000187
E06000022,0.9063055410399588,0.07059852195528563,0,0.0073776692870575955,0.01566758722722559,5.0680490472478423e-005
E06000024,0.0017244499312148924,0.34179232835729156,0.6564832217114935,0,0,0
E06000025,0.026063927977657317,0.07927301467474729,0,0.8946630573475953,0,0
