lahome,E06000022,E06000023,E06000024,E06000025,E07000187
E06000022,0.9836214841508439,0.0029943984112771175,0,0.0038896324226373323,0.009494485015241557
E06000023,0.0023323801677666276,0.9363963081144281,0.007027774475812047,0.05424353724199325,0
E06000024,0,0,1,0,0
E06000025,0.0028590402534449497,0.1057275958528148,0,0.8914133638937403,0
