latravel,motorway,rural_other,rural_primary,urban_other,urban_primary
E06000022,0,0.10248153462162223,0.4813252250934336,0.10667629137499812,0.3095169489099461
E06000023,0.31594956405796565,0.007950068130041975,0.09240467664839697,0.16355352850320262,0.42014216266039284
E06000024,0.3453994537076074,0.1102572842426275,0.32403050520203336,0.12279867195649918,0.09751408489123253
E06000025,0.36449455215337845,0.1564200101368038,0.22061193637055893,0.10179670940146637,0.1566767919377925
E06000054,0.02248694112441093,0.22286950984626755,0.49040115563654724,0.10788808677455691,0.15635430661821745
E07000079,0,0.20804400696567282,0.7386566966030963,0.01755838384245811,0.035740912588772815
E07000081,0,0,0.064243772750125,0.12856835507466913,0.8071878721752059
E07000082,0.33829745808505496,0.2707217303030101,0.16965212237441818,0.11645249280596266,0.10487619643155406
E07000187,0,0.2636557702153564,0.598587667243333,0.04404966006968207,0.09370690247162834
E07000188,0.5262098423120353,0.04956034913174316,0.2914630777550152,0.04612707069613129,0.08663966010507515
