lahome,E06000022,E06000023,E06000024,E06000025,E07000187
E06000022,0.5561438828501704,0.23929662220661102,0,0.18525884538273302,0.019300649560485644
E06000024,0.12925299008611651,0.2854780333810262,0.5298851373016586,0.055383839231198696,0
E06000025,0,0.2273509395896577,0,0.7726490604103423,0
