lahome,E06000019,E06000022,E06000023,E06000024,E06000025,E06000030,E06000054,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E07000187,E07000188,E07000189,E07000190
E06000022,0,0.36787304006563776,0.0346420193263712,0.2069684938833291,0.1576496127463154,0.024574513630664582,0.12189631475892898,0,0,0,0,0.04118713468445803,0,0.0452088709042949,0,0,0
E06000023,0,0.03293334419710265,0.074301977012908485,0.05900995558958497,0.340174859613485,0.005750127326003316,0.0918385850480413,0,0.009336452893589248,0.014167907964627222,0.024522025740903956,0.23569418622805358,0.017148438230796727,0.07299527659672368,0.022126863558179867,0,0
E06000024,0,0.0662322226704844,0.07956101444783106,0.4080213626151626,0.2900890374739332,0,0.002215495779715366,0,0,0,0,0.005132340767952099,0,0.004919045474137011,0.09776373977397365,0.024920125429224147,0.02114561556758646
E06000025,0.017413922564789363,0.011550649300426692,0.017010780981837555,0.03366792921928478,0.39756023391695755,0.009321689736520094,0.09342326733955865,0.012905481574563978,0.028937894146651263,0.039627662834113286,0.02558308434224399,0.27413687077735316,0.03886053326569963,0,0,0,0
