lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000188
E06000022,0.9105816409878482,0.08588361721212301,0,0,0.0035347418000287794,0
E06000024,0,0.403209293647274,0.5809530260427884,0,0,0.015837680309937683
E06000025,0.11009539086507066,0.1080674166036593,0,0.7818371925312699,0,0
