lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000187,E07000188
E06000022,0.7772276003648588,0.18733798027568382,0,0.020226185616847213,0.007583525493370279,0.00762470824923985,0
E06000023,0.012610921439341572,0.8172111526968275,0.044405256810836784,0.12577266905299425,0,0,0
E06000024,0,0.06265220867287052,0.9291124260062813,0.0024708624303486876,0,0,0.005764502890499498
E06000025,0.044381295783535696,0.46924149897576034,0,0.486377205240704,0,0,0
