lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000082,E07000187,E07000188
E06000022,0.8898211381918811,0.05018340121446353,0.003276306248214409,0.004387404734941947,0.011434969401012178,0,0.04089678020948672,0
E06000024,0.022659584081999144,0.18592570214000576,0.7759720735176365,4.479215528135892e-4,0,0,0,0.014994718707545021
E06000025,0.029844603436954453,0.12423082215337633,0,0.7881620928904467,0.027802064125789963,0.02996041739343261,0,0
