lahome,E06000022,E06000023,E06000024,E06000025,E07000187
E06000022,0.9966512351914402,0.0017568924251380887,0,0,0.0015918723834218264
E06000023,0.0032396499969708117,0.9790285667666266,0,0.017731783236402548,0
E06000024,0,0.010405190079132253,0.9895948099208677,0,0
E06000025,0.001698315362801397,0.04433523799612373,0,0.9539664466410749,0
