lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000082,E07000187,E07000188
E06000022,0.7164850460570794,0.08757059862808457,0.004454639605810859,0.06541280874813377,0.031644434175395066,0,0.0944324727854963,0
E06000023,0.021949057729328203,0.7006052419507384,0.05831375058662879,0.2191319497333046,0,0,0,0
E06000024,0,0.08064221721935963,0.915711751365896,0,0,0,0,0.003646031414744222
E06000025,0.0444660038699781,0.2330462600031654,7.628465811255787e-4,0.7199443769468123,0,0.001780512598918615,0,0
