lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000187,E07000188
E06000022,0.7116444179218782,0.22418235842678114,0.01634614693974028,0.03968179804729939,0.0017919372056443906,0.006353341458656534,0
E06000024,0.023514123711420476,0.19652734195552543,0.7090702719482733,0.03223243952020429,0,0,0.03865582286457638
E06000025,0.02542201657298386,0.30352451948424053,0.004602746533887374,0.6504982012084801,0.01595251620040817,0,0
