latravel,rural_other,rural_primary,urban_other,urban_primary
E06000022,0.3211416486581688,0.2118752017264039,0.35852394422518036,0.10845920539024687
E06000023,0,0,0.6828437447862039,0.3171562552137961
E06000024,0.31791274072911524,0.14416808555878435,0.38929281850871195,0.14862635520338846
E06000025,0.3892491107709293,0.15370747845753335,0.3677813423787212,0.08926206839281617
E06000054,1,0,0,0
E07000082,0,0.7436914632044914,0,0.2563085367955087
