lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000187,E07000188
E06000022,0.5649299790086076,0.12648760436894999,0,0.23001904565615294,0.04009460573091068,0.038468765235378746,0
E06000023,0.16847688976835848,0.36538638746347085,0.11376119343507836,0.35237552933309224,0,0,0
E06000024,0.002328212290509813,0.19843994198933612,0.7790663067436052,0.005788021942642809,0,0,0.014377517033906039
E06000025,0.0597830291018595,0.2773777401157689,0.005687264293257494,0.6571519664891141,0,0,0
