latravel,rural_other,rural_primary,urban_other,urban_primary
E06000022,0.11351162799442337,0.29603153731822074,0.2201642980543724,0.3702925366329834
E06000023,0.11480183005190321,0.19015798140337403,0.6003021977539649,0.0947379907907578
E06000024,0.06812720956406679,0.34041221299085295,0.30062391293289015,0.2908366645121902
E06000025,0.38838516481528135,0.3330773128417757,0.15108061486318866,0.12745690747975433
E07000187,0.9576893460439013,0,0.04231065395609869,0
