lahome,E06000022,E06000023,E06000024,E06000025,E07000187
E06000022,0.9862773856289504,0.00309614314052782,0,0.005422184756938096,0.005204286473583819
E06000023,0.0030173735774055377,0.9528394643736784,7.723910834407778e-4,0.04337077096547524,0
E06000024,0,0.005288794986718821,0.9947112050132811,0,0
E06000025,0,0.11788018280580657,0,0.8821198171941934,0
