latravel,motorway,rural_other,rural_primary,urban_other,urban_primary
E06000001,0,0.004784645765335665,0.9193727331741606,0.03621355708198621,0.03962906397851752
E06000002,0,0.014336389962659134,0.584431147062662,0.07250063891919249,0.32873182405548634
E06000003,0,0.08889760220410015,0.6378257680195881,0.08016116758775305,0.1931154621885587
E06000004,0,0.019775847171912393,0.8139200459816477,0.0342631346020549,0.1320409722443849
E06000005,0.2510357724765373,0.12556811305386856,0.3422247560155704,0.07142003412113192,0.2097513243328918
E06000006,0.2911413659068126,0.0248859910648296,0.3982053855976728,0.028722672538567206,0.2570445848921178
E06000007,0.875571331123014,0.012655255078915989,0.06394655303982266,0.012884274361370535,0.03494258639687682
E06000008,0.5351943091395279,0.0348108235837309,0.16448564196091464,0.04694924883430651,0.21855997648152
E06000009,0.04583585627215077,0.038126737545593696,0.10480340679641727,0.448658438319676,0.36257556106616223
E06000010,0,0.012606518510906953,0.11566198045598042,0.1570532615370489,0.7146782394960637
E06000011,0.12936939916825865,0.08936360323381051,0.6376071092327565,0.049553093129440895,0.0941067952357334
E06000012,0,0.006898051550558006,0.7177096880026732,0.06313165843798574,0.21226060200878308
E06000013,0.34396952183348795,0.024088160488888594,0.5531220577438688,0.03013460260623442,0.04868565732752014
E06000014,0,0.042820250448056665,0.7203593674757603,0.058301455082566817,0.17851892699361618
E06000015,0,0.026308597171028146,0.41411293122904336,0.09117068490987248,0.46840778669005606
E06000016,0,0.012002481273601906,0.4198359983854498,0.10360712956496285,0.4645543907759853
E06000017,0,0.10005627191839572,0.8269286879204535,0.03944736881448032,0.03356767134667044
E06000018,0.024060558226180282,0.0026578546515722244,0.1636414977471659,0.1642707773195162,0.6453693120555655
E06000019,0.04744189036634988,0.2166041986647336,0.6119383978322661,0.04856767979541121,0.07544783334123914
E06000020,0.2802188485663616,0.11484887323788179,0.4324503464883311,0.08850839457518898,0.08397353713223661
E06000021,5.916135799047645e-4,0.014739840421647445,0.3026020243650368,0.08415966185256464,0.5979068597808463
E06000022,0,0.5898315801354507,0.13215675570707294,0.24652929208112473,0.0314823720763516
E06000023,0.05114021724410376,0.03265543513897013,0.012521552095263117,0.8468488479498589,0.05683394757180409
E06000024,0.17572395950734881,0.5073620206669925,0.04570936284375955,0.22560256870071652,0.0456020882811825
E06000025,0.44123111866622067,0.33335976201443435,0.0696932407232982,0.13162599265734068,0.024089885938706066
E06000026,0,0.02167942621976971,0.4727161243707551,0.2023469228038021,0.303257526605673
E06000027,0,0.07854102032440984,0.45335120640651544,0.17610863715957184,0.2919991361095029
E06000028,0,7.8585649143029e-4,0.09017535788790895,0.14697542871824,0.7620633569024208
E06000029,0,0.00634897757625381,0.34616731334933043,0.16712948664941069,0.4803542224250051
E06000030,0.1853272351599695,0.054706782765018315,0.45902695716108766,0.13584393820720414,0.16509508670672032
E06000031,0.00932768246555915,0.07549108486173502,0.7033926450094766,0.0507672684600082,0.16102131920322096
E06000032,0.6456163900351344,0.01653155024219301,0.05513438931120997,0.11729501911620523,0.16542265129525743
E06000033,0,0.0031058987430634725,0.030936668279760143,0.1566194094294407,0.8093380235477357
E06000034,0.10213397461623111,0.008201395025605067,0.8124635823684978,0.015606009964490873,0.06159503802517507
E06000035,0.49595403180459624,0.016388606753141678,0.11006131342979002,0.16742084816894384,0.2101751998435283
E06000036,0.09284670526951266,0.22553067985321978,0.370949236564515,0.16870845671720863,0.14196492159554383
E06000037,0.5106910571779295,0.09683440953661535,0.2837496291514776,0.03016386168468317,0.0785610424492943
E06000038,0.13966211252171548,0.02420118264279345,0.08160862193489378,0.1753332291148303,0.579194853785767
E06000039,0.9243204338138699,0.0026943559081426694,0.011212042926030483,0.026878532784092486,0.03489463456786449
E06000040,0.7270634852512815,0.030680094047045334,0.1399670980034212,0.047708899933376306,0.05458042276487558
E06000041,0.7028624295577599,0.06723194071565328,0.09958669139395963,0.06531899369717019,0.06499994463545705
E06000042,0.19518446145903523,0.07691223942868614,0.556001998305955,0.06935326230945259,0.10254803849687115
E06000043,0.0987229081412737,0.03838238541505025,0.6731531195368343,0.09269018872607339,0.09705139818076838
E06000044,0.517571812426033,0.014132610629999433,0.17020627342238842,0.08576523045796132,0.21232407306361784
E06000045,0.4519346762124701,0.01150510869336836,0.022491583928286128,0.09542562653437264,0.4186430046315028
E06000046,0,0.3315439283936452,0.3487472818484231,0.08738891695855804,0.23231987279937358
E06000047,0.3559929003998088,0.029791598832159736,0.5427271233779436,0.025448881517918492,0.0460394958721695
E06000049,0.43693812681206345,0.04254284156331252,0.3985558702774394,0.03276361859060673,0.08919954275657785
E06000050,0.5835334718551961,0.05050293028180622,0.27356811521519125,0.029481679472100383,0.06291380317570597
E06000051,0.2389477039454004,0.09745658182078362,0.5730102762747874,0.0340961484590295,0.056489289499999096
E06000052,0,0.027877317138664478,0.8209739444294255,0.025277665306385737,0.1258710731255243
E06000054,0.2534431399079967,0.0972732915866841,0.5224073147927167,0.03504202809809415,0.09183422561450838
E06000055,0,0.016435101164732336,0.837658321768054,0.04120227791249392,0.10470429915471975
E06000056,0.35540892939412777,0.05198245308387214,0.5086596572259284,0.03637527569797665,0.047573684598094995
E06000057,0,0.158882002865469,0.7675015777220424,0.035237777793440825,0.03837864161904786
E07000004,0.023218330601150534,0.13755305165537407,0.6029474544761521,0.05956613563527011,0.17671502763205327
E07000005,0.12408975508073207,0.051100855593628605,0.5723078019385152,0.049429153978112164,0.20307243340901207
E07000006,0.8226598659054958,0.03136947546935662,0.09370021537596393,0.014199870713080289,0.038070572536103416
E07000007,0.5344335517347025,0.07998035948705949,0.1688067916510759,0.07450585817580956,0.14227343895135253
E07000008,0.09342541682300058,0.012514531435112839,0.15771091407642684,0.2551635956021313,0.4811855420633284
E07000009,0,0.0751130473454129,0.8517295800537421,0.023302886142920778,0.049854486457924195
E07000010,0,0.11978260175606012,0.7224901527684527,0.06694695182542705,0.09078029365006013
E07000011,0.11745651670214449,0.2346347384682917,0.5301136717653905,0.040035026980037,0.07776004608413634
E07000012,0.14141885300984677,0.043930441405740234,0.7542706396061456,0.02282271034612943,0.03755735563213798
