latravel,off_public_highway,rural_other,rural_primary,urban_other,urban_primary
E06000001,0.006042307584069424,0.17514101702550292,0.03654887785846504,0.7317106097041336,0.05055718782782909
E06000002,3.989458219654706e-5,0.13051217069686538,0.023099319940661295,0.7943510670094422,0.05199754777083459
E06000003,0,0.3527082712684251,0.06941071412813163,0.5598689664709661,0.018012048132477212
E06000004,0.0017538338414661407,0.2947398612589547,0.0651224842126895,0.5511694740542464,0.0872143466326432
E06000005,6.676839282461124e-4,0.4177321943479345,0.046774158487338104,0.46196222243095514,0.07286374080552609
E06000006,0.003026985470828965,0.3401577434853062,0.012670517174230168,0.6292807478683516,0.014864006001282994
E06000007,7.442709788978711e-4,0.2976641441743721,0.028184479369059115,0.6184055666459156,0.055001538831755376
E06000008,0.0020673910574397127,0.12514914407741456,0.012948572385011846,0.7613089465003734,0.09852594597976046
E06000009,0.23291332284611765,0.03930068967407783,0.0061707968567347995,0.6880383563428225,0.03357683428024716
E06000010,3.825629314745492e-5,0.014996624909518322,0,0.9503320326934571,0.034633086103877095
E06000011,2.068375489936841e-5,0.3936174905384712,0.03602613831761464,0.5655826763157684,0.004753011073246396
E06000012,0.007839493182543912,0.21699705575684936,0.03138173396998112,0.6845970728199672,0.05918464427065846
E06000013,1.7357365107932403e-4,0.22890111035998134,0.06639323485109797,0.6381403788292529,0.06639170230858847
E06000014,0.0063253640324443415,0.21011945556227077,0.006661616887605226,0.7435932598769203,0.0333003036407594
E06000015,0.004856531936360477,0.16987103152041433,0.004854393758756943,0.7834756535802234,0.0369423892042449
E06000016,0.07256704768238958,0.10146537883028178,0.002051075817906148,0.7955085861038695,0.02840791156555301
E06000017,4.6620609896988864e-4,0.5460664519658478,0.2759441966702988,0.115386775311968,0.06213636995291563
E06000018,1.663586002387608e-4,0.09320164401206076,0.0024337028458942863,0.8612351262487796,0.042963168293026564
E06000019,0.00309412028422682,0.42166710987303613,0.06956526066334574,0.4496380063400068,0.05603550283938454
E06000020,0.005083302337198125,0.4000535221947958,0.013230043832131156,0.5793857215941708,0.0022474100417042325
E06000021,0.005539785297095621,0.14873130491697917,0.010912310574862838,0.748014090023978,0.08680250918708442
E06000022,4.719594167395644e-4,0.23093321385451246,0.2076816883597991,0.29280793778644704,0.26810520058250187
E06000023,0.013618048196471614,0.017171283080344834,0.08252906048415146,0.29155296453145785,0.5951286437075742
E06000024,0.07482653804957058,0.42278715107088366,0.06079189674031701,0.31757531711849557,0.12401909702073308
E06000025,0.06031739176655049,0.09389751182984381,0.21786983120647946,0.25355880756877264,0.3743564576283537
E06000026,0.0014733233971397975,0.16160829512721664,5.631943684072743e-4,0.7550496166380329,0.08130557046920331
E06000027,0.07892177424071434,0.11350086598850256,0.03261163666107689,0.719985520143893,0.05498020296581318
E06000028,0.010500180464583155,0.02697837809951311,0.008631119998510966,0.8865193743427123,0.06737094709468042
E06000029,0.025809670247022395,0.12198172511343976,0.005079211633224602,0.8045852278974648,0.0425441651088485
E06000030,0.018468088567570252,0.14899617700713105,0.020320650671910304,0.7979224730336814,0.014292610719706963
E06000031,0.001145072824224303,0.2567408443043157,0.004329297062632791,0.712927280734924,0.024857505073903264
E06000032,0.002366508666927417,0.03061928416484108,4.3759711485479697e-4,0.9341900463118016,0.03238656374157504
E06000033,5.590260783585258e-4,0.05165302287021126,0.0027519935745837034,0.8979123829026975,0.04712357457414904
E06000034,0.029316172241642745,0.2542034669080625,0.07607228982112381,0.5798887414776739,0.060519329551497046
E06000035,0.0010069244144910042,0.11201711950545763,0.0035826914723141655,0.7463378187413462,0.13705544586639098
E06000036,0.0014982233874707277,0.40500805987071575,0.02116536237294358,0.5469130424317555,0.025415311937114406
E06000037,0.0018123922806352155,0.4025830030765708,0.037677139582778595,0.519943442888187,0.037984022171828447
E06000038,0.0021673839071596024,0.0657669086942822,6.930855993816809e-4,0.8268368920671394,0.10453572973203712
E06000039,0.050543421245288454,0.11895798083367885,0.013127916552033532,0.7397656253845948,0.07760505598440437
E06000040,1.0825339229825465e-4,0.36195256408510523,0.04669766602575936,0.5270141781788715,0.06422733831796555
E06000041,7.513226403654969e-4,0.20285286944895156,0.013033493438977646,0.6949557012411314,0.08840661323057399
E06000042,0.0038275370739063444,0.3907089236730767,0.0025762654911177566,0.601958160870307,9.291128915922029e-4
E06000043,0.0016886059612020313,0.09528301214749033,0.016661339082467058,0.7478137710716412,0.13855327173719945
E06000044,9.420760295894322e-5,0.18556540256459375,0.007779630393012327,0.7587821209013914,0.04777863853804358
E06000045,0.005986849909426006,0.051866373558053416,0.009175089845436267,0.7862412153812006,0.14673047130588365
E06000046,8.25373118394407e-5,0.5178962028846849,0.03413164580431321,0.374204993996684,0.07368462000247859
E06000047,0.03061970208234295,0.4199797579305265,0.05353868456222377,0.4809361515757687,0.014925703849138031
E06000049,0.00755865300624949,0.46991854146788387,0.02562241457124982,0.4574327227496833,0.03946766820493342
E06000050,0.0021961232186093905,0.3702179308495112,0.11916519916303837,0.4465745843314689,0.061846162437372086
E06000051,5.844943247013352e-4,0.2984459749723955,0.02896217705593325,0.6128784871801477,0.059128866466822215
E06000052,0.014289099822646348,0.35474180351191004,0.030042414201797877,0.5759271057637875,0.024999576699858236
E06000054,0.004232160742681342,0.5262060329402195,0.06594791485194954,0.36506613036804864,0.03854776109710102
E06000055,0.0016878879731686896,0.28970375437006446,0.06263035121268241,0.5963046861156307,0.049673320328453674
E06000056,0.006972142331672097,0.43145462278776753,0.034640458456325,0.4693349522829778,0.05759782414125758
E06000057,0.01035625941946667,0.45043021366554037,0.1294912837942589,0.38539549739447204,0.024326745726262013
E07000004,5.473764434807799e-4,0.39927456131182043,0.07904462847562702,0.41182974692052804,0.10930368684854375
E07000005,7.775421624480334e-4,0.3838679550932396,0.05072262805975092,0.4894950464493856,0.07513682823517584
E07000006,0.023500229146079937,0.42290549732132665,0.07214672497220823,0.40424464486725137,0.07720290369313383
E07000007,6.956109796967202e-4,0.262034642687427,0.0889501057284593,0.5457636264752926,0.10255601412912438
E07000008,0.004658046430707633,0.08896979738793052,0.0014048786126972758,0.8519415952326292,0.05302568233603522
E07000009,0,0.6174069569971378,0.05556622693809464,0.3223872505393989,0.0046395655253687424
E07000010,2.0527044188336785e-5,0.45817044163649134,0.05237331328859282,0.4673186104721635,0.022117107558564036
E07000011,0.040035368062185085,0.3917968904504146,0.020397422623703334,0.5436551405354966,0.004115178328200378
E07000012,9.539434379520406e-4,0.4222047590377591,0.09505337172187134,0.4598928479135315,0.02189507788888605
E07000026,0.0023937471838699665,0.45164456394813907,0.0021404446319482,0.5141896965005903,0.029631547735452426
E07000027,0.0016643799399936377,0.4352825170287464,0.02268879602747398,0.5228222522763721,0.017542054727413967
E07000028,0.017451483758043864,0.2876031837568506,0.010164614185039238,0.6073611550172697,0.07741956328279662
E07000029,0.0012514433237152932,0.6538604797892416,8.604078461729633e-4,0.3354496897473126,0.00857797929355762
E07000030,0.05243194651140972,0.6218460869235989,0.060517786347258545,0.20544662910138223,0.059757551116350574
E07000031,0,0.5666922501451386,0.015279186640291329,0.38389759167925547,0.034130971535314664
E07000032,7.620936539106906e-5,0.35859118362750664,0.045950921965214025,0.4916158718871121,0.10376581315477612
E07000033,0.001142044334061683,0.37569354503771546,0.07444790855177225,0.5402164585135327,0.008500043562917888
E07000034,3.1854600149463114e-4,0.2670355143477418,0.01058242643320112,0.6901693593365369,0.03189415388102546
E07000035,1.5617086183907655e-4,0.5112173918842133,0.09103393923532128,0.3281989480032868,0.06939355001533945
E07000036,4.384179367388811e-5,0.2839474863924934,0.032787642367858895,0.6273147579527885,0.05590627149318534
E07000037,7.586511753534047e-4,0.4454629842451617,0.03958610891979072,0.3878291831993642,0.12636307246033002
E07000038,0,0.46914797402478975,0.07187777955780734,0.3964937396237176,0.06248050679368529
E07000039,0.007306520889403584,0.4835965937212436,0.0653193127255506,0.33372715154874505,0.11005042111505713
E07000040,0.0025833613314377598,0.6255383345171711,0.02486856282550026,0.32650032011791874,0.02050942120797198
E07000041,0.050117789719912126,0.21333130057528066,6.208444745139638e-4,0.7214595537283052,0.014470511501988168
E07000042,0.053506464939279685,0.5908455363362652,0.014515738816118924,0.33244857796054217,0.008683681947793998
E07000043,0.006901909812546253,0.5189107118192617,0.012350695891786816,0.42237209488092625,0.03946458759547896
E07000044,0.024120727939160886,0.7152646468970221,0.013096082033311435,0.23459722365468424,0.01292131947582131
E07000045,0.02288638587715621,0.5885467954442277,0.03173706905553602,0.3370122191314277,0.019817530491652417
E07000046,0,0.36795144662195145,0.06542761048865411,0.505883445089673,0.060737497799721436
E07000047,0,0.3820906545308095,0.2447172320306473,0.35473199240503245,0.018460121033510826
E07000048,7.809435548934129e-4,0.16134811900658064,0.030463032298256042,0.7527445236691491,0.05466338147112077
E07000049,0.002806812520535631,0.23988697905496753,0.03167631300058712,0.652640533526736,0.0729893618971738
E07000050,0.13405653853819766,0.5329329188926543,0.028946811735981813,0.2968270851265353,0.007236645706630968
E07000051,3.366087002954668e-4,0.4448956184023339,0.18791842712007154,0.34901188755994056,0.01783745821735858
E07000052,0.002806002919770751,0.6500790133048793,0.015963051120604345,0.32603819382870963,0.005113738826036026
E07000053,0.008175794249488178,0.46426415791745584,0.004824587064018512,0.465447971912428,0.057287488856609455
E07000061,2.194073116996244e-4,0.2380738138458131,0.00876281572576708,0.6716843471488095,0.0812596159679107
E07000062,0.003720910096213529,0.1819644624188924,0.0056054460376852334,0.7170589383817789,0.0916502430654299
E07000063,0.001845022535573285,0.5222298833128899,0.09190793248628326,0.33942739332524346,0.04458976834001007
E07000064,0.0469161830418715,0.2124768853725639,0.09009818525215746,0.5053399572100005,0.14516878912340658
E07000065,7.192082508378303e-4,0.51299040119637,0.05005823854713129,0.3902560612614446,0.04597609074421631
E07000066,0.006338258691832145,0.25841151736128803,0.0471355335285527,0.6464276530908728,0.04168703732745425
E07000067,0.022673249334873143,0.5051204294500247,0.03696317120189541,0.42055272756890993,0.01469042244429684
E07000068,0,0.3340254478816878,0.12818031513615497,0.4626919217790753,0.07510231520308185
E07000069,0,0.08543211987925196,0.054579433350270275,0.7799839669550833,0.08000447981539442
E07000070,2.453189958835533e-4,0.29584057546868714,0.020317647524492864,0.6710863379356682,0.012510120075268192
E07000071,0.0023275874733433522,0.2062430312082524,0.025137545461276924,0.7099609263981717,0.05633090945895567
E07000072,9.790607794722494e-5,0.48466411123655984,0.03419772209114349,0.4508752038598686,0.030165056734480743
E07000073,9.417981997905993e-5,0.2647935852394095,0.005695411141078644,0.724678369065268,0.0047384547342649895
E07000074,2.006546906205115e-5,0.6605114988566128,0,0.3383837173078401,0.001084718366485125
E07000075,0.001135232693702245,0.194447450566643,0.04158022526350434,0.7331064755632093,0.02973061591294107
E07000076,0,0.38525992401810216,0.05628624164912459,0.5436519689179516,0.014801865414821645
E07000077,0.012106919368996898,0.7179579804294257,0.01758077970084539,0.24633790599710512,0.006016414503626823
E07000078,0.025263445950087407,0.07482168594615829,0.011071118149395359,0.8448283398659505,0.04401541008840847
E07000079,0.003318173444500951,0.6842392682085175,0.08276576881358462,0.22253141458140718,0.007145374951989738
E07000080,5.256107711479238e-4,0.6439476577920898,0.10095409202266745,0.22893283055898186,0.025639808855112904
E07000081,0.0010676170819446716,0.06958827258889774,0.001333154157378856,0.8988314554308094,0.029179500740969314
E07000082,8.152428817888941e-4,0.46612272429384793,0.04024775385286377,0.41794195692717523,0.07487232204432412
E07000083,0.004641515852129967,0.4009735975534362,0.07912300185641483,0.4909226255587511,0.02433925917926795
E07000084,0.001008645052222968,0.24349208841548176,0.022945955120401765,0.7239475016069421,0.008605809804951367
E07000085,0.0019302675784349573,0.5310078115756663,0.06357977495698038,0.37546783920027565,0.028014306688642607
E07000086,0.006946745425641609,0.28559670407865373,0.02144018481619724,0.6342164614832205,0.05179990419628677
E07000087,0.0014481552820752412,0.20108946368833897,0.005565443728623708,0.7482151785967742,0.04368175870418778
E07000088,8.655727936013559e-4,0.10910780470541605,8.642539167179158e-4,0.8757883948343291,0.0133739737499357
E07000089,7.00944793325074e-4,0.3803618593428044,0.08765845978455426,0.4859190874719642,0.04535964860735193
E07000090,0,0.2762576624582781,0.011504485586136067,0.6646532894599854,0.04758456249560045
E07000091,4.1016774550548164e-4,0.36526810268936727,0.0078901891170966975,0.6000697226912804,0.02636181775675025
E07000092,5.376934067520519e-4,0.22569288315310215,0.027337844113151506,0.7323892862032608,0.014042293123733533
E07000093,0.018566228340631027,0.45871952984662984,0.04644005141660191,0.42705826849438705,0.049215921901750136
E07000094,0.018412073020787238,0.5014767549015143,0.013844069278355953,0.4597984142291601,0.0064686885701823165
