latravel,off_public_highway,rural_other,rural_primary,urban_other,urban_primary
E06000001,8.826128508694748e-4,0.3810075419504997,0.04406206946731811,0.5516532868626206,0.022394488868692154
E06000002,0,0.21063566931157154,0.018212998094419675,0.682290587829266,0.08886074476474273
E06000003,0,0.39025796628795784,0.06953408449894749,0.5157291048519548,0.024478844361139823
E06000004,0.010944330031208392,0.46010415854599396,0.07073838438739885,0.3978243211290393,0.06038880590635949
E06000005,5.476797509165062e-4,0.5230312287969421,0.0797027097115881,0.3431761587785791,0.05354222296197419
E06000006,0.0012917668156262412,0.3860776263132338,0.01057951141929763,0.5811610119697779,0.020890083482064382
E06000007,1.4963564807534183e-4,0.5035259062229549,0.03540903659407295,0.42572093917507664,0.0351944823598202
E06000008,0.0017047689029423005,0.26291475856509583,0.0917651267292264,0.5197304212690507,0.12388492453368485
E06000009,0.5517965872933118,0.03446022380157835,0.01225505284545114,0.3785297925958211,0.022958343463837586
E06000010,0,0.04291645195879451,0,0.9226397364993365,0.03444381154186901
E06000011,1.1070745291472255e-4,0.5310449414371438,0.04808000027258298,0.41621077923420086,0.0045535716031576065
E06000012,0,0.42135430901945,0.06795556950929621,0.47453289492767226,0.03615722654358155
E06000013,5.398203351544622e-4,0.4787375202975079,0.1714352189988013,0.2654083884063681,0.08387905196216834
E06000014,0.0014062366365403677,0.5314002286689731,0.04186261007257541,0.4125004404734458,0.012830484148465349
E06000015,0.001855419440566831,0.3008425152060623,0.01298114963922067,0.6541195950446846,0.030201320669465608
E06000016,0.09044038749239336,0.14613850353814542,0.0012240018406489812,0.7365634438065691,0.025633663322243032
E06000017,0,0.8261571093065774,0.022670153554460955,0.1380999856327446,0.01307275150621713
E06000018,3.7512313062949434e-5,0.1381906515967191,0.0038800317574544936,0.8079979838646352,0.049893820468128326
E06000019,0,0.7504512271972552,0.06057424807046432,0.1700886906407847,0.018885834091495763
E06000020,0.001926264462871931,0.5530396816311629,0.0014596112794937135,0.4430563751289475,5.180674975239544e-4
E06000021,0.00300457987038022,0.2709176798630767,0.0039471269146561455,0.6564066253961842,0.0657239879557028
E06000022,2.3287997040016532e-4,0.4037193456774664,0.16862186344111785,0.3133958460600223,0.11403006485099322
E06000023,0.019504358989507056,0.029256708322295936,0.15081136038754234,0.24001066324173875,0.560416909058916
E06000024,0.09719096728544381,0.46208225702254274,0.10930054281317679,0.25469440077738875,0.07673183210144784
E06000025,0.03933544142349956,0.2521944609596946,0.25502700881259066,0.2333118954192284,0.22013119338498674
E06000026,5.338621243639206e-4,0.17262501649883372,5.791457871432254e-12,0.7958328253990162,0.031008295971994622
E06000027,0.0791365640251738,0.18023130565917897,0.02426594417676688,0.6744884468086302,0.041877739330250206
E06000028,0.008403839119058057,0.07296780749035245,0.016099887133838548,0.8471241227145948,0.0554043435421562
E06000029,0.023539069678419042,0.17881997003470937,0.004166255142852866,0.7575514623743796,0.03592324276963901
E06000030,0.03262388976036543,0.31005517280885325,0.07142196701571832,0.5621267264948562,0.02377224392020681
E06000031,2.3776975176964882e-4,0.47655651664445803,0.027874198557667297,0.48759645635573784,0.007735058690367131
E06000032,0.023041323882425538,0.05369516002389718,0.0025637906083984196,0.868894602741331,0.051805122743947836
E06000033,0,0.018455855537078462,3.4705763587999277e-4,0.9582599829447227,0.02293710388231889
E06000034,0.0035173781992219448,0.4639433178278884,0.05768456664178315,0.45641146841799324,0.018443268913113313
E06000035,1.5904945511596298e-4,0.2615429663561563,0.030988550574098446,0.5987782739081615,0.10853115970646773
E06000036,0.0014802508263109498,0.40178222498113486,0.04835427241949246,0.5301644489478194,0.018218802825242263
E06000037,9.40828217544995e-6,0.7010846693822471,0.010554329214543372,0.2771588088069297,0.011192784314104339
E06000038,0.001105118981975835,0.09638418588014849,4.81653151555965e-4,0.8100972918913529,0.0919317500949668
E06000039,0.10922047658017223,0.2567965681790006,0.024681555470929158,0.5447013123623575,0.06460008740754038
E06000040,7.16985398697971e-5,0.42994896555830475,0.03991916179659485,0.46983849239539077,0.06022168170983988
E06000041,7.180803408092647e-4,0.3041439785624126,0.02716295621491501,0.5289341741664765,0.13904081071538674
E06000042,0.002143901122217972,0.5420888611970368,0.01187259665102613,0.4374181579370308,0.006476483092688344
E06000043,9.022433784794421e-4,0.15968255414776852,0.03353511761173132,0.6725081894381265,0.13337189542389424
E06000044,6.563386126835064e-5,0.25266254720604675,0.0062507483181588434,0.7034140166990095,0.0376070539155165
E06000045,0.0022421517675861786,0.06245591253335765,0.017881583171944573,0.7192114829785577,0.19820886954855374
E06000046,5.455682561095839e-5,0.6143632905974068,0.009463594319360252,0.30236902357369305,0.07374953468392886
E06000047,0.056503868187618565,0.5563718020001505,0.052715337717194714,0.3134544515795593,0.020954540515476818
E06000049,6.215056696779782e-4,0.6076567924198073,0.03425073450906497,0.3255411140219239,0.03192985337952588
E06000050,0.004428788537428005,0.5255665231616047,0.08482414057393953,0.32971401419261226,0.0554665335344155
E06000051,0,0.6614519819609321,0.07993198998732783,0.24087027043743048,0.017745757614309503
E06000052,0.02006570013771455,0.6219916876992416,0.04896378837193806,0.28711749292256405,0.02186133086854169
E06000054,3.9178538868463755e-4,0.6869461046670609,0.03495543199113841,0.24793514291652707,0.029771535036589063
E06000055,2.0204068008183211e-4,0.5170517342072766,0.016775424087931694,0.4532755021588165,0.012695298865893392
E06000056,0.004296160658404942,0.6261300014206413,0.038736579282889184,0.3064318320024541,0.024405426635610395
E06000057,0.009128077745378353,0.5622441556177153,0.062424469385640516,0.35102849970921174,0.015174797542054122
E07000004,0,0.5846657943040111,0.09600653947861691,0.25594112352132026,0.06338654269605169
E07000005,2.6526753450602274e-4,0.43441945263640896,0.023404896482232044,0.483081654276965,0.058828729069887974
E07000006,0.034772067077062804,0.5104622504210017,0.05933038772742287,0.3372561614947628,0.05817913327974984
E07000007,2.715319976865903e-4,0.3146300327274322,0.11994162584970768,0.4700430418033289,0.09511376762184462
E07000008,0.0025276839705750246,0.21453497856155707,6.651862770474292e-4,0.7449440699960921,0.03732808119472834
E07000009,0,0.6453072830383353,0.09918103573507395,0.2505759106454881,0.004935770581102643
E07000010,0,0.6588525005002283,0.02073464183016718,0.3060834143164038,0.014329443353200773
E07000011,0.03313183780176867,0.5385133188375885,0.017418169171644002,0.4078971475673462,0.003039526621652738
E07000012,3.009331942701459e-4,0.6930000680973475,0.019246655523441226,0.2814092594892632,0.00604308369567793
E07000026,0,0.7372093727126151,0.05897900811074173,0.2015565880211164,0.0022550311555268616
E07000027,0.004513940656274813,0.47581895735125285,0.004147471257978292,0.4995694888402589,0.015950141894235097
E07000028,0.004105699643458393,0.6374570623473845,0.11462839125445268,0.22406344476430756,0.019745401990396875
E07000029,8.935659364337312e-5,0.6234908078843804,0.010130916060832414,0.34788976604158595,0.018399153419557935
E07000030,0.027904539840591207,0.7145020356108295,0.17696619656302207,0.05516576230842052,0.025461465677136794
E07000031,6.530595806805683e-4,0.6883198786382854,0.05100201436007959,0.23054907342492065,0.029475973996033838
