city,var,name,value,scenario,type
nottingham,median,T2D,0,car_20p_red_scen,ylls
nottingham,median,LRI,0.0013732105767336926,car_20p_red_scen,ylls
nottingham,median,breast_cancer,0,car_20p_red_scen,ylls
nottingham,median,colon_cancer,0,car_20p_red_scen,ylls
nottingham,median,endo_cancer,0,car_20p_red_scen,ylls
nottingham,median,liver_cancer,0,car_20p_red_scen,ylls
nottingham,median,CVD,0,car_20p_red_scen,ylls
nottingham,median,myeloma,0,car_20p_red_scen,ylls
nottingham,median,Parkinson,0,car_20p_red_scen,ylls
nottingham,median,head_neck_cancer,0,car_20p_red_scen,ylls
nottingham,median,inj,-0.05261455494227235,car_20p_red_scen,ylls
bristol,median,all_cause,0,car_20p_red_scen,ylls
bristol,median,IHD,1.0281730550510207e-4,car_20p_red_scen,ylls
bristol,median,total_cancer,0,car_20p_red_scen,ylls
bristol,median,lung_cancer,1.4643198836819865e-5,car_20p_red_scen,ylls
bristol,median,COPD,6.013707602392658e-5,car_20p_red_scen,ylls
bristol,median,stroke,2.188598411372098e-4,car_20p_red_scen,ylls
bristol,median,T2D,0,car_20p_red_scen,ylls
bristol,median,LRI,5.915358527187164e-4,car_20p_red_scen,ylls
bristol,median,breast_cancer,0,car_20p_red_scen,ylls
bristol,median,colon_cancer,0,car_20p_red_scen,ylls
bristol,median,endo_cancer,0,car_20p_red_scen,ylls
bristol,median,liver_cancer,0,car_20p_red_scen,ylls
bristol,median,CVD,0,car_20p_red_scen,ylls
bristol,median,myeloma,0,car_20p_red_scen,ylls
bristol,median,Parkinson,0,car_20p_red_scen,ylls
bristol,median,head_neck_cancer,0,car_20p_red_scen,ylls
bristol,median,inj,-0.019162999076366087,car_20p_red_scen,ylls
northeast,median,all_cause,0,car_20p_red_scen,ylls
northeast,median,IHD,6.105605143552765e-5,car_20p_red_scen,ylls
northeast,median,total_cancer,0,car_20p_red_scen,ylls
northeast,median,lung_cancer,1.3201190111933032e-5,car_20p_red_scen,ylls
northeast,median,COPD,4.491810210677127e-5,car_20p_red_scen,ylls
northeast,median,stroke,1.4955563405590132e-4,car_20p_red_scen,ylls
northeast,median,T2D,0,car_20p_red_scen,ylls
northeast,median,LRI,4.4454847928925955e-4,car_20p_red_scen,ylls
northeast,median,breast_cancer,0,car_20p_red_scen,ylls
northeast,median,colon_cancer,0,car_20p_red_scen,ylls
northeast,median,endo_cancer,0,car_20p_red_scen,ylls
northeast,median,liver_cancer,0,car_20p_red_scen,ylls
northeast,median,CVD,0,car_20p_red_scen,ylls
northeast,median,myeloma,0,car_20p_red_scen,ylls
northeast,median,Parkinson,0,car_20p_red_scen,ylls
northeast,median,head_neck_cancer,0,car_20p_red_scen,ylls
northeast,median,inj,-0.027844690422455586,car_20p_red_scen,ylls
greatermanchester,median,all_cause,0,car_20p_red_scen,ylls
greatermanchester,median,IHD,1.9953642183751028e-4,car_20p_red_scen,ylls
greatermanchester,median,total_cancer,0,car_20p_red_scen,ylls
greatermanchester,median,lung_cancer,3.610045124400455e-5,car_20p_red_scen,ylls
greatermanchester,median,COPD,1.5665544180721016e-4,car_20p_red_scen,ylls
greatermanchester,median,stroke,4.826318765839502e-4,car_20p_red_scen,ylls
greatermanchester,median,T2D,0,car_20p_red_scen,ylls
greatermanchester,median,LRI,0.0014701485451511633,car_20p_red_scen,ylls
greatermanchester,median,breast_cancer,0,car_20p_red_scen,ylls
greatermanchester,median,colon_cancer,0,car_20p_red_scen,ylls
greatermanchester,median,endo_cancer,0,car_20p_red_scen,ylls
greatermanchester,median,liver_cancer,0,car_20p_red_scen,ylls
greatermanchester,median,CVD,0,car_20p_red_scen,ylls
greatermanchester,median,myeloma,0,car_20p_red_scen,ylls
greatermanchester,median,Parkinson,0,car_20p_red_scen,ylls
greatermanchester,median,head_neck_cancer,0,car_20p_red_scen,ylls
greatermanchester,median,inj,-0.04540960202063563,car_20p_red_scen,ylls
sheffield,median,all_cause,0,car_20p_red_scen,ylls
sheffield,median,IHD,3.171870598092339e-4,car_20p_red_scen,ylls
sheffield,median,total_cancer,0,car_20p_red_scen,ylls
sheffield,median,lung_cancer,6.297037527577666e-5,car_20p_red_scen,ylls
sheffield,median,COPD,2.6466418360962833e-4,car_20p_red_scen,ylls
sheffield,median,stroke,6.702301157255808e-4,car_20p_red_scen,ylls
sheffield,median,T2D,0,car_20p_red_scen,ylls
sheffield,median,LRI,0.0022217957770956282,car_20p_red_scen,ylls
sheffield,median,breast_cancer,0,car_20p_red_scen,ylls
sheffield,median,colon_cancer,0,car_20p_red_scen,ylls
sheffield,median,endo_cancer,0,car_20p_red_scen,ylls
sheffield,median,liver_cancer,0,car_20p_red_scen,ylls
sheffield,median,CVD,0,car_20p_red_scen,ylls
sheffield,median,myeloma,0,car_20p_red_scen,ylls
sheffield,median,Parkinson,0,car_20p_red_scen,ylls
sheffield,median,head_neck_cancer,0,car_20p_red_scen,ylls
sheffield,median,inj,-0.058334054016797955,car_20p_red_scen,ylls
westmidlands,median,all_cause,0,car_20p_red_scen,ylls
westmidlands,median,IHD,7.544342520700698e-5,car_20p_red_scen,ylls
westmidlands,median,total_cancer,0,car_20p_red_scen,ylls
westmidlands,median,lung_cancer,1.6101322271005486e-5,car_20p_red_scen,ylls
westmidlands,median,COPD,5.43768018008403e-5,car_20p_red_scen,ylls
westmidlands,median,stroke,1.873674664370282e-4,car_20p_red_scen,ylls
westmidlands,median,T2D,0,car_20p_red_scen,ylls
westmidlands,median,LRI,6.724901642333652e-4,car_20p_red_scen,ylls
westmidlands,median,breast_cancer,0,car_20p_red_scen,ylls
westmidlands,median,colon_cancer,0,car_20p_red_scen,ylls
westmidlands,median,endo_cancer,0,car_20p_red_scen,ylls
westmidlands,median,liver_cancer,0,car_20p_red_scen,ylls
westmidlands,median,CVD,0,car_20p_red_scen,ylls
westmidlands,median,myeloma,0,car_20p_red_scen,ylls
westmidlands,median,Parkinson,0,car_20p_red_scen,ylls
westmidlands,median,head_neck_cancer,0,car_20p_red_scen,ylls
westmidlands,median,inj,-0.06555561997794078,car_20p_red_scen,ylls
leeds,median,all_cause,0,car_20p_red_scen,ylls
leeds,median,IHD,1.369579489862785e-4,car_20p_red_scen,ylls
leeds,median,total_cancer,0,car_20p_red_scen,ylls
leeds,median,lung_cancer,2.493526106668435e-5,car_20p_red_scen,ylls
leeds,median,COPD,9.704051476208869e-5,car_20p_red_scen,ylls
leeds,median,stroke,3.162049749010705e-4,car_20p_red_scen,ylls
leeds,median,T2D,0,car_20p_red_scen,ylls
leeds,median,LRI,0.0010495983613315915,car_20p_red_scen,ylls
leeds,median,breast_cancer,0,car_20p_red_scen,ylls
leeds,median,colon_cancer,0,car_20p_red_scen,ylls
leeds,median,endo_cancer,0,car_20p_red_scen,ylls
leeds,median,liver_cancer,0,car_20p_red_scen,ylls
leeds,median,CVD,0,car_20p_red_scen,ylls
leeds,median,myeloma,0,car_20p_red_scen,ylls
leeds,median,Parkinson,0,car_20p_red_scen,ylls
leeds,median,head_neck_cancer,0,car_20p_red_scen,ylls
leeds,median,inj,-0.06896741360629399,car_20p_red_scen,ylls
liverpool,lower,all_cause,0,car_20p_red_scen,ylls
liverpool,lower,IHD,7.00675365337715e-6,car_20p_red_scen,ylls
liverpool,lower,total_cancer,0,car_20p_red_scen,ylls
liverpool,lower,lung_cancer,1.7951521189264018e-6,car_20p_red_scen,ylls
liverpool,lower,COPD,5.636130751764425e-6,car_20p_red_scen,ylls
liverpool,lower,stroke,1.562671833254627e-5,car_20p_red_scen,ylls
liverpool,lower,T2D,0,car_20p_red_scen,ylls
liverpool,lower,LRI,4.565508497053363e-5,car_20p_red_scen,ylls
liverpool,lower,breast_cancer,0,car_20p_red_scen,ylls
liverpool,lower,colon_cancer,0,car_20p_red_scen,ylls
liverpool,lower,endo_cancer,0,car_20p_red_scen,ylls
liverpool,lower,liver_cancer,0,car_20p_red_scen,ylls
liverpool,lower,CVD,0,car_20p_red_scen,ylls
liverpool,lower,myeloma,0,car_20p_red_scen,ylls
liverpool,lower,Parkinson,0,car_20p_red_scen,ylls
liverpool,lower,head_neck_cancer,0,car_20p_red_scen,ylls
liverpool,lower,inj,-0.0335433680588086,car_20p_red_scen,ylls
nottingham,lower,all_cause,0,car_20p_red_scen,ylls
nottingham,lower,IHD,2.875778885924547e-4,car_20p_red_scen,ylls
nottingham,lower,total_cancer,0,car_20p_red_scen,ylls
nottingham,lower,lung_cancer,7.129156296442193e-5,car_20p_red_scen,ylls
nottingham,lower,COPD,2.291334670271625e-4,car_20p_red_scen,ylls
nottingham,lower,stroke,7.006056509516733e-4,car_20p_red_scen,ylls
nottingham,lower,T2D,0,car_20p_red_scen,ylls
nottingham,lower,LRI,0.001661186861000197,car_20p_red_scen,ylls
nottingham,lower,breast_cancer,0,car_20p_red_scen,ylls
nottingham,lower,colon_cancer,0,car_20p_red_scen,ylls
nottingham,lower,endo_cancer,0,car_20p_red_scen,ylls
nottingham,lower,liver_cancer,0,car_20p_red_scen,ylls
nottingham,lower,CVD,0,car_20p_red_scen,ylls
nottingham,lower,myeloma,0,car_20p_red_scen,ylls
nottingham,lower,Parkinson,0,car_20p_red_scen,ylls
nottingham,lower,head_neck_cancer,0,car_20p_red_scen,ylls
nottingham,lower,inj,-0.03932536743048932,car_20p_red_scen,ylls
bristol,lower,all_cause,0,car_20p_red_scen,ylls
bristol,lower,IHD,1.6798442692003023e-4,car_20p_red_scen,ylls
bristol,lower,total_cancer,0,car_20p_red_scen,ylls
bristol,lower,lung_cancer,3.133133602257776e-5,car_20p_red_scen,ylls
bristol,lower,COPD,1.0032085757101561e-4,car_20p_red_scen,ylls
bristol,lower,stroke,5.398282891901747e-4,car_20p_red_scen,ylls
bristol,lower,T2D,0,car_20p_red_scen,ylls
bristol,lower,LRI,7.141681421695093e-4,car_20p_red_scen,ylls
bristol,lower,breast_cancer,0,car_20p_red_scen,ylls
bristol,lower,colon_cancer,0,car_20p_red_scen,ylls
bristol,lower,endo_cancer,0,car_20p_red_scen,ylls
bristol,lower,liver_cancer,0,car_20p_red_scen,ylls
bristol,lower,CVD,0,car_20p_red_scen,ylls
bristol,lower,myeloma,0,car_20p_red_scen,ylls
bristol,lower,Parkinson,0,car_20p_red_scen,ylls
bristol,lower,head_neck_cancer,0,car_20p_red_scen,ylls
bristol,lower,inj,-0.014067254078926452,car_20p_red_scen,ylls
northeast,lower,all_cause,0,car_20p_red_scen,ylls
northeast,lower,IHD,1.025589507684644e-4,car_20p_red_scen,ylls
northeast,lower,total_cancer,0,car_20p_red_scen,ylls
northeast,lower,lung_cancer,2.657047018351134e-5,car_20p_red_scen,ylls
northeast,lower,COPD,7.319354727158043e-5,car_20p_red_scen,ylls
northeast,lower,stroke,2.4740303201019396e-4,car_20p_red_scen,ylls
northeast,lower,T2D,0,car_20p_red_scen,ylls
northeast,lower,LRI,5.37386665125842e-4,car_20p_red_scen,ylls
northeast,lower,breast_cancer,0,car_20p_red_scen,ylls
northeast,lower,colon_cancer,0,car_20p_red_scen,ylls
northeast,lower,endo_cancer,0,car_20p_red_scen,ylls
northeast,lower,liver_cancer,0,car_20p_red_scen,ylls
northeast,lower,CVD,0,car_20p_red_scen,ylls
northeast,lower,myeloma,0,car_20p_red_scen,ylls
northeast,lower,Parkinson,0,car_20p_red_scen,ylls
northeast,lower,head_neck_cancer,0,car_20p_red_scen,ylls
northeast,lower,inj,-0.02027244491055844,car_20p_red_scen,ylls
greatermanchester,lower,all_cause,0,car_20p_red_scen,ylls
greatermanchester,lower,IHD,3.351795783579745e-4,car_20p_red_scen,ylls
greatermanchester,lower,total_cancer,0,car_20p_red_scen,ylls
greatermanchester,lower,lung_cancer,7.272033344116024e-5,car_20p_red_scen,ylls
greatermanchester,lower,COPD,2.5528216131682265e-4,car_20p_red_scen,ylls
greatermanchester,lower,stroke,7.982178305379787e-4,car_20p_red_scen,ylls
greatermanchester,lower,T2D,0,car_20p_red_scen,ylls
greatermanchester,lower,LRI,0.001778022392314656,car_20p_red_scen,ylls
greatermanchester,lower,breast_cancer,0,car_20p_red_scen,ylls
greatermanchester,lower,colon_cancer,0,car_20p_red_scen,ylls
greatermanchester,lower,endo_cancer,0,car_20p_red_scen,ylls
greatermanchester,lower,liver_cancer,0,car_20p_red_scen,ylls
greatermanchester,lower,CVD,0,car_20p_red_scen,ylls
greatermanchester,lower,myeloma,0,car_20p_red_scen,ylls
greatermanchester,lower,Parkinson,0,car_20p_red_scen,ylls
greatermanchester,lower,head_neck_cancer,0,car_20p_red_scen,ylls
greatermanchester,lower,inj,-0.03270945818848493,car_20p_red_scen,ylls
sheffield,lower,all_cause,0,car_20p_red_scen,ylls
sheffield,lower,IHD,5.329395321949809e-4,car_20p_red_scen,ylls
sheffield,lower,total_cancer,0,car_20p_red_scen,ylls
sheffield,lower,lung_cancer,1.2677494063713097e-4,car_20p_red_scen,ylls
sheffield,lower,COPD,4.3117657389350907e-4,car_20p_red_scen,ylls
sheffield,lower,stroke,0.0011082196993256962,car_20p_red_scen,ylls
sheffield,lower,T2D,0,car_20p_red_scen,ylls
sheffield,lower,LRI,0.002687779664055554,car_20p_red_scen,ylls
sheffield,lower,breast_cancer,0,car_20p_red_scen,ylls
sheffield,lower,colon_cancer,0,car_20p_red_scen,ylls
sheffield,lower,endo_cancer,0,car_20p_red_scen,ylls
sheffield,lower,liver_cancer,0,car_20p_red_scen,ylls
sheffield,lower,CVD,0,car_20p_red_scen,ylls
sheffield,lower,myeloma,0,car_20p_red_scen,ylls
sheffield,lower,Parkinson,0,car_20p_red_scen,ylls
sheffield,lower,head_neck_cancer,0,car_20p_red_scen,ylls
sheffield,lower,inj,-0.04239890043344244,car_20p_red_scen,ylls
westmidlands,lower,all_cause,0,car_20p_red_scen,ylls
westmidlands,lower,IHD,1.2674432007728342e-4,car_20p_red_scen,ylls
westmidlands,lower,total_cancer,0,car_20p_red_scen,ylls
westmidlands,lower,lung_cancer,3.2369140545192076e-5,car_20p_red_scen,ylls
westmidlands,lower,COPD,8.860880696770527e-5,car_20p_red_scen,ylls
westmidlands,lower,stroke,3.0988992357650487e-4,car_20p_red_scen,ylls
westmidlands,lower,T2D,0,car_20p_red_scen,ylls
westmidlands,lower,LRI,8.132902842568576e-4,car_20p_red_scen,ylls
westmidlands,lower,breast_cancer,0,car_20p_red_scen,ylls
westmidlands,lower,colon_cancer,0,car_20p_red_scen,ylls
westmidlands,lower,endo_cancer,0,car_20p_red_scen,ylls
westmidlands,lower,liver_cancer,0,car_20p_red_scen,ylls
westmidlands,lower,CVD,0,car_20p_red_scen,ylls
westmidlands,lower,myeloma,0,car_20p_red_scen,ylls
westmidlands,lower,Parkinson,0,car_20p_red_scen,ylls
westmidlands,lower,head_neck_cancer,0,car_20p_red_scen,ylls
westmidlands,lower,inj,-0.04703124552778159,car_20p_red_scen,ylls
leeds,lower,all_cause,0,car_20p_red_scen,ylls
leeds,lower,IHD,2.3007817028586805e-4,car_20p_red_scen,ylls
leeds,lower,total_cancer,0,car_20p_red_scen,ylls
leeds,lower,lung_cancer,5.029085248326583e-5,car_20p_red_scen,ylls
leeds,lower,COPD,1.5809814775665724e-4,car_20p_red_scen,ylls
leeds,lower,stroke,5.229486112049656e-4,car_20p_red_scen,ylls
leeds,lower,T2D,0,car_20p_red_scen,ylls
leeds,lower,LRI,0.0012694348540653944,car_20p_red_scen,ylls
leeds,lower,breast_cancer,0,car_20p_red_scen,ylls
leeds,lower,colon_cancer,0,car_20p_red_scen,ylls
leeds,lower,endo_cancer,0,car_20p_red_scen,ylls
leeds,lower,liver_cancer,0,car_20p_red_scen,ylls
leeds,lower,CVD,0,car_20p_red_scen,ylls
leeds,lower,myeloma,0,car_20p_red_scen,ylls
leeds,lower,Parkinson,0,car_20p_red_scen,ylls
leeds,lower,head_neck_cancer,0,car_20p_red_scen,ylls
leeds,lower,inj,-0.05049846490699037,car_20p_red_scen,ylls
liverpool,upper,all_cause,0,car_20p_red_scen,ylls
liverpool,upper,IHD,8.91794375836929e-6,car_20p_red_scen,ylls
liverpool,upper,total_cancer,0,car_20p_red_scen,ylls
liverpool,upper,lung_cancer,2.103239036634041e-6,car_20p_red_scen,ylls
liverpool,upper,COPD,6.479528796827595e-6,car_20p_red_scen,ylls
liverpool,upper,stroke,2.4456521739130433e-5,car_20p_red_scen,ylls
liverpool,upper,T2D,0,car_20p_red_scen,ylls
liverpool,upper,LRI,5.2433805787182276e-005,car_20p_red_scen,ylls
liverpool,upper,breast_cancer,0,car_20p_red_scen,ylls
liverpool,upper,colon_cancer,0,car_20p_red_scen,ylls
liverpool,upper,endo_cancer,0,car_20p_red_scen,ylls
liverpool,upper,liver_cancer,0,car_20p_red_scen,ylls
liverpool,upper,CVD,0,car_20p_red_scen,ylls
liverpool,upper,myeloma,0,car_20p_red_scen,ylls
liverpool,upper,Parkinson,0,car_20p_red_scen,ylls
liverpool,upper,head_neck_cancer,0,car_20p_red_scen,ylls
liverpool,upper,inj,-0.020523927293084894,car_20p_red_scen,ylls
nottingham,upper,all_cause,0,car_20p_red_scen,ylls
nottingham,upper,IHD,3.64920925173235e-4,car_20p_red_scen,ylls
nottingham,upper,total_cancer,0,car_20p_red_scen,ylls
nottingham,upper,lung_cancer,8.471503518415727e-5,car_20p_red_scen,ylls
nottingham,upper,COPD,2.6288966678006767e-4,car_20p_red_scen,ylls
nottingham,upper,stroke,0.001096547162885638,car_20p_red_scen,ylls
nottingham,upper,T2D,0,car_20p_red_scen,ylls
nottingham,upper,LRI,0.001909180894017798,car_20p_red_scen,ylls
nottingham,upper,breast_cancer,0,car_20p_red_scen,ylls
nottingham,upper,colon_cancer,0,car_20p_red_scen,ylls
nottingham,upper,endo_cancer,0,car_20p_red_scen,ylls
nottingham,upper,liver_cancer,0,car_20p_red_scen,ylls
nottingham,upper,CVD,0,car_20p_red_scen,ylls
nottingham,upper,myeloma,0,car_20p_red_scen,ylls
nottingham,upper,Parkinson,0,car_20p_red_scen,ylls
nottingham,upper,head_neck_cancer,0,car_20p_red_scen,ylls
nottingham,upper,inj,-0.026119873189076215,car_20p_red_scen,ylls
bristol,upper,all_cause,0,car_20p_red_scen,ylls
bristol,upper,IHD,2.2549074519656666e-4,car_20p_red_scen,ylls
bristol,upper,total_cancer,0,car_20p_red_scen,ylls
bristol,upper,lung_cancer,5.989531835998e-5,car_20p_red_scen,ylls
bristol,upper,COPD,1.2446176056732464e-4,car_20p_red_scen,ylls
bristol,upper,stroke,8.516065168264476e-4,car_20p_red_scen,ylls
bristol,upper,T2D,0,car_20p_red_scen,ylls
bristol,upper,LRI,9.739850464597649e-4,car_20p_red_scen,ylls
bristol,upper,breast_cancer,0,car_20p_red_scen,ylls
bristol,upper,colon_cancer,0,car_20p_red_scen,ylls
bristol,upper,endo_cancer,0,car_20p_red_scen,ylls
bristol,upper,liver_cancer,0,car_20p_red_scen,ylls
bristol,upper,CVD,0,car_20p_red_scen,ylls
bristol,upper,myeloma,0,car_20p_red_scen,ylls
bristol,upper,Parkinson,0,car_20p_red_scen,ylls
bristol,upper,head_neck_cancer,0,car_20p_red_scen,ylls
bristol,upper,inj,-0.00867046631593873,car_20p_red_scen,ylls
northeast,upper,all_cause,0,car_20p_red_scen,ylls
northeast,upper,IHD,1.3007711564632998e-4,car_20p_red_scen,ylls
northeast,upper,total_cancer,0,car_20p_red_scen,ylls
northeast,upper,lung_cancer,3.159259546218391e-5,car_20p_red_scen,ylls
northeast,upper,COPD,8.389921431075894e-5,car_20p_red_scen,ylls
northeast,upper,stroke,3.8701881513212357e-4,car_20p_red_scen,ylls
northeast,upper,T2D,0,car_20p_red_scen,ylls
northeast,upper,LRI,6.180508043148342e-4,car_20p_red_scen,ylls
northeast,upper,breast_cancer,0,car_20p_red_scen,ylls
northeast,upper,colon_cancer,0,car_20p_red_scen,ylls
northeast,upper,endo_cancer,0,car_20p_red_scen,ylls
northeast,upper,liver_cancer,0,car_20p_red_scen,ylls
northeast,upper,CVD,0,car_20p_red_scen,ylls
northeast,upper,myeloma,0,car_20p_red_scen,ylls
northeast,upper,Parkinson,0,car_20p_red_scen,ylls
northeast,upper,head_neck_cancer,0,car_20p_red_scen,ylls
northeast,upper,inj,-0.013114268113091087,car_20p_red_scen,ylls
greatermanchester,upper,all_cause,0,car_20p_red_scen,ylls
greatermanchester,upper,IHD,4.252501157781806e-4,car_20p_red_scen,ylls
greatermanchester,upper,total_cancer,0,car_20p_red_scen,ylls
greatermanchester,upper,lung_cancer,8.640752523266178e-5,car_20p_red_scen,ylls
greatermanchester,upper,COPD,2.9282501087965815e-4,car_20p_red_scen,ylls
greatermanchester,upper,stroke,0.0012491432414632499,car_20p_red_scen,ylls
greatermanchester,upper,T2D,0,car_20p_red_scen,ylls
greatermanchester,upper,LRI,0.0020438651527457464,car_20p_red_scen,ylls
greatermanchester,upper,breast_cancer,0,car_20p_red_scen,ylls
greatermanchester,upper,colon_cancer,0,car_20p_red_scen,ylls
greatermanchester,upper,endo_cancer,0,car_20p_red_scen,ylls
greatermanchester,upper,liver_cancer,0,car_20p_red_scen,ylls
greatermanchester,upper,CVD,0,car_20p_red_scen,ylls
greatermanchester,upper,myeloma,0,car_20p_red_scen,ylls
greatermanchester,upper,Parkinson,0,car_20p_red_scen,ylls
greatermanchester,upper,head_neck_cancer,0,car_20p_red_scen,ylls
greatermanchester,upper,inj,-0.02058485747384823,car_20p_red_scen,ylls
sheffield,upper,all_cause,0,car_20p_red_scen,ylls
sheffield,upper,IHD,6.764746504999651e-4,car_20p_red_scen,ylls
sheffield,upper,total_cancer,0,car_20p_red_scen,ylls
sheffield,upper,lung_cancer,1.506760415485202e-4,car_20p_red_scen,ylls
sheffield,upper,COPD,4.948818962457787e-4,car_20p_red_scen,ylls
sheffield,upper,stroke,0.001735227883901229,car_20p_red_scen,ylls
sheffield,upper,T2D,0,car_20p_red_scen,ylls
sheffield,upper,LRI,0.003087970924085043,car_20p_red_scen,ylls
sheffield,upper,breast_cancer,0,car_20p_red_scen,ylls
sheffield,upper,colon_cancer,0,car_20p_red_scen,ylls
sheffield,upper,endo_cancer,0,car_20p_red_scen,ylls
sheffield,upper,liver_cancer,0,car_20p_red_scen,ylls
sheffield,upper,CVD,0,car_20p_red_scen,ylls
sheffield,upper,myeloma,0,car_20p_red_scen,ylls
sheffield,upper,Parkinson,0,car_20p_red_scen,ylls
sheffield,upper,head_neck_cancer,0,car_20p_red_scen,ylls
sheffield,upper,inj,-0.02715305532296256,car_20p_red_scen,ylls
westmidlands,upper,all_cause,0,car_20p_red_scen,ylls
westmidlands,upper,IHD,1.6079580210516815e-4,car_20p_red_scen,ylls
westmidlands,upper,total_cancer,0,car_20p_red_scen,ylls
westmidlands,upper,lung_cancer,3.8444110097159254e-5,car_20p_red_scen,ylls
westmidlands,upper,COPD,1.0164489512886364e-4,car_20p_red_scen,ylls
westmidlands,upper,stroke,4.849296722102314e-4,car_20p_red_scen,ylls
westmidlands,upper,T2D,0,car_20p_red_scen,ylls
westmidlands,upper,LRI,9.349500725446871e-4,car_20p_red_scen,ylls
westmidlands,upper,breast_cancer,0,car_20p_red_scen,ylls
westmidlands,upper,colon_cancer,0,car_20p_red_scen,ylls
westmidlands,upper,endo_cancer,0,car_20p_red_scen,ylls
westmidlands,upper,liver_cancer,0,car_20p_red_scen,ylls
westmidlands,upper,CVD,0,car_20p_red_scen,ylls
westmidlands,upper,myeloma,0,car_20p_red_scen,ylls
westmidlands,upper,Parkinson,0,car_20p_red_scen,ylls
westmidlands,upper,head_neck_cancer,0,car_20p_red_scen,ylls
westmidlands,upper,inj,-0.029528448101612766,car_20p_red_scen,ylls
leeds,upper,all_cause,0,car_20p_red_scen,ylls
leeds,upper,IHD,2.9193585684465816e-4,car_20p_red_scen,ylls
leeds,upper,total_cancer,0,car_20p_red_scen,ylls
leeds,upper,lung_cancer,5.9748595334085135e-5,car_20p_red_scen,ylls
leeds,upper,COPD,1.8136169674591154e-4,car_20p_red_scen,ylls
leeds,upper,stroke,8.184696751491151e-4,car_20p_red_scen,ylls
leeds,upper,T2D,0,car_20p_red_scen,ylls
leeds,upper,LRI,0.0014590940455060297,car_20p_red_scen,ylls
leeds,upper,breast_cancer,0,car_20p_red_scen,ylls
leeds,upper,colon_cancer,0,car_20p_red_scen,ylls
leeds,upper,endo_cancer,0,car_20p_red_scen,ylls
leeds,upper,liver_cancer,0,car_20p_red_scen,ylls
leeds,upper,CVD,0,car_20p_red_scen,ylls
leeds,upper,myeloma,0,car_20p_red_scen,ylls
leeds,upper,Parkinson,0,car_20p_red_scen,ylls
leeds,upper,head_neck_cancer,0,car_20p_red_scen,ylls
leeds,upper,inj,-0.03291581686165556,car_20p_red_scen,ylls
liverpool,median,all_cause,7.014637767412976e-4,cyc_100p_inc_scen,deaths
liverpool,median,IHD,2.5940756745567106e-6,cyc_100p_inc_scen,deaths
liverpool,median,total_cancer,4.462570269693304e-5,cyc_100p_inc_scen,deaths
liverpool,median,lung_cancer,1.714289410866654e-7,cyc_100p_inc_scen,deaths
liverpool,median,COPD,0,cyc_100p_inc_scen,deaths
liverpool,median,stroke,-1.1870645543170978e-6,cyc_100p_inc_scen,deaths
liverpool,median,T2D,2.373320481553599e-7,cyc_100p_inc_scen,deaths
liverpool,median,LRI,5.498664148062853e-7,cyc_100p_inc_scen,deaths
liverpool,median,breast_cancer,0,cyc_100p_inc_scen,deaths
liverpool,median,colon_cancer,9.501368197020374e-8,cyc_100p_inc_scen,deaths
liverpool,median,endo_cancer,0,cyc_100p_inc_scen,deaths
liverpool,median,liver_cancer,2.235853877852028e-7,cyc_100p_inc_scen,deaths
liverpool,median,CVD,3.594509098671911e-5,cyc_100p_inc_scen,deaths
liverpool,median,myeloma,0,cyc_100p_inc_scen,deaths
liverpool,median,Parkinson,0,cyc_100p_inc_scen,deaths
liverpool,median,head_neck_cancer,9.274952614453079e-7,cyc_100p_inc_scen,deaths
liverpool,median,inj,-9.288156731950476e-4,cyc_100p_inc_scen,deaths
nottingham,median,all_cause,0.04141956156332253,cyc_100p_inc_scen,deaths
nottingham,median,IHD,1.25721812386972e-4,cyc_100p_inc_scen,deaths
nottingham,median,total_cancer,0.0026451648641873625,cyc_100p_inc_scen,deaths
nottingham,median,lung_cancer,7.096702716252752e-6,cyc_100p_inc_scen,deaths
nottingham,median,COPD,2.1922952962452326e-6,cyc_100p_inc_scen,deaths
nottingham,median,stroke,-6.524512524843775e-5,cyc_100p_inc_scen,deaths
nottingham,median,T2D,1.6862992175329903e-5,cyc_100p_inc_scen,deaths
nottingham,median,LRI,1.563758975093556e-5,cyc_100p_inc_scen,deaths
nottingham,median,breast_cancer,-4.742699063546348e-6,cyc_100p_inc_scen,deaths
nottingham,median,colon_cancer,7.205254346541567e-6,cyc_100p_inc_scen,deaths
nottingham,median,endo_cancer,0,cyc_100p_inc_scen,deaths
nottingham,median,liver_cancer,1.171462335941557e-5,cyc_100p_inc_scen,deaths
nottingham,median,CVD,0.0019125560663574997,cyc_100p_inc_scen,deaths
nottingham,median,myeloma,0,cyc_100p_inc_scen,deaths
nottingham,median,Parkinson,0,cyc_100p_inc_scen,deaths
nottingham,median,head_neck_cancer,4.422359845297141e-5,cyc_100p_inc_scen,deaths
nottingham,median,inj,-0.0010342860673662232,cyc_100p_inc_scen,deaths
bristol,median,all_cause,0.02253196173484842,cyc_100p_inc_scen,deaths
bristol,median,IHD,5.7134823048249806e-5,cyc_100p_inc_scen,deaths
bristol,median,total_cancer,0.001617589098844021,cyc_100p_inc_scen,deaths
bristol,median,lung_cancer,3.3228819342442016e-6,cyc_100p_inc_scen,deaths
bristol,median,COPD,2.720488133299347e-7,cyc_100p_inc_scen,deaths
bristol,median,stroke,-2.7588950245929836e-5,cyc_100p_inc_scen,deaths
