latravel,motorway,other
E06000001,0,1
E06000002,0,1
E06000003,0,1
E06000004,0,1
E06000005,0.10359094502130763,0.8964090549786923
E06000006,0.04744867335921039,0.9525513266407896
E06000007,0.512400953842253,0.48759904615774685
E06000008,0.3759855687956743,0.6240144312043256
E06000009,0.009702201818215251,0.9902977981817848
E06000010,0,1
E06000011,0.021807940990721555,0.9781920590092785
E06000012,0,1
E06000013,0.16280288724305295,0.837197112756947
E06000014,0,1
E06000015,0,1
E06000016,0,1
E06000017,0,1
E06000018,3.9645156048349553e-4,0.9996035484395166
E06000019,0.007980137534349169,0.9920198624656509
E06000020,0.15946157595610985,0.8405384240438902
E06000021,0.002709050439087583,0.9972909495609125
E06000022,0,1
E06000023,0.1588175366317228,0.8411824633682772
E06000024,0.07686342295616552,0.9231365770438344
E06000025,0.23127126632992592,0.7687287336700742
E06000026,0,1
E06000027,0,1
E06000028,0,1
E06000029,0,1
E06000030,0.09411384946702486,0.905886150532975
E06000031,0.011309877859540388,0.9886901221404595
E06000032,0.23139979412876438,0.7686002058712356
E06000033,0,1
E06000034,0.09346750477318576,0.9065324952268143
E06000035,0.2040799042062732,0.7959200957937267
E06000036,0,1
E06000037,0.1119439779232267,0.8880560220767733
E06000038,0.03494961433466124,0.9650503856653387
E06000039,0.5541888848487931,0.44581111515120675
E06000040,0.23925393727786118,0.760746062722139
E06000041,0.20750898839106657,0.7924910116089333
E06000042,0.071031389262928707,0.9289686107370713
E06000043,0.09898984295244222,0.9010101570475577
E06000044,0.39569935815669793,0.604300641843302
E06000045,0.18300783381729968,0.8169921661827003
E06000046,0,1
E06000047,0.04047664992228812,0.9595233500777118
E06000049,0.07113530974944672,0.9288646902505532
E06000050,0.14508215317125175,0.8549178468287482
E06000051,0.01651499957744393,0.983485000422556
E06000052,0,1
E06000054,0.006431181379509822,0.9935688186204902
E06000055,0,1
E06000056,0.10361564972526878,0.8963843502747312
E06000057,0,1
E07000004,0,1
E07000005,0.0072847600315436665,0.9927152399684563
E07000006,0.4062111811085047,0.5937888188914953
E07000007,0.18437995043533048,0.8156200495646695
E07000008,0.10618312799314572,0.8938168720068543
E07000009,0,1
E07000010,0,1
E07000011,0.05067319024669429,0.9493268097533057
E07000012,0.1189227321068233,0.8810772678931766
E07000026,0,1
E07000027,0,1
E07000028,0.07568944755182301,0.9243105524481771
E07000029,0,1
E07000030,0,1
E07000031,0.016659446942683846,0.983340553057316
E07000032,0,1
E07000033,0.27575149960457357,0.7242485003954264
