latravel,off_public_highway,rural_other,rural_primary,urban_other,urban_primary
E06000001,0.002220021534713499,0.6216499456311777,0.0016535772620028797,0.36806558098213993,0.006410874589965851
E06000002,0,0.18654480027918896,0.028266450031649234,0.686298395121603,0.09889035456755876
E06000003,0,0.44984352172287106,0.06574765986492093,0.45518265096025873,0.029226167451949336
E06000004,0.006507655235250357,0.5935500794387674,0.040106927914529564,0.30216446095191796,0.05767087645953485
E06000005,0.004670032251376979,0.6733052717673632,0.08466987755012015,0.21915247120369544,0.018202347227444134
E06000006,0,0.48774984217254225,0.019126605532292618,0.385367484898311,0.10775606739685416
E06000007,0,0.4183379630078517,0.0031720060357040363,0.5477468668389334,0.030743164117510928
E06000008,0,0.12352378615924392,0.035333020777505435,0.7162702574729968,0.12487293559025381
E06000009,0.5466034429547514,0.07948956019140607,0,0.3638448317571416,0.010062165096700963
E06000010,0,0.06519504940444162,0,0.8769362670344797,0.05786868356107869
E06000011,2.481807200715448e-4,0.6937114406575271,0.05931752935799586,0.23835091798509705,0.008371931279308487
E06000012,0,0.45438847307955327,0.05093105180252007,0.4575043504269192,0.03717612469100749
E06000013,0,0.48639337710127495,0.19449798310239902,0.2427704821984252,0.07633815759790089
E06000014,6.80833662224638e-4,0.5784084579002475,0.023191422416714482,0.3771447044418906,0.020574581578922738
E06000015,0.00162267028395848,0.2790638587520163,0.008942028946526225,0.6931127337252042,0.01725870829229471
E06000016,0.08160973188617549,0.16183106869707792,0.0013987514501188178,0.7445931479989495,0.010567299967678277
E06000017,0.005619438478376924,0.8324413538048211,0.048326527522536654,0.10585299828031348,0.007759681913951934
E06000018,1.348866973168912e-4,0.18840391815444368,0.006304399840027956,0.7726566605865821,0.032500134721629305
E06000019,0,0.7012642930017491,0.11078171215720357,0.15799840777347937,0.029955587067568047
E06000020,0.003653013301436009,0.5844368438581823,0.003343319570799544,0.4085668232695821,0
E06000021,0.0013996690313596522,0.18609870330647182,0.028145789633211148,0.6944148032447218,0.08994103478423557
E06000022,2.5514222162458124e-4,0.6629651149652072,0.054558442596648105,0.2635302792261825,0.01869102099033775
E06000023,0.07612115407387487,0.07349615428009916,0.0016147916975807718,0.8318924253525749,0.0168754745958704
E06000024,0.004569701237161346,0.6350986376297504,0.05510525590796113,0.26098923584475575,0.0442371693803713
E06000025,0.041667367108478265,0.6030913384959223,0.02206603120389364,0.32470494437902725,0.008470318812678573
E06000026,3.6892348318917775e-4,0.22021938810048924,0.003116269252319604,0.7182497951834759,0.058045623980526116
