lahome,E06000022,E06000023,E06000024,E06000025,E07000187
E06000022,0.987683114983654,0.006128257402794559,0,0.001653539388518595,0.004535088225032852
E06000023,4.188616683834079e-4,0.9685720373492213,0.002285033623865107,0.02872406735853017,0
E06000024,0,0.019236121178048533,0.9807638788219514,0,0
E06000025,0.0023089862655142675,0.0730324953465295,0,0.9246585183879562,0
