lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000082,E07000187,E07000188
E06000022,0.5723508222065719,0.12700206053348984,0.14969777090988223,0.06298722903729674,0.014506215567861877,0,0.07279961590447742,6.562858404200419e-4
E06000024,0.03168207183932132,0.14418533952621085,0.7017145684741856,0.0576693471398912,0,0,0.04220573862006647,0.022542934400324666
E06000025,0.01608672353963457,0.18063131816643502,0.022863554501403382,0.7650612438337451,0,0.01535715995878185,0,0
