lahome,E06000022,E06000023,E06000024,E06000025,E07000187
E06000022,0.9957062643905439,0.0012876176940749436,0,2.0006975937497714e-5,0.0029861109394437165
E06000023,0.00512405026386159,0.9732545144325936,0.001393991032044566,0.02022744427150024,0
E06000024,0,0.0122364463463493,0.98776355365365065,0,0
E06000025,6.465266883004199e-4,0.05948781681892604,0,0.9398656564927735,0
