latravel,motorway,rural_other,rural_primary,urban_other,urban_primary
E06000003,0,0.26629920621659076,0.24495163462936959,0.349277879627265,0.13947127952677463
E06000005,0,0.31255927878953277,0.1063724591156575,0.37961762885165395,0.20145063324315582
E06000007,0,0.2441345552813319,0.28809162813221384,0.24842580952804738,0.2193480070584068
E06000008,0,0,0.24776514924414006,0.139931095733246,0.6123037550226139
E06000011,0,0.17021091946357636,0.23311930588023247,0.40011272487050836,0.19655704978568284
E06000012,0,-4.969311157332972e-11,0.40948978902016697,0.05185767842069823,0.538652532608828
E06000013,0,0.40805329361337733,0.15076019636666652,0.37213669588904735,0.06904981413090884
E06000014,0,0.3203992525709516,0.14832417882122564,0.4259954656148881,0.10528110299293468
E06000015,0,0,0.6407343496209962,0.26088805909136464,0.0983775912876392
E06000016,0,0.13870926990739244,0.5888591187639929,0.1903396776664104,0.08209193366220432
E06000017,0,0.21294202940097184,0.34140034960539317,0.33117679061939237,0.11448083037424253
E06000019,0,0.3083722185510227,0.18022652545744872,0.24413619720257687,0.2672650587889516
E06000020,0,0,0.4548117331636724,0.2682231298587378,0.2769651369775898
E06000021,0,0,0.20729020096600445,0.07622103251462643,0.7164887665193692
E06000022,0,0.10665527139779135,0.2324257024194675,0.24454586028063122,0.41637316590210993
E06000023,0,0.10972177805557616,0.19219968877329224,0.573738454155794,0.12434007901533745
E06000024,0,0.09025768940046586,0.07466495684002003,0.39827874843946226,0.4367986053200518
E06000025,0,0.5152491363703443,0.1806469535470287,0.2008733699287563,0.10323054015387079
E06000026,0,0.02336252860798302,4.181202230182743e-11,0.6412017268139998,0.33543574453620517
E06000027,0,0.1935879512895003,0.34170339437259406,0.29084459493520537,0.17386405940270025
E06000030,0,0.19687790996939827,0.07139903714434791,0.4538340456617771,0.2778890072244767
E06000031,0,0.03334461330602105,0.2539002712394221,0.6875685222286226,0.02518659322593412
E06000032,0,0.08751489602497912,0,0.7487457744953228,0.16373932947969824
E06000033,0,0.1255956329661623,0.0048935271167972,0.5395706553735384,0.32994018454350205
E06000034,0,0.4042896702008325,0.06367346369504157,0.46754129242441783,0.06449557367970807
E06000035,0,0,0.21420553281259255,0.1181793699640168,0.6676150972233906
E06000037,0,0.36677830009010315,0.03749388425694923,0.5908743225652701,0.004853493087677537
E06000039,0,0.0035975311600043402,0.01325595687416367,0.2507165967992774,0.7324299151665546
E06000041,0,0.08216723513168056,0.2365354247091556,0.18006878530762896,0.501228554851535
E06000042,0,0.23648143993997145,0,0.7635185600600285,0
E06000044,0,0.45243828830040594,0.13212613176539492,0.12912132259077563,0.28631425734342353
E06000046,0,0.1400325430358319,0.18169571450065583,0.3792869050545276,0.2989848374089846
E06000047,0,0.2525691052748711,0.17789365079261457,0.3809071129296441,0.1886301310028702
E06000049,0,0.3590440019035214,0.048064159677479096,0.46806113074370304,0.12483070767529636
E06000050,0,0.09660524608575378,0.057167424464040974,0.4614918424570286,0.3847354869931766
E06000051,0,0.40644941268154744,0.18261469431050875,0.3264613476682934,0.08447454533965044
E06000052,0,0.2777951096883478,0.07934599846555032,0.4078254433095268,0.2350334485365751
E06000053,0,0.03309135898588853,0.5021604719926652,0.1047823664341499,0.3599658025872964
E06000054,0,0.14911578166029418,0.2069483994295714,0.2895540701569298,0.35438174875320455
E06000055,0,0.1527655064195668,0.2536778154751416,0.36784602442792186,0.22571065367736962
E06000056,0,0.3219232442560795,0.1001340126801074,0.49620136461141523,0.08174137845239801
E06000057,0,0.3070681687488785,0.17437684413109913,0.30181195834611546,0.2167430287739068
E07000004,0,0.2141279017309074,0.2390883127625232,0.2413589784982135,0.3054248070083559
E07000005,0,0.23660707613437912,0.13408730054759843,0.33180635415979665,0.2974992691582257
E07000006,0,0.14626242881863552,0.35614503538720677,0.3506627080153935,0.14692982777876415
E07000007,0,0.3599714940974022,0.2682031037518977,0.24169432589182155,0.13013107625887854
E07000008,0,0.08044099722205406,0,0.6913409342337496,0.2282180685441964
E07000009,0,0.19774298539844234,0.1883491999392179,0.602656063298704,0.011251751363635846
E07000010,0,1.4167377354293996e-10,0.14213912113577176,0.41911253731703585,0.43874834140551866
E07000011,6.950495879358675e-4,0.3047568467470385,0.08013125882507914,0.5589731470755848,0.055443697764361706
