lahome,E06000019,E06000022,E06000023,E06000024,E06000025,E06000030,E06000037,E06000054,E07000050,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E07000180,E07000187,E07000188,E07000189,E07000190,E07000191
E06000022,0,0.20300721440282213,0.006290421117778103,0.04344045335698154,0.21797938279870008,0.029699781819030897,0.013400336345930743,0.2761502461268407,0,7.583356939279139e-4,0.02900789516136547,0,0.004420204158494262,0,0,0,0.0853971158447795,0.04519658153318142,0.02490219932861072,0,0.020349832311556477
E06000023,0,0.03073102081928673,0.09062269659765682,0.06885995997774319,0.3209859318005211,0.028729445562445523,0,0.1932450078730937,0,0.002891243334177706,0.012769314620658355,0,0.007118849884714202,0.1280255460253751,0.012701613611365473,0,0.06124250800244446,0.026510134633082334,0.015566727257435305,0,0
E06000024,0,0.006356551682310597,0.06730675063703656,0.3786138289596677,0.26309455205180865,0.002599480778552368,0,0.03987956179565924,0,0.002091890519029002,0.012673743189947677,0.009193838775281713,8.75936574886338e-4,0.03391933634495289,0,0,0.05937547170695216,0.09107974502045044,0.009937295569188204,0.0217814694901239,0.001220546904152487
E06000025,0.022114196125092366,0.04982234732847639,0.024551410641216315,0.1131653584783361,0.3399928257822483,0,0,0.11724412684336008,0.01166843782536504,0.011840483663540742,0.015449707236361129,0.021721809358678356,0.025252412777110683,0.16918112340940814,0.01957196556113526,0.003767055090649055,0.037236985397639706,0,0.006134665951382697,0.011285088529999638,0
