latravel,motorway,other
E06000001,0,1
E06000002,0,1
E06000003,0,1
E06000004,0,1
E06000005,0.015005602600063674,0.9849943973999363
E06000006,0.009229438561527923,0.9907705614384721
E06000007,0.20206634752157426,0.7979336524784257
E06000008,0.09289682832803611,0.9071031716719639
E06000009,0.004357361078320723,0.9956426389216793
E06000010,0,1
E06000011,0.010401053534420434,0.9895989464655796
E06000012,0,1
E06000013,0.034253709894718605,0.9657462901052813
E06000014,0,1
E06000015,0,1
E06000016,0,1
E06000017,0,1
E06000018,0.0013492052115597927,0.9986507947884402
E06000019,0,1
E06000020,0.044316164137970376,0.9556838358620297
E06000021,3.887372586464594e-4,0.9996112627413536
E06000022,0,1
E06000023,0.05623009110264072,0.9437699088973592
E06000024,0.05582416785991861,0.9441758321400814
E06000025,0.06693493772112326,0.9330650622788768
E06000026,0,1
E06000027,0,1
E06000028,0,1
E06000029,0,1
E06000030,0.05844821416255509,0.9415517858374449
E06000031,4.364103606731917e-4,0.9995635896393268
E06000032,0.09170106183937643,0.9082989381606236
E06000033,0,1
E06000034,0.021147278591669094,0.9788527214083309
E06000035,0.060550033479195506,0.9394499665208045
E06000036,0.0063963750847187625,0.9936036249152812
E06000037,0.053269748958409704,0.9467302510415903
E06000038,0.008291381331187783,0.9917086186688122
E06000039,0.3292333800290943,0.6707666199709057
E06000040,0.16451257229270952,0.8354874277072905
E06000041,0.21116065608470497,0.788839343915295
E06000042,0.04871562055535084,0.9512843794446492
E06000043,0.036959631627563404,0.9630403683724366
E06000044,0.2208722540983479,0.7791277459016521
E06000045,0.06518995993361815,0.9348100400663819
E06000046,0,1
E06000047,0.015467969736832971,0.984532030263167
E06000049,0.03986433508505847,0.9601356649149415
E06000050,0.09185767185100364,0.9081423281489963
E06000051,0.02299816202437404,0.977001837975626
E06000052,0,1
E06000054,0.0055062825292405615,0.9944937174707594
E06000055,0,1
E06000056,0.04465937329464114,0.9553406267053589
E06000057,0,1
E07000004,7.889116201321923e-4,0.9992110883798678
E07000005,0.017983083225302406,0.9820169167746976
E07000006,0.2832999838988839,0.7167000161011161
E07000007,0.06762649894496975,0.9323735010550303
E07000008,0.022756406879757215,0.9772435931202428
E07000009,0,1
E07000010,0,1
E07000011,0.008017053772836742,0.9919829462271632
E07000012,0.025718981756464553,0.9742810182435354
E07000026,0,1
E07000027,0,1
E07000028,0.08831489880894354,0.9116851011910565
E07000029,0,1
E07000030,0.1107923404855389,0.8892076595144611
