latravel,motorway,other
E06000001,0,1
E06000002,0,1
E06000003,0,1
E06000004,0,1
E06000005,0.02197218730023561,0.9780278126997644
E06000006,0.02855764560552065,0.9714423543944793
E06000007,0.19456053109919125,0.8054394689008088
E06000008,0.09933622804434146,0.9006637719556585
E06000009,0.0022284117948135882,0.9977715882051864
E06000010,0,1
E06000011,0.01028379609695476,0.9897162039030453
E06000012,0,1
E06000013,0.03528321005845726,0.9647167899415428
E06000014,0,1
E06000015,0,1
E06000016,0,1
E06000017,0,1
E06000018,4.889480870518985e-4,0.9995110519129481
E06000019,5.368702922515234e-4,0.9994631297077485
E06000020,0.04516980756739303,0.954830192432607
E06000021,5.238420749573426e-4,0.9994761579250426
E06000022,0,1
E06000023,0.1037287699940525,0.8962712300059474
E06000024,0.028275072080956053,0.971724927919044
E06000025,0.19270617316232935,0.8072938268376706
E06000026,0,1
E06000027,0,1
E06000028,0,1
E06000029,0,1
E06000030,0.0281617981371982,0.9718382018628018
E06000031,0.0029318427704829557,0.997068157229517
E06000032,0.09624883677312225,0.9037511632268778
E06000033,0,1
E06000034,0.011012746978381146,0.9889872530216188
E06000035,0.05511050305399359,0.9448894969460064
E06000036,0.0035425299108781403,0.9964574700891219
E06000037,0.040597587127759675,0.9594024128722404
E06000038,0.01571937204148591,0.9842806279585141
E06000039,0.2653590013879702,0.7346409986120298
E06000040,0.0945092425639284,0.9054907574360715
E06000041,0.09062445057417844,0.90937554942582155
E06000042,0.016087039918842656,0.9839129600811574
E06000043,0.019797972592165633,0.9802020274078344
E06000044,0.12374674489845516,0.8762532551015448
E06000045,0.05371383526330045,0.9462861647366996
E06000046,0,1
E06000047,0.01638410340057477,0.9836158965994253
E06000049,0.023756865705542883,0.9762431342944571
E06000050,0.04286107184948193,0.957138928150518
E06000051,0.0044083388442149865,0.995591661155785
E06000052,0,1
E06000054,0.004128664796737004,0.995871335203263
E06000055,0,1
E06000056,0.025705507823322333,0.9742944921766776
E06000057,0,1
E07000004,3.9185134772943615e-4,0.9996081486522705
E07000005,0.0018136157095768838,0.9981863842904232
E07000006,0.15850456989546566,0.8414954301045343
E07000007,0.05613440467490764,0.9438655953250924
E07000008,0.024137968214804285,0.9758620317851957
E07000009,0,1
E07000010,0,1
E07000011,0.011308154448119117,0.9886918455518808
E07000012,0.02516559031772173,0.9748344096822783
E07000026,0,1
E07000027,0,1
E07000028,0.016469240676162115,0.9835307593238379
E07000029,0,1
E07000030,0.020051416378857417,0.9799485836211426
