latravel,rural_other,rural_primary,urban_other,urban_primary
E06000023,0.19542565386311173,0.29567308762247074,0.28234173677049057,0.22655952174392707
E06000024,0.39099919580297204,0.05810209746252716,0.47753604297823576,0.07336266375626499
E06000025,0.48069907071277734,0.019188762263990904,0.2748906007720913,0.22522156625114043
