latravel,motorway,other
E06000001,0,1
E06000002,0,1
E06000003,0,1
E06000004,0,1
E06000005,0.2510357724765373,0.7489642275234628
E06000006,0.13117414320321819,0.8688258567967818
E06000007,0.875571331123014,0.12442866887698602
E06000008,0.5351943091395279,0.4648056908604721
E06000009,0.04583585627215076,0.9541641437278492
E06000010,0,1
E06000011,0.12936939916825863,0.8706306008317414
E06000012,0,1
E06000013,0.34396952183348795,0.656030478166512
E06000014,0,1
E06000015,0,1
E06000016,0,1
E06000017,0,1
E06000018,0.013084569543831057,0.9869154304561689
E06000019,0.04744189036634989,0.9525581096336502
E06000020,0.2802188485663616,0.7197811514336384
E06000021,5.916135799047645e-4,0.9994083864200952
E06000022,0,1
E06000023,0.36036749149501535,0.6396325085049845
E06000024,0.36484884850889293,0.6351511514911072
E06000025,0.5505285687542415,0.4494714312457584
E06000026,0,1
E06000027,0,1
E06000028,0,1
E06000029,0,1
E06000030,0.18532723515996952,0.8146727648400305
E06000031,0.009327682465559149,0.9906723175344408
E06000032,0.6456163900351344,0.3543836099648656
E06000033,0,1
E06000034,0.10213397461623111,0.8978660253837688
E06000035,0.4959540318045963,0.5040459681954038
E06000036,0.09284670526951265,0.9071532947304872
E06000037,0.5106910571779295,0.48930894282207044
E06000038,0.13966211252171548,0.8603378874782844
E06000039,0.9243204338138699,0.07567956618613014
E06000040,0.7270634852512816,0.2729365147487184
E06000041,0.7028624295577599,0.2971375704422402
E06000042,0.19518446145903517,0.8048155385409648
E06000043,0.09872290814127369,0.9012770918587263
E06000044,0.517571812426033,0.4824281875739671
E06000045,0.45193467621247013,0.5480653237875299
E06000046,0,1
E06000047,0.20811769607821817,0.7918823039217818
E06000049,0.43693812681206345,0.5630618731879365
E06000050,0.583533471855196,0.41646652814480384
E06000051,0.2389477039454004,0.7610522960545997
E06000052,0,1
E06000054,0.2534431399079967,0.7465568600920034
E06000055,0,1
E06000056,0.35540892939412777,0.6445910706058722
E06000057,0,1
E07000004,0.02321833060115053,0.9767816693988495
E07000005,0.12408975508073206,0.8759102449192679
E07000006,0.8226598659054958,0.17734013409450425
E07000007,0.5344335517347025,0.46556644826529753
E07000008,0.09342541682300058,0.9065745831769993
E07000009,0,1
E07000010,0,1
E07000011,0.11745651670214449,0.8825434832978555
E07000012,0.1414188530098468,0.8585811469901533
E07000026,0,1
E07000027,0,1
E07000028,0,1
E07000029,0,1
E07000030,0.29124184618067034,0.7087581538193296
E07000031,0.12329414408329288,0.8767058559167069
