lahome,E06000022,E06000023,E06000024,E06000025,E06000054,E07000187
E06000022,0.9934470730917522,0.0010121942421051104,0,0,0.002065670413283224,0.0034750622528595186
E06000023,6.139781758416374e-5,0.9756011989658019,2.560391962941378e-4,0.02408136402031979,0,0
E06000024,0,0.0122364463463493,0.98776355365365065,0,0,0
E06000025,6.465266883004199e-4,0.05948781681892604,0,0.9398656564927735,0,0
