latravel,off_public_highway,rural_other,rural_primary,urban_other,urban_primary
E06000002,0,0.10491846540750073,0,0.8950815345924993,0
E06000003,4.215476275206025e-4,0.308919143787748,0.06582988493336181,0.5857172807379044,0.039112142913465105
E06000004,0,1,0,0,0
E06000005,0.05158451494278864,0.3471423090957183,0.058619006167939386,0.5200088157937961,0.02264535399975756
E06000007,1.9718606062675074e-4,0.2564876111788417,0.18299653194406953,0.4784134455099718,0.08190522530649025
E06000008,0,0.0018175177810062426,0.16614774334539079,0.7767717052402761,0.05526303363332689
E06000011,4.170603296704387e-4,0.38087689507666045,0.07117767483601886,0.5122163907636794,0.03531197899397088
E06000012,0,0.3795876351207216,0.0074680764383486435,0.6068229340305757,0.006121354410354104
E06000013,0.004805836606259336,0.27056287508940163,0.1070674872140269,0.49316379854520503,0.12440000254510704
E06000014,0,0.3093321728314273,0.008276099713402478,0.6379466780848587,0.044445049370311386
E06000015,0.14655844581002353,0.284140539406846,0,0.49518688805701994,0.0741141267261105
E06000016,0.08392208276086184,0.36593775041563437,0.038247567398808684,0.4979622669131192,0.01393033251157602
E06000017,0.036781056344438005,0.5869222626670042,0.05403906032648492,0.2856476301776991,0.036609990484373744
E06000018,0,0,0,0.9493916927352303,0.050608307264769704
E06000019,0.0023000901943109387,0.3576027406606166,0.11101592388392213,0.4578580275680861,0.07122321769306428
E06000020,0,0.4131569522319213,0,0.5868430477680786,0
E06000021,0.0056302475862094244,0.2179284383853107,0.026041934201174437,0.6340907523126408,0.11630862751466459
E06000022,2.810741412430967e-4,0.37892309044846495,0.08650115306755181,0.4720516989270317,0.06224298341570838
E06000023,0,0.36529743013789756,0,0.6157810561556472,0.01892151370645534
E06000024,0.007127616578172351,0.3265255229968801,0.01691526953535297,0.5750492505683549,0.07438234032123969
E06000025,0.002191432866866949,0.47993044919569355,0.09673904819994235,0.40538003378167614,0.015759035955820937
E06000026,0.003104341267184138,0.010686615672468026,1.8152923836766515e-11,0.6506623235518714,0.33554671949032355
E06000027,0.02739946664396788,0.37169383762194547,0.0924243183015668,0.48018080103858146,0.02830157639393842
E06000030,0,0.17622564531292906,0.05067276713077313,0.6074908065930357,0.16561078096326215
E06000031,4.71032140484996e-4,0.4333916464281177,0.009098443565724895,0.5560379890734849,0.0010008887921874958
